ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err,state
AKVA,4353,Industrials,1444,"AKVA Group ASA develops, designs, manufactures, assembles, sells, and installs technology products; and provides rental and consulting services for the aquaculture industry. The company operates through three segments: Cage Based Technology, Software, and Land Based Technology. The Cage Based Technology segment offers plastic cages, steel cages, feed barges, feed systems, sensor and camera systems, biomass estimation systems, underwater lights, net cleaning systems, and nets and mooring systems under the Polarcirkel, Wavemaster, and Akvasmart hardware brands. This segment also supplies polyethylene work boats, pipes, ROV's, and subsea solutions to aquaculture, oil service, and maritime industries. The Software segment provides production control, planning, traceability, and ERP software for the aquaculture and fishing industries under the Fishtalk brand. This segment also operates AKVAconnect, a process control platform that enables real-time control of various mission critical equipment, such as feeding systems, environmental sensors, barges, and cameras installed on-site at the farmer's locations. The Land Based Technology segment designs and delivers recirculation systems for land based fish farming, as well as provides water quality conditions for fresh and seawater operations. The company also offers PRISMA, a cloud-based data platform for the aquaculture eco-system. AKVA group ASA operates in Norway, Chile, Canada, Scotland, Denmark, and internationally. The company is based in Klepp Stasjon, Norway. AKVA Group ASA is a subsidiary of Egersund Group AS.",Klepp Stasjon,47 51 77 85 00,Norway,[],http://www.akvagroup.com,1,Plogfabrikkvegen 11,Farm & Heavy Construction Machinery,,62,63,61.10365,0.032258064,,,64.2,,4584,,62,62.55294,2,63,,4584,,,,2,1582502400,0.642441,,,63,2,NOK,,672,,,,2088853248,,,6105,0.70167065,63,64,,49600,672,83,10.994764,,,41.3,62.6,False,0.031400003,34200,64.2,OSL,AKVA GROUP ASA,AKVA Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKVA.OL,finmb_162314,no_market,,1.096,,-0.00014,25.176,-0.116666675,,5.73,,33156400,,,31.171,,,,1577750400,0.13203,-422000,-0.014,,0.14650929,2.0211093,0.7511,1640908800,1585612800,,,8065299,3261757952,,,,,,-0.417,,,,,,,,https://logo.clearbit.com/akvagroup.com,,,,,,,
AQUA,0161,Energy,431,"AqualisBraemar ASA, an investment holding company, provides marine and engineering consultancy services to the offshore oil and gas industry and offshore renewables market worldwide. It offers marine and offshore engineering services, such as deep and shallow water installation engineering; marine operations and surveying, including rig moving and tow master, as well as engineering support services; owns and supervises vessel construction; engineering and project management services; concept, FEED, and basic design services for new-build and vessel upgrades; and rig inspection services. The company also provides marine warranty and consultancy, risk consulting, transportation and installation, dynamic positioning and critical systems, and technical due diligence services. The company was formerly known as Aqualis ASA and changed its name to AqualisBraemar ASA in June 2019. AqualisBraemar ASA was incorporated in 2014 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://aqualisbraemar.com,1,Olav Vs gate 6,Oil & Gas Equipment & Services,,4.5,4.4,3.7062044,0.0011111111,0,,4.68,,14749,,4.5,4.214706,0.005,4.4,,14749,,,,0.2,1591833600,1.040697,,,4.4,4,NOK,23.28358,1913,,,,329080736,,,44186,4.9562593,4.4,4.66,,385400,1913,5,33.42857,,,2.15,4.42,False,0.0444,402100,4.68,OSL,AQUALISBRAEMAR ASA,AqualisBraemar ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AQUA.OL,finmb_266259656,no_market,,4.683,,0.18611999,185.397,0.111111045,,0.14,,70316400,,,0.686,,,,1577750400,0.07898,12358000,0.201,,0.14650929,6.8221574,0.58599,1640908800,1585612800,,,20787638,310910496,,,,,,,,,,,,,,https://logo.clearbit.com/aqualisbraemar.com,,,,,,,
ARCHER,HM 08,Energy,4964,"Archer Limited, an oilfield service company, provides various oilfield products and services to the oil and gas industry. It operates through two segments, Eastern Hemisphere and Western Hemisphere. The company provides oiltools, such as plugs and abandonment (P&A), slot recovery and P&A, cementing, and well cleaning solutions; land drilling and platform drilling services; and modular drilling rigs. It also offers engineering services, such as project management, construction and installations, multidiscipline engineering, consulting, and inspection services. In addition, the company provides cased hole logging, conveyance and mechanical/slickline, and R&D and technology development services. Further, it offers fluids, guarantor, international personnel, management, and equipment rental services, as well as performs rig inspections. The company operates in Angola, Argentina, Australia, Bolivia, Brazil, Canada, Congo, Indonesia, Malaysia, Nigeria, Norway, Saudi Arabia, the United Arab Emirates, the United Kingdom, and the United States. The company was formerly known as Seawell Limited and changed its name to Archer Limited in May 2011. Archer Limited was founded in 2007 and is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.archerwell.com,1,Par la Ville Place,Oil & Gas Drilling,4th Floor 14 Par-la-Ville Road,2.095,2.12,2.2563357,,0,,2.17,,229901,,2.095,2.1958823,,2.12,,229901,,,,,,2.852906,,,2.1,4,NOK,,257461,,,,320474112,,,498187,0.3844459,2.1,2.165,,100400,257461,4.78,36.083332,,,1.1,2.155,False,,503000,2.17,OSL,ARCHER LTD,Archer Limited,Europe/Oslo,CEST,False,7200000,EQUITY,ARCHER.OL,finmb_37612323,no_market,,1.122,,-0.05722,9.919,-0.52888894,,0.06,,148024992,,,0.732,,,,1577750400,0.12627,-47700000,-0.323,,0.14650929,2.9576502,0.41856998,1640908800,1577750400,,,105861885,935365376,,1443398400,1:10,,,,,,,,,,,https://logo.clearbit.com/archerwell.com,,,,,,,
ABT,1366,Healthcare,,"Aqua Bio Technology ASA engages in developing and commercializing active ingredients for use in skin care products in Norway. It offers Aquabeautine XL, a proprietary ingredient; and Spirulysat, an antioxidant for cosmetic use. The company also markets and distributes natural and skin care products to consumers, retailers, and professionals in Europe and the Middle East. It distributes its products through Internet, stores, and skin care clinics. The company markets and distributes organic skin care products under the Moana brand name in New Zealand and arctic skin care products under the Cuvget brand name in Norway. Aqua Bio Technology ASA was founded in 2000 and is based in Lysaker, Norway.",Lysaker,,Norway,[],http://www.aquabiotechnology.com,1,Fornebuveien 37,Biotechnology,,4.8,4.8,3.0935037,0.20833333,0,,4.88,,37778,,4.8,4.8185296,1,4.8,,37778,,,,,1496880000,1.24593,,,4.7,4,NOK,,12015,,,,72170376,,,153175,55.721844,4.7,4.86,,320000,12015,7.55,-8.703703,,,1.25,4.7,False,,330000,4.88,OSL,AQUA BIO TECHNOLOG,Aqua Bio Technology ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ABT.OL,finmb_39453852,no_market,,51.599,,0,-5.139,1,,-0.54,,15355400,,,0.477,,,,1577750400,0.02359,-13215518,-1.03,,0.14650929,9.85325,0.80484,1640908800,1577750400,,,1905450,66830220,,1309132800,1:20,,,,,,,,,,,https://logo.clearbit.com/aquabiotechnology.com,,,,,,,
ANDF-ME,8400,Consumer Defensive,,"Andfjord Salmon AS operates a fish farm. It operates a closed sea facility for organic salmon farming. The company was founded in 2014 and is headquartered in Sortland, Norway.",Sortland,,Norway,[],http://www.andfjordsalmon.com,1,Havnegata 19,Farm Products,8402 Sortland,55,56,,,0,,56.7,,,,55,,,56,,,,,,,,,,,55.12,2,NOK,,7981,,,,,,,,,55.12,56.7,,,7981,56.7,,,,55.12,56.6,False,,,56.7,OSL,ANDFJORD SALMON AS,Andfjord Salmon AS,Europe/Oslo,CEST,False,7200000,EQUITY,ANDF-ME.OL,finmb_570862527,no_market,,979.768,,0,-201.389,,,,,33624400,,,4.914,,,,1577750400,,-6394534,-0.214,,0.14650929,11.518111,,1640908800,,,,,1613217536,,,,,,,,,,,,,,https://logo.clearbit.com/andfjordsalmon.com,,,,,,,
AKER,1366,Energy,21865,"Aker ASA, an industrial investment company, operates in the oil and gas, maritime assets, and marine biotechnology sectors primarily in Norway and internationally. It operates through two segments, Industrial Holdings and Financial Investments. The company provides services, technologies, and product solutions for the oil and gas industry; provides engineering, procurement, and construction services for the offshore oil and gas, as well as renewable industries; and explores for and produces oil and gas on the Norwegian continental shelf. It also develops, manufactures, markets, and sells krill-based ingredients to the consumer health, aquaculture, and animal nutrition markets; and owns and charters vessels. The company was founded in 1841 and is headquartered in Lysaker, Norway. Aker ASA is a subsidiary of TRG Holding AS.",Lysaker,47 24 13 00 00,Norway,[],http://www.akerasa.com,1,Oksenoyveien 10,Oil & Gas Equipment & Services,,393,393.2,351.06497,0.057251908,0,,408.2,,97864,,393,370.81177,22.5,393.2,,97864,,,,11.75,1595289600,1.701744,,,393.2,2,NOK,,112652,,,,30299222016,,,212930,0.64320004,393.2,406.8,,111700,112652,566,15.542857,,,182.2,406.6,False,0.03,108400,408.2,OSL,AKER ASA,Aker ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKER.OL,finmb_12074458,no_market,,1.87,,-0.08871,34.463,-0.09234333,,26.25,,74262800,,,251.432,,,,1577750400,0.19775999,-4124000000,-56.266,,0.14650929,1.6227051,0.70268,1640908800,1593475200,,,67703874,88086265856,,,,,,,,,,,,,,https://logo.clearbit.com/akerasa.com,47 24 13 01 01,,,,,,
ASC,0250,Financial Services,275,"ABG Sundal Collier Holding ASA, together with its subsidiaries, provides investment banking, stock broking, and corporate advisory services in Norway, Sweden, Denmark, and internationally. It operates in two segments, Markets and Investment Banking. The Markets segment offers financial services, such as brokerage, trading and execution of equities, bonds, derivatives, structured products, and FX. The Investment Banking segment provides corporate advisory services, including ECM, DCM, mergers and acquisitions, and financial restructuring. The company also provides equity research, credit research, and corporate and strategic access services; and project finance services. ABG Sundal Collier Holding ASA was founded in 1984 and is headquartered in Oslo, Norway.",Oslo,47 22 01 60 00,Norway,[],http://www.abgsc.com,1,Munkedamsveien 45 East,Capital Markets,7th floor,4.26,4.28,3.8090875,0.05164319,0.8062,,4.35,,234355,,4.26,4.2975,0.22,4.28,,234355,,,,0.22,1588118400,0.98372,,,4.275,4,NOK,9.313725,59667,,,,1885185280,,,462776,1.3338418,4.275,4.285,,185000,59667,4.58,9.94186,,10.54,2.69,4.275,False,0.051599998,340000,4.35,OSL,ABG SUN COL HLDG,ABG Sundal Collier Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ASC.OL,finmb_2972520,no_market,,1.014,,0.17288,,0.2633928,,0.43,,440979008,,,1.493,,,,1577750400,0.19143,244343008,0.459,,0.14650929,2.8633623,0.18238,1640908800,1593475200,,,348806080,1432651520,,,,,,0.229,,,,,,,,https://logo.clearbit.com/abgsc.com,,,,,,,
AKA,1366,Energy,2112,"Akastor ASA operates as an oil-services investment company worldwide. The company offers drilling equipment, drilling riser solutions, and related products and services for the drilling market; and vessel-based subsea well construction and intervention services to the oil and gas industry. It is also involved in waste management drilling activities; the provision of subsurface advice and products to E&P companies; and supplying vapor recovery units and systems. Akastor ASA was founded in 1841 and is based in BÃ¦rum, Norway.",Barum,47 21 52 58 00,Norway,[],http://akastor.com,1,Building B,Oil & Gas Equipment & Services,Oksenoyveien 10 Lysaker,5.8,5.8,5.690584,,0,,6.09,,627429,,5.8,5.2417645,,5.8,,627429,,,,,1397174400,1.273837,,,5.7,2,NOK,,362195,,,,1637808256,,,461940,0.2892121,5.7,6.05,,52200,362195,12.4,15.075001,,,3.52,6.03,False,,227000,6.09,OSL,AKASTOR ASA,Akastor ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKA.OL,finmb_874402,no_market,,0.682,,-0.0498,12.419,-0.4736364,,0.4,,271609984,,,14.855,,,,1577750400,0.25563,-152000000,-0.981,,0.14650929,0.40592396,0.51141,1640908800,1593475200,,,136612714,3862285824,,1175212800,5:1,,,,,,,,,,,https://logo.clearbit.com/akastor.com,,,,,,,
AFG,0663,Industrials,5526,"AF Gruppen ASA, a contracting and industrial company, engages in civil engineering, environment, building, property, energy, and offshore businesses primarily in Norway and Sweden. The company's Civil Engineering business area undertakes civil engineering and niche projects related to roads and railways, port facilities, airports, tunnels, foundation work, power, and energy, as well as onshore facilities for oil and gas. Its Energy and Environment business area provides smart and energy efficient services for buildings and industry; demolition services; and receiving, treating, and recycling of materials. The company's Building business area develops, engineers, and builds commercial, residential, and public buildings, as well as rehabilitation projects. Its Property business area develops residential units and commercial buildings. The Sweden business area engages in building, civil engineering, property, and environmental activities in Sweden. The company's offshore business area undertakes the removal, demolition, and recycling of offshore installations; and new building, modification, and maintenance works related to cranes, modules, and rig services, as well as heating, ventilation, air conditioning, and cooling systems. It also provides services related to the maintenance and modification of onshore facilities for the oil and gas industry. AF Gruppen ASA was founded in 1985 and is headquartered in Oslo, Norway.",Oslo,47 22 89 11 00,Norway,[],http://www.afgruppen.com,1,Innspurten 15,Engineering & Construction,,178,178,167.23723,0.053370785,1.0266,,178.8,,6787,,178,177.04706,9.5,178,,6787,,,,12,1589760000,0.436627,,,177.2,2,NOK,21.630133,10893,,,,18754607104,,,19273,0.7828119,177.2,178.6,,178000,10893,185,21.287247,,5.43,124.5,178.2,False,0.0674,52100,178.8,OSL,AF GRUPPEN,AF Gruppen ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AFG.OL,finmb_6174594,no_market,,0.815,,0.03506,15.005,0.06948638,,8.39,,105009000,,,22.213,,,,1577750400,0.14407,840000000,8.257,,0.14650929,8.040338,0.60915,1640908800,1585612800,,,40215335,19537090560,,1263772800,5:1,,,-0.1,,,,,,,,https://logo.clearbit.com/afgruppen.com,,,,,,,
AKSO,1366,Energy,13000,"Aker Solutions ASA provides products, systems, and services to the oil and gas industry worldwide. The company operates through Projects and Services segments. It offers field planning, feasibility, and concept studies; floater designs; digital solutions; offshore wind solutions; and deep water risers. The company also provides engineering, project management, and procurement services, such as design of offshore oil and gas production facilities, and onshore receiving and processing facilities; jacket designs; subsea production systems; subsea trees; and control systems. In addition, it offers subsea wellheads engineering, manufacturing, installation, and life-of-field support services, including umbilical systems, subsea structures, tie-in systems, subsea compression and pump systems, subsea power distribution and processing systems, and intervention and workover systems; lifecycle, hook-up and completion, maintenance, modification, asset integrity management, and yards and fabrication services, as well as carbon capture, utilization, and storage services. Aker Solutions ASA was founded in 1841 and is headquartered in Fornebu, Norway.",Fornebu,47 67 51 30 00,Norway,[],http://akersolutions.com,1,Oksenoyveien 8,Oil & Gas Equipment & Services,,15.4,15.5,10.080877,0.09415585,0,,17.24,,3508570,,15.4,10.92,1.45,15.5,,3508570,,,,,1428624000,1.890697,,,15.47,2,NOK,,6444865,,,,4663822336,,,5251457,0.176975,15.47,17.12,,58500,6444865,30.2,7.360515,,,4.362,17.1,False,,156700,17.24,OSL,AKER SOLUTIONS ASA,Aker Solutions ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKSO.OL,finmb_262890984,no_market,,0.457,,-0.03779,18.983,-0.4129082,,2.33,,271943008,,,24.02,,,,1577750400,0.26966998,-996000000,-3.667,,0.14650929,0.7139883,0.46942002,1640908800,1593475200,,,130227946,12034918400,,1175212800,1:5,,,,,,,,,,,https://logo.clearbit.com/akersolutions.com,47 67 51 30 10,,,,,,
ARCUS,1483,Consumer Defensive,430,"Arcus ASA, together with its subsidiaries, imports, produces, markets, sells, and distributes wine and spirits. It offers its products under the Lysholm Linie, LÃ¸iten Linie, Gammel Opland, Gilde, Aalborg, Malteserkreutz and SnÃ¤llerÃ¶ds, Gammel Dansk, Braastad cognac, Vikingfjord, Amundsen, Brennevin Seksti, Vanlig, Dworek, Hammer, Kalinka, Dobra, Doppio Passo, Pietro de Campo, Hot n'Sweet, Dooley's, Eau de Vie, Golden Cock, St. Hallvard, Upper Ten, Dry Anis, Star Gin, and Akvavit brands. The company also provides logistics services for alcoholic beverages. It operates in Norway, Sweden, Finland, Denmark, Germany, the United States, and internationally. Arcus ASA is headquartered in Hagan, Norway.",Hagan,47 67 06 50 00,Norway,[],http://www.arcus.no,1,Destilleriveien 11,Beverages—Wineries & Distilleries,Postbox 64,42.3,42.3,36.26594,0.039243497,0.64839995,,42.7,,14496,,42.3,39.60294,1.66,42.3,,14496,,,,1.66,1591833600,0.447647,,,42.1,2,NOK,16.784868,84713,,,,2897362176,,,28683,1.0267416,42.1,42.6,,0,84713,42.7,12.754491,,,27.1,42.5,False,0.0402,0,42.7,OSL,ARCUS ASA,Arcus ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ARCUS.OL,finmb_245559265,no_market,,1.675,,0.0645,12.318,0.075520754,,3.34,,68013200,,,27.624,,,,1577750400,0.79032,182000000,2.538,,0.14650929,1.5421371,0.15168999,1640908800,1585612800,,,25830157,4726554624,,,,,,,,,,,,,,https://logo.clearbit.com/arcus.no,,,,,,,
ALNG,0250,Industrials,8,"Awilco LNG ASA, together with its subsidiaries, owns and operates liquefied natural gas (LNG) vessels in Norway. It owns two 156,000 cbm LNG TFDE membrane vessels. The company was founded in 2011 and is based in Oslo, Norway.",Oslo,47 22 01 42 00,Norway,[],http://www.awilcolng.no,1,Beddingen 8,Integrated Freight & Logistics,Aker Brygge,1.19,1.145,1.4468613,,0,,1.185,,256637,,1.19,1.2455882,,1.145,,256637,,,,,,1.074418,,,1.13,4,NOK,,148788,,,,157070560,,,278821,3.7612681,1.13,1.185,,500000,148788,4.17,10.772727,,,0.872,1.13,False,,52300,1.185,OSL,AWILCO LNG ASA,Awilco LNG ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ALNG.OL,finmb_133244355,no_market,,9.407,,-0.053039998,20.255,-0.6721312,,0.11,,132549000,,,0.83,,,,1577750400,0.18263,-2215000,-0.016,,0.14650929,1.4277108,0.63137,1640908800,1585612800,,,26517675,392821856,,,,,,,,,,,,,,https://logo.clearbit.com/awilcolng.no,47 22 01 43 70,,,,,,
AVANCE,HM 08,Energy,8,"Avance Gas Holding Ltd, together with its subsidiaries, engages in the transportation of liquefied petroleum gas (LPG) worldwide. The company transports LPG from the Middle East Gulf and the United States Gulf/the United States East Coast to destinations in Europe, South America, India, and Asia. As of December 31, 2019, it operated through a fleet of 14 very large gas carriers. The company was founded in 2007 and is based in Hamilton, Bermuda.",Hamilton,472 200 4800,Bermuda,[],http://www.avancegas.com,1,Par-la-Ville Place,Oil & Gas Integrated,14 Par-la-Ville Road PO Box HM 1593,20.9,21.2,26.276642,0.014354068,0.1991,,21.5,,1493364,,20.9,18.673824,0.3,21.2,,1493364,,,,2.86,1583884800,1.79593,,,21,2,NOK,15.60472,461097,,,,1347891968,,,799114,4.6349416,21,21.16,,66000,461097,58.4,66.125,,,16.24,21.16,False,0.1407,90400,21.5,OSL,AVANCE GAS HLDGS L,Avance Gas Holding Ltd,Europe/Oslo,CEST,False,7200000,EQUITY,AVANCE.OL,finmb_116150043,no_market,,5.94,,0.29652,11.323,-0.16206187,,0.32,,63700000,,,6.179,,,,1577750400,0.1523,86232000,1.356,,0.14650929,3.4245024,0.36513,1640908800,1585612800,,,44520567,1727540992,,,,,,,,,,,,,,https://logo.clearbit.com/avancegas.com,,,,,,,
AFK,4841,Utilities,,"Arendals Fossekompani ASA, an industrial investment company, engages in the operating hydro power plants. The company also builds and operates cogeneration power plants; provides industrial induction heating processes; offers satellite communications and IT solutions; develops and delivers business-critical IT solutions and services; and provides system solutions and products in the fields of instrumentation, data collection, and remote monitoring and control. In addition, it offers equipment for powder production of advanced materials; and data and consulting services to the European energy market. Further, the company operates airport, as well as develops various properties. Arendals Fossekompani ASA was founded in 1896 and is headquartered in Arendal, Norway.",Arendal,47 37 23 44 00,Norway,[],http://arendalsfossekompani.no,1,Langbryggen 9,Utilities—Renewable,,2960,3000,2617.2263,0.018918918,,,3000,,83,,2960,2771.1765,56,3000,,83,,,,56,1588896000,0.276162,,,2700,2,NOK,,136,,,,6359961088,,,97,1.370372,2700,2900,,2000,136,3180,,,,2100,2860,False,0.019299999,1500,3000,OSL,ARENDALS FOSSEKOMP,Arendals Fossekompani ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AFK.OL,finmb_9245759,no_market,,1.289,,-0.00090000004,17.075,0.11538458,,,,2193090,,,1321.135,,,,1577750400,0.012560001,-4194000,-1.907,,0.14650929,2.1950822,0.86077005,1640908800,1585612800,,,298391,5983964160,,1524787200,5:1,,,,,,,,,,,https://logo.clearbit.com/arendalsfossekompani.no,,,,,,,
AWDR,AB32 6FL,Energy,145,"Awilco Drilling PLC provides drilling services to oil and gas companies in the United Kingdom and Norway. It owns and operates two semi-submersible drilling rigs. Awilco Drilling PLC was incorporated in 2009 and is based in Westhill, the United Kingdom.",Westhill,44 12 2473 7900,United Kingdom,[],http://www.awilcodrilling.com,1,2 Kingshill Park,Oil & Gas Drilling,Venture Drive Arnhall Business Park,3.2,3.2,6.4043064,0,0,,3.4,,76097,,3.2,3.5117648,0,3.2,,76097,,,,,1526947200,1.443604,,,3.11,4,NOK,,40374,,,,182848016,,,115008,6.2933855,3.11,3.35,,43900,40374,24.7,-15.227272,,,2.95,3.3,False,,40300,3.4,OSL,AWILCO DRILLING PL,Awilco Drilling PLC,Europe/Oslo,CEST,False,7200000,EQUITY,AWDR.OL,finmb_84006438,no_market,,5.058,,-1.29562,-44.528,-0.86926407,,-0.22,,54581500,,,4.426,,,,1577750400,0.37112,-37643000,-0.68,,0.14650929,0.7568911,0.4371,1640908800,1585612800,,,14488113,146942800,,,,,,,,,,,,,,https://logo.clearbit.com/awilcodrilling.com,44 12 2473 7905,,,,,,
AURG,1930,Financial Services,,"Aurskog Sparebank provides various banking products and services. The company accepts savings accounts; and offers mortgage, car, other vehicle, construction, green business, and corporate loans, as well as small loans and refinancing. It also offers various bank cards; insurance products and services; and pension, guarantee, overdraft, leasing, and mobile and online banking services. The company operates through its branches in BjÃ¸rkelangen, Ãrnes, Jessheim, and SÃ¸rumsand, Norway. Aurskog Sparebank was founded in 1846 and is headquartered in Aurskog, Norway.",Aurskog,47 63 85 44 40,Norway,[],http://aurskog-sparebank.no,1,Senterveien 15,Banks—Regional,,195,195,188.46715,0.056410257,0.33580002,,195,,43,,195,189.41176,11,195,,43,,,,11,1582761600,0.04593,,,195,2,NOK,18.882542,2,,,,626765120,,,387,2.6119676,195,194,,37700,2,206,13.898788,,5.49,168,188,False,0.056399997,22000,195,OSL,AURSKOG SPAREBANK,Aurskog Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,AURG.OL,finmb_11340276,no_market,,13.869,,0.45536998,,0.08155489,,14.03,,3214180,,,402.525,,,,1577750400,0.00057,33194000,10.327,,0.14650929,0.48444197,0.26146,1640908800,1585612800,,,2172368,3327976192,,,,,,-0.42,,,,,,,,https://logo.clearbit.com/aurskog-sparebank.no,47 63 85 44 41,,,,,,
BALT-ME,0160,Real Estate,,"Baltic Sea Properties AS, together with its subsidiaries, engages in the commercial real estate business in the Baltics. It develops, rents out, and manages primarily logistics, industrial, and retail properties. The company is based in Oslo, Norway.",Oslo,47 93 09 43 19,Norway,[],http://www.balticsea.no,1,Rosenkrantz' 20,Real Estate Services,,30.8,30.8,29.525547,,0,,30.8,,221,,30.8,30.141176,,30.8,,221,,,,,1548374400,0.821262,,,30.8,2,NOK,,16,,,,205368544,,,290,3.7617133,30.8,30.8,,,16,35,,,,18.5,29.4,False,,,30.8,OSL,BALTIC SEA PROP AS,Baltic Sea Properties AS,Europe/Oslo,CEST,False,7200000,EQUITY,BALT-ME.OL,finmb_543966145,no_market,,9.072,,-0.74741995,12.872,-0.120000005,,,,6667810,,,27.26,,,,1577750400,,-40804756,-6.12,,0.14650929,1.1298605,,1640908800,1577750400,,,3997156,495289856,,,,,,,,,,,,,,https://logo.clearbit.com/balticsea.no,,,,,,,
ASA,6392,Consumer Defensive,87,"Atlantic Sapphire ASA, together with its subsidiaries, engages in the land-based salmon farming business. The company operates through two segments, Fish Farming (Denmark); and Fish Farming (USA). It is involved in the production and sale of salmon. Atlantic Sapphire ASA was founded in 2010 and is headquartered in Vikebukt, Norway.",Vikebukt,78 64 31 14 04,Norway,[],http://www.atlanticsapphire.com,1,Daugstadvegen 445,Farm Products,,116.5,117,116.310295,,0,,121.5,,86258,,116.5,126.25,,117,,86258,,,,,,1.307334,,,116.5,2,NOK,,42025,,,,8661260288,,,78229,1563.4044,116.5,122,,,42025,146,,,,68.2,121,False,,,121.5,OSL,ATLANTIC SAPPH ASA,Atlantic Sapphire ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ASA.OL,finmb_367799271,no_market,,1470.055,,-2.37401,-727.087,0.15151513,,,,71286096,,,2.928,,,,1577750400,0.33597,-13152000,-0.193,,0.14650929,41.495903,0,1640908800,1577750400,,,35767773,8144105472,,,,,,,,,,,,,,https://logo.clearbit.com/atlanticsapphire.com,,,,,,,
AGS,1366,Industrials,8,"Axxis Geo Solutions ASA operates as an ocean bottom node seismic company. The company delivers tailored seismic solutions; and provides flexible project management and execution services to oil and gas companies worldwide. The company was founded in 2006 and is based in Lysaker, Norway.",Lysaker,47 48 09 55 55,Norway,[],http://www.axxisgeo.com,1,Strandveien 50,Marine Shipping,,0.8,0.81,0.79728466,,0,,0.81,,1524993,,0.8,0.86708826,,0.81,,1524993,,,,,1545264000,,,,0.75,4,NOK,,1032640,,,,45762736,,,2090804,0.5782649,0.75,0.778,,,1032640,14.6299,,,,0.4,0.768,False,,,0.81,OSL,AXXIS GEO SOLUTION,Axxis Geo Solutions ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AGS.OL,finmb_610831375,no_market,,0.507,,-0.35246,2.283,-0.9376841,,,,58821000,,,0.038,,,,1577750400,0.00071000005,-27893100,-0.641,,0.14650929,20.473684,0.08083,1640908800,1585612800,,,24148969,40109740,,1562112000,1:50,,,,,,,,,,,https://logo.clearbit.com/axxisgeo.com,,,,,,,
