ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err,state
AKBM-ME,Aker BioMarine,Consumer staples,92.46,92.25,92.46,711,,8098.21,0.0306,0.0087,-0.1274,,,1327,Healthcare,"Aker BioMarine AS, a biotechnology company, develops krill-derived ingredients and products for nutraceutical, aquaculture, and animal feed applications. The company provides krill oil products, including omega-3s, phospholipids, choline, and astaxanthin for the human market under the Superba brand. It also offers Qrill aqua product for aquaculture; and QRILL pet, a functional ingredient for pet food. The company is headquartered in Lysaker, Norway. Aker BioMarine ASA is a subsidiary of Aker ASA.",Lysaker,47 24 13 00 00,Norway,[],http://www.akerbiomarine.com,1.0,Oksenoyveien 10,47 24 13 01 10,Drug Manufacturers—Specialty & Generic,89.75,93.48,96.78041999999999,,,,94.78,,28526.0,,89.75,96.78041999999999,,93.48,,28526.0,,,,,,,,,90.6,2.0,NOK,,171863.0,,,,,,,158295.0,,90.6,92.46,,,171863.0,114.0,,,,87.0,92.3,False,,,94.78,OSL,AKER BIOMARINE AS,Aker BioMarine ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKBM-ME.OL,finmb_884321,no_market,,39.898,,-0.00658,187.606,-0.14278889,,,,,,,2.589,,,,1546214400.0,,-1022000.0,-0.015,,0.16254902,35.72808,,1609372800.0,1514678400.0,,,14611039.0,6197555712.0,,,,,,,,,,,,,,https://logo.clearbit.com/akerbiomarine.com,,PO Box 496,,,,,,
AKERBP,Aker BP,Energy,179.35,179.3,179.45,1366,,64496.68,-0.0031,0.034300000000000004,0.0127,-0.3497,-0.17,1366,Energy,"Aker BP ASA engages in the exploration, development, and production of oil and gas on the Norwegian Continental Shelf. The company has working interests in 42 fields/projects. As of December 31, 2019, its total net proven reserves were 666 million barrels of oil equivalents; and estimated total net proven plus probable reserves were 906 million barrels of oil equivalents. The company was formerly known as Det norske oljeselskap ASA and changed its name to Aker BP ASA in October 2016. Aker BP ASA was founded in 2001 and is headquartered in Fornebu, Norway.",Fornebu,47 51 35 30 00,Norway,[],http://www.akerbp.com,1.0,Building B,,Oil & Gas E&P,179.9,181.0,182.61269,0.010161201,,,183.0,,756950.0,,179.9,181.79706000000002,1.828,181.0,,756950.0,,,,7.41,1596153600.0,1.6643430000000001,,,179.15,2.0,NOK,,359324.0,,,,64496775168.0,,,1450326.0,21.051605,179.15,179.6,,,359324.0,297.9,,,,89.42,179.45,False,0.0403,,183.0,OSL,AKER BP ASA,Aker BP ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKERBP.OL,finmb_9048461,no_market,,22.377,,-0.031630002000000004,31.29,-0.215096,,1.7,,359614016.0,,,5.317,,,,1577750400.0,0.16023001,-96917000.0,-0.26899999999999996,,0.16254902,33.731429999999996,0.70299006,1640908800.0,1593475200.0,,,106384610.0,68558020608.0,,1261526400.0,1:1,,,1.715,,,,,,,,https://logo.clearbit.com/akerbp.com,1703.0,Fornebuporten OksenOeyveien 10 Lysaker,,,,,,
AKSO,Aker Solutions,Energy,18.0,18.01,18.05,1706,,4894.97,0.017,0.1901,1.0608,-0.2731,-0.2989,1366,Energy,"Aker Solutions ASA provides products, systems, and services to the oil and gas industry worldwide. The company operates through Projects and Services segments. It offers field planning, feasibility, and concept studies; floater designs; digital solutions; offshore wind solutions; and deep water risers. The company also provides engineering, project management, and procurement services, such as design of offshore oil and gas production facilities, and onshore receiving and processing facilities; jacket designs; subsea production systems; subsea trees; and control systems. In addition, it offers subsea wellheads engineering, manufacturing, installation, and life-of-field support services, including umbilical systems, subsea structures, tie-in systems, subsea compression and pump systems, subsea power distribution and processing systems, and intervention and workover systems; lifecycle, hook-up and completion, maintenance, modification, asset integrity management, and yards and fabrication services, as well as carbon capture, utilization, and storage services. Aker Solutions ASA was founded in 1841 and is headquartered in Fornebu, Norway.",Fornebu,47 67 51 30 00,Norway,[],http://akersolutions.com,1.0,Oksenoyveien 8,47 67 51 30 10,Oil & Gas Equipment & Services,17.67,17.7,10.034827,0.082059994,0.0,,18.36,,4718515.0,,17.67,11.869000000000002,1.45,17.7,,4718515.0,,,,,1428624000.0,2.095818,,,17.58,2.0,NOK,,2825816.0,,,,4905851904.0,,,5389395.0,0.18615913,17.58,18.04,,58500.0,2825816.0,30.2,7.742489999999999,,,4.362,18.0,False,,156700.0,18.36,OSL,AKER SOLUTIONS ASA,Aker Solutions ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKSO.OL,finmb_262890984,no_market,,0.48,,-0.03779,19.956,-0.30569744,,2.33,,271943008.0,,,24.02,,,,1577750400.0,0.26966998,-996000000.0,-3.667,,0.16254902,0.7510408000000001,0.46942002,1640908800.0,1593475200.0,,,130227946.0,12652228608.0,,1175212800.0,1:5,,,,,,,,,,,https://logo.clearbit.com/akersolutions.com,13000.0,,,,,,,
AKVA,AKVA Group,Industrials,62.0,61.2,62.0,11,LP,2052.6,0.0,-0.0252,-0.019,-0.15039999999999998,-0.1279,4353,Industrials,"AKVA Group ASA develops, designs, manufactures, assembles, sells, and installs technology products; and provides rental and consulting services for the aquaculture industry. The company operates through three segments: Cage Based Technology, Software, and Land Based Technology. The Cage Based Technology segment offers plastic cages, steel cages, feed barges, feed systems, sensor and camera systems, biomass estimation systems, underwater lights, net cleaning systems, and nets and mooring systems under the Polarcirkel, Wavemaster, and Akvasmart hardware brands. This segment also supplies polyethylene work boats, pipes, ROV's, and subsea solutions to aquaculture, oil service, and maritime industries. The Software segment provides production control, planning, traceability, and ERP software for the aquaculture and fishing industries under the Fishtalk brand. This segment also operates AKVAconnect, a process control platform that enables real-time control of various mission critical equipment, such as feeding systems, environmental sensors, barges, and cameras installed on-site at the farmer's locations. The Land Based Technology segment designs and delivers recirculation systems for land based fish farming, as well as provides water quality conditions for fresh and seawater operations. The company also offers PRISMA, a cloud-based data platform for the aquaculture eco-system. AKVA group ASA operates in Norway, Chile, Canada, Scotland, Denmark, and internationally. The company is based in Klepp Stasjon, Norway. AKVA Group ASA is a subsidiary of Egersund Group AS.",Klepp Stasjon,47 51 77 85 00,Norway,[],http://www.akvagroup.com,1.0,Plogfabrikkvegen 11,,Farm & Heavy Construction Machinery,62.0,62.0,60.86087,0.032258063999999996,,,62.4,,3831.0,,62.0,62.30588,2.0,62.0,,3831.0,,,,2.0,1582502400.0,0.6550520000000001,,,61.2,2.0,NOK,,718.0,,,,2055696768.0,,,5965.0,0.69053304,61.2,62.0,,49600.0,718.0,83.0,10.820244,,,41.3,61.2,False,0.0319,34200.0,62.4,OSL,AKVA GROUP ASA,AKVA Group ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKVA.OL,finmb_162314,no_market,,1.0959999999999999,,-0.00014,25.176,-0.17989415,,5.73,,33156400.0,,,31.171,,,,1577750400.0,0.13203,-422000.0,-0.013999999999999999,,0.16254902,1.9890283,0.7511,1640908800.0,1585612800.0,,,8065299.0,3261757952.0,,,,,,-0.41700000000000004,,,,,,,,https://logo.clearbit.com/akvagroup.com,1444.0,,,,,,,
AMSC,American Shipping Company,Industrials,28.35,28.15,28.35,43,,1718.48,0.0035,0.0442,0.0309,-0.08689999999999999,-0.0925,1366,Industrials,"American Shipping Company ASA, through its subsidiaries, operates as a ship owning and lease finance company in the United States. It is involved in the purchase and bareboat chartering of product tankers, shuttle tankers, and other vessels to operators and end users in the Jones Act market. The company operates a fleet of nine product tankers and one shuttle tanker. The company was formerly known as Aker American Shipping ASA and changed its name to American Shipping Company ASA in June 2008. American Shipping Company ASA was founded in 2005 and is headquartered in Lysaker, Norway.",Lysaker,,Norway,[],http://www.americanshippingco.com,1.0,Building B,,Marine Shipping,28.25,28.3,25.850943,0.011327433,1.9914999,,28.4,,54686.0,,28.25,26.702941999999997,0.32,28.3,,54686.0,,,,3.21,1590451200.0,0.957026,,,28.05,2.0,NOK,190.26845,15272.0,,,,1718477824.0,,,75852.0,19.505106,28.05,28.35,,114600.0,15272.0,37.5,76.62162,,11.42,15.06,28.2,False,0.11350001,172600.0,28.4,OSL,AMER SHIPPING COMP,American Shipping Company ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AMSC.OL,finmb_22594564,no_market,,25.342,,0.10217000000000001,26.274,-0.17155421,,0.37,,60616500.0,,,2.6689999999999996,,,,1577750400.0,0.19708,9002000.0,0.149,,0.16254902,10.621955999999999,0.28123000000000004,1640908800.0,1585612800.0,,,44026980.0,2232716288.0,,,,,,0.778,,,,,,,,https://logo.clearbit.com/americanshippingco.com,3.0,OksenOeyveien 10,,,,,,
ANDF-ME,Andfjord Salmon,Consumer staples,54.75,54.8,55.0,21,,1845.11,-0.008199999999999999,0.0139,0.0735,,,8400,Consumer Defensive,"Andfjord Salmon AS operates a fish farm. It operates a closed sea facility for organic salmon farming. The company was founded in 2014 and is headquartered in Sortland, Norway.",Sortland,,Norway,[],http://www.andfjordsalmon.com,1.0,Havnegata 19,,Farm Products,55.2,55.2,54.911213000000004,,0.0,,55.48,,14075.0,,55.2,54.911213000000004,,55.2,,14075.0,,,,,,,,,54.75,2.0,NOK,,3054.0,,,,,,,51566.0,,54.75,55.0,,,3054.0,65.0,,,,46.5,54.8,False,,,55.48,OSL,ANDFJORD SALMON AS,Andfjord Salmon AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,ANDF-ME.OL,finmb_570862527,no_market,,1001.54,,0.0,-205.864,-0.06598979,,,,,,,4.914,,,,1577750400.0,,-6394534.0,-0.214,,0.16254902,11.141636,,1640908800.0,,,,,1649066880.0,,,,,,,,,,,,,,https://logo.clearbit.com/andfjordsalmon.com,,8402 Sortland,,,,,,
ABT,Aqua Bio Technology,Materials,4.6,4.6,4.7,26,LP,70.63,-0.0574,-0.0417,-0.0456,0.9658,0.9658,1366,Healthcare,"Aqua Bio Technology ASA engages in developing and commercializing active ingredients for use in skin care products in Norway. It offers Aquabeautine XL, a proprietary ingredient; and Spirulysat, an antioxidant for cosmetic use. The company also markets and distributes natural and skin care products to consumers, retailers, and professionals in Europe and the Middle East. It distributes its products through Internet, stores, and skin care clinics. The company markets and distributes organic skin care products under the Moana brand name in New Zealand and arctic skin care products under the Cuvget brand name in Norway. Aqua Bio Technology ASA was founded in 2000 and is based in Lysaker, Norway.",Lysaker,,Norway,[],http://www.aquabiotechnology.com,1.0,Fornebuveien 37,,Biotechnology,4.88,4.88,3.1519566,0.20491803,0.0,,4.88,,31836.0,,4.88,4.7088237,1.0,4.88,,31836.0,,,,,1496880000.0,1.2967469999999999,,,4.58,4.0,NOK,,22863.0,,,,70634840.0,,,153648.0,54.536278,4.58,4.7,,320000.0,22863.0,7.55,-8.518517999999998,,,1.25,4.58,False,,330000.0,4.88,OSL,AQUA BIO TECHNOLOG,Aqua Bio Technology ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ABT.OL,finmb_39453852,no_market,,52.547,,0.0,-5.233,1.0677967,,-0.54,,15355400.0,,,0.47700000000000004,,,,1577750400.0,0.02359,-13215518.0,-1.03,,0.16254902,9.643605,0.80484,1640908800.0,1577750400.0,,,1905450.0,68058656.0,,1309132800.0,1:20,,,,,,,,,,,https://logo.clearbit.com/aquabiotechnology.com,,,,,,,,
AQUA,AqualisBraemar,Energy,5.05,4.82,5.05,22,,355.1,0.01,0.1222,0.25,0.3665,0.3458,0161,Energy,"AqualisBraemar ASA, an investment holding company, provides marine and engineering consultancy services to the offshore oil and gas industry and offshore renewables market worldwide. It offers marine and offshore engineering services, such as deep and shallow water installation engineering; marine operations and surveying, including rig moving and tow master, as well as engineering support services; owns and supervises vessel construction; engineering and project management services; concept, FEED, and basic design services for new-build and vessel upgrades; and rig inspection services. The company also provides marine warranty and consultancy, risk consulting, transportation and installation, dynamic positioning and critical systems, and technical due diligence services. The company was formerly known as Aqualis ASA and changed its name to AqualisBraemar ASA in June 2019. AqualisBraemar ASA was incorporated in 2014 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://aqualisbraemar.com,1.0,Olav Vs gate 6,,Oil & Gas Equipment & Services,5.0,5.0,3.7218839999999997,0.0009999999,0.0,,5.1,,23484.0,,5.0,4.302353,0.005,5.0,,23484.0,,,,0.2,1591833600.0,1.076655,,,4.82,2.0,NOK,25.124378,24127.0,,,,355097824.0,,,42079.0,5.348100700000001,4.82,5.05,,385400.0,24127.0,5.4,36.07143,,,2.15,4.82,False,0.04,402100.0,5.1,OSL,AQUALISBRAEMAR ASA,AqualisBraemar ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AQUA.OL,finmb_266259656,no_market,,5.216,,0.18611999,206.528,0.26582277,,0.14,,70316400.0,,,0.6859999999999999,,,,1577750400.0,0.07898,12358000.0,0.201,,0.16254902,7.3615165,0.58599,1640908800.0,1585612800.0,,,20787638.0,346348000.0,,,,,,,,,,,,,,https://logo.clearbit.com/aqualisbraemar.com,431.0,,,,,,,
ARCHER,Archer,Energy,2.12,2.1,2.13,22,,312.88,-0.014,-0.0024,-0.0208,-0.33490000000000003,-0.531,HM 08,Energy,"Archer Limited, an oilfield service company, provides various oilfield products and services to the oil and gas industry. It operates through two segments, Eastern Hemisphere and Western Hemisphere. The company provides oiltools, such as plugs and abandonment (P&A), slot recovery and P&A, cementing, and well cleaning solutions; land drilling and platform drilling services; and modular drilling rigs. It also offers engineering services, such as project management, construction and installations, multidiscipline engineering, consulting, and inspection services. In addition, the company provides cased hole logging, conveyance and mechanical/slickline, and R&D and technology development services. Further, it offers fluids, guarantor, international personnel, management, and equipment rental services, as well as performs rig inspections. The company operates in Angola, Argentina, Australia, Bolivia, Brazil, Canada, Congo, Indonesia, Malaysia, Nigeria, Norway, Saudi Arabia, the United Arab Emirates, the United Kingdom, and the United States. The company was formerly known as Seawell Limited and changed its name to Archer Limited in May 2011. Archer Limited was founded in 2007 and is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.archerwell.com,1.0,Par la Ville Place,,Oil & Gas Drilling,2.145,2.2,2.2313623,,0.0,,2.2,,206699.0,,2.145,2.1639707,,2.2,,206699.0,,,,,,2.885598,,,2.085,4.0,NOK,,58527.0,,,,313072864.0,,,450860.0,0.37556726,2.085,2.12,,100400.0,58527.0,4.65,35.25,,,1.1,2.1,False,,503000.0,2.2,OSL,ARCHER LTD,Archer Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,ARCHER.OL,finmb_37612323,no_market,,1.131,,-0.05722000000000001,9.998,-0.5091532999999999,,0.06,,148024992.0,,,0.732,,,,1577750400.0,0.12627,-47700000.0,-0.32299999999999995,,0.16254902,2.8893442000000005,0.41856998,1640908800.0,1577750400.0,,,105861885.0,942767872.0,,1443398400.0,1:10,,,,,,,,,,,https://logo.clearbit.com/archerwell.com,4964.0,4th Floor 14 Par-la-Ville Road,,,,,,
AZT,ArcticZymes Technologies,Health care,49.3,49.0,49.3,678,,2382.9,-0.008100000000000001,0.1136,0.16390000000000002,9.3158,,9294,Healthcare,"ArcticZymes Technologies ASA develops, manufactures, and markets immunomodulating beta-glucans and recombinant enzymes in Norway, Europe, Asia, Australia, Africa, and the Americas. It operates through two segments, Enzymes and Beta-Glucans. The company provides recombinant enzymes that are primarily derived from cold-water marine species and organisms from other relevant environments for use in molecular research, in vitro diagnostics, and therapeutics. It offers shrimp alkaline phosphatase and derived kits for cleanup prior to Sanger sequencing and next generation sequencing (NGS) processes; cod UNG for use in viral and other molecular diagnostic assays; double-strand specific DNases and derived kits for the removal of DNA from RNA samples; polymerases for technology development for life science, molecular diagnostics, NGS, and synthetic biology; proteinase for microbiological diagnostics and liquid biopsies; salt active nuclease for the removal of nucleic acids during manufacturing of vaccines, viruses, recombinant proteins, and other reagents; and ligases for joining DNA fragments. The company also provides immunomodulating beta-glucans products for the wound care, animal and consumer health, and adjuvants markets. It offers Woulgan wound gel; M-Glucan, a natural immune-stimulating product for fish and animal feed; and M-Gard, a natural immune-stimulating ingredients to enhance physical health. The company was formerly known as Biotec Pharmacon ASA and changed its name to ArcticZymes Technologies ASA in June 2020. ArcticZymes Technologies ASA was founded in 1990 and is headquartered in TromsÃ¸, Norway.",Tromso,47 77 64 89 00,Norway,[],http://arcticzymes.com,1.0,Sykehusveien 23,47 77 64 89 01,Biotechnology,49.4,49.0,,,0.0,,51.0,,,,49.4,,,49.0,,,,,,,,1.34727,,,47.4,2.0,NOK,189.61539,312527.0,,,,2382900736.0,,,,22.898854999999998,47.4,49.3,,,312527.0,51.0,,,,47.4,48.9,False,,,51.0,OSL,ARCTICZYMES TECH,ArcticZymes Technologies ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AZT.OL,finmb_13529463,no_market,,22.755,,0.12154999400000001,174.308,,,,,48334700.0,,,1.21,,,,1577750400.0,0.0896,12649000.0,0.26,,0.16254902,40.7438,0.3134,1640908800.0,1585612800.0,,,23883612.0,2367977728.0,,,,,,,,,,,,,,https://logo.clearbit.com/arcticzymes.com,36.0,PO Box 6463,,,,,,
ARCUS,Arcus,Consumer staples,42.4,42.3,42.4,36,,2874.75,-0.0117,0.0266,0.08439999999999999,0.2107,0.1659,1483,Consumer Defensive,"Arcus ASA, together with its subsidiaries, imports, produces, markets, sells, and distributes wine and spirits. It offers its products under the Lysholm Linie, LÃ¸iten Linie, Gammel Opland, Gilde, Aalborg, Malteserkreutz and SnÃ¤llerÃ¶ds, Gammel Dansk, Braastad cognac, Vikingfjord, Amundsen, Brennevin Seksti, Vanlig, Dworek, Hammer, Kalinka, Dobra, Doppio Passo, Pietro de Campo, Hot n'Sweet, Dooley's, Eau de Vie, Golden Cock, St. Hallvard, Upper Ten, Dry Anis, Star Gin, and Akvavit brands. The company also provides logistics services for alcoholic beverages. It operates in Norway, Sweden, Finland, Denmark, Germany, the United States, and internationally. Arcus ASA is headquartered in Hagan, Norway.",Hagan,47 67 06 50 00,Norway,[],http://www.arcus.no,1.0,Destilleriveien 11,,Beverages—Wineries & Distilleries,42.9,42.5,36.42662,0.038694635,0.64839995,,43.0,,45606.0,,42.9,40.035294,1.66,42.5,,45606.0,,,,1.66,1591833600.0,0.458083,,,42.4,2.0,NOK,16.706068,5946.0,,,,2883759872.0,,,29821.0,1.0219214,42.4,42.4,,0.0,5946.0,43.0,12.694612,,,27.1,42.4,False,0.0392,0.0,43.0,OSL,ARCUS ASA,Arcus ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ARCUS.OL,finmb_245559265,no_market,,1.689,,0.0645,12.424000000000001,0.12303662,,3.34,,68013200.0,,,27.624000000000002,,,,1577750400.0,0.79032,182000000.0,2.5380000000000003,,0.16254902,1.5348972,0.15168999,1640908800.0,1585612800.0,,,25830157.0,4767099904.0,,,,,,,,,,,,,,https://logo.clearbit.com/arcus.no,430.0,Postbox 64,,,,,,
AFK,Arendals Fossekompani,Industrials,2940.0,2800.0,2940.0,3,,6436.89,0.0138,0.0138,0.0889,0.1425,0.183,4841,Utilities,"Arendals Fossekompani ASA, an industrial investment company, engages in the operating hydro power plants. The company also builds and operates cogeneration power plants; provides industrial induction heating processes; offers satellite communications and IT solutions; develops and delivers business-critical IT solutions and services; and provides system solutions and products in the fields of instrumentation, data collection, and remote monitoring and control. In addition, it offers equipment for powder production of advanced materials; and data and consulting services to the European energy market. Further, the company operates airport, as well as develops various properties. Arendals Fossekompani ASA was founded in 1896 and is headquartered in Arendal, Norway.",Arendal,47 37 23 44 00,Norway,[],http://arendalsfossekompani.no,1.0,Langbryggen 9,,Utilities—Renewable,2900.0,2720.0,2624.855,0.019310344,,,2940.0,,50.0,,2900.0,2802.9412,56.0,2720.0,,50.0,,,,56.0,1588896000.0,0.299651,,,2720.0,2.0,NOK,,8.0,,,,6447684608.0,,,89.0,1.3892738000000002,2720.0,2940.0,,2000.0,8.0,3180.0,,,,2100.0,2800.0,False,0.0197,1500.0,2940.0,OSL,ARENDALS FOSSEKOMP,Arendals Fossekompani ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AFK.OL,finmb_9245759,no_market,,1.261,,-0.00090000004,16.7,0.11538458,,,,2193090.0,,,1321.135,,,,1577750400.0,0.012560001000000001,-4194000.0,-1.9069999999999998,,0.16254902,2.2253592,0.86077005,1640908800.0,1585612800.0,,,298391.0,5852349952.0,,1524787200.0,5:1,,,,,,,,,,,https://logo.clearbit.com/arendalsfossekompani.no,,,,,,,,
ASETEK,Asetek,Information technology,61.3,60.9,61.6,82,,1543.82,-0.006500000000000001,-0.0526,0.0624,0.9774,2.0422,9220,Technology,"Asetek A/S, together with its subsidiaries, designs, develops, and markets liquid cooling solutions in Asia, Europe, and the Americas. The company operates through: Gaming and Enthusiast, and Data Center segments. Its products are used in personal computers, servers, and data centers to provide enhanced performance, acoustics, and energy efficiency. The company serves original equipment manufacturers, resellers, and channel partners. Asetek A/S was founded in 1997 and is headquartered in Aalborg, Denmark.",Aalborg,45 96 45 00 47,Denmark,[],http://www.asetek.com,1.0,Assensvej 2,45 96 45 00 48,Computer Hardware,61.7,63.0,45.204494,0.0018800647,0.0,,63.0,,35729.0,,61.7,60.767647,0.11599999999999999,63.0,,35729.0,,,,,1493164800.0,0.747386,,,58.9,2.0,NOK,,15379.0,,,,1569525120.0,,,56792.0,30.022095,58.9,61.3,,262100.0,15379.0,70.3,204.33333000000002,,,17.84,60.9,False,,89800.0,63.0,OSL,ASETEK A/S,Asetek A/S,Europe/Oslo,CEST,False,7200000.0,EQUITY,ASETEK.OL,finmb_25262375,no_market,,29.79,,-0.0097,883.375,2.0097560000000003,,0.3,,25604000.0,,,1.489,,,,1577750400.0,0.63678,-507000.0,-0.02,,0.16254902,41.16857,0.008459999999999999,1640908800.0,1585612800.0,,,21882624.0,1557390976.0,,,,,,,,203.53,,,,,,https://logo.clearbit.com/asetek.com,97.0,Aalborg East,,,,,,
ATEA,Atea,Information technology,104.8,104.4,104.8,121,,11525.19,-0.0038,-0.0038,0.0116,-0.1851,-0.0381,0605,Technology,"Atea ASA supplies IT infrastructure and related solutions for businesses and public sector organizations in the Nordic countries and Baltic regions. The company provides hardware and software solutions for storing and managing information, as well as tools for virtualization, automation, and security for operating the data center environment; client hardware, software, and services to the requirements of users, applications, security, networks, and computing environments. It also offers hardware and software solutions for running networks, and services to help customers manage their communications; and a range of products to enable collaboration through conferencing, information sharing, and digital productivity solutions. In addition, it provides Device as a Service to various concepts, such as videoconferencing, digital signage, and networks. Atea ASA was founded in 1968 and is headquartered in Oslo, Norway.",Oslo,47 22 09 50 00,Norway,[],http://www.atea.com,1.0,Karvesvingen 5,,Information Technology Services,105.2,105.0,99.3029,0.061787073,0.7065,,105.6,,25523.0,,105.2,102.54706,6.5,105.0,,25523.0,,,,6.5,1571875200.0,0.605691,,,104.2,2.0,NOK,22.777658,16276.0,,,,11525171200.0,,,85689.0,0.30593467,104.2,104.8,,20000.0,16276.0,137.0,15.122656,,5.64,66.2,104.4,False,0.0618,264300.0,105.6,OSL,ATEA ASA,Atea ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ATEA.OL,finmb_700601,no_market,,0.33399999999999996,,0.01354,12.169,-0.05565536,,6.93,,109973000.0,,,33.080999999999996,,,,1577750400.0,0.58987,510000000.0,4.601,,0.16254902,3.1679816,0.25161999999999995,1640908800.0,1593475200.0,,,81691394.0,12583181312.0,,1149206400.0,1:10,,,0.557,,,,,,,,https://logo.clearbit.com/atea.com,7222.0,Box 6472 Etterstad,,,,,,
ATLA NOK,Atlantic Petroleum,Energy,6.1,6.04,6.42,0,,22.56,,,-0.0758,-0.2229,,110,Energy,"P/F Atlantic Petroleum, together with its subsidiaries, engages in the exploration, appraisal, development, and production of oil and gas properties in the Faroe Islands, the United Kingdom, Norway, and Ireland. The company was founded in 1998 and is based in TÃ³rshavn, Denmark.",Torshavn,44 298 59 16 01,Denmark,[],http://www.petroleum.fo,1.0,Yviri vio Strond 4,,Oil & Gas E&P,6.1,6.52,6.9437679999999995,,0.0,,6.52,,1792.0,,6.1,6.7282352,,6.52,,1792.0,,,,,,1.4047610000000001,,,6.1,2.0,NOK,,2792.0,,,,23088378.0,,,1286.0,,6.1,6.42,,0.0,2792.0,9.9,,,,5.05,6.04,False,,0.0,6.52,OSL,Atlantic Petroleum,P/F Atlantic Petroleum,Europe/Oslo,CEST,False,7200000.0,EQUITY,ATLA-NOK.OL,finmb_23704038,no_market,,,,0.0,,-0.26060605,,,,3697860.0,,,-6.497999999999999,,,,1577750400.0,0.02009,,-2.673,,0.16254902,,0.0,1640908800.0,1585612800.0,,,3510194.0,22556946.0,,,,,,,,,,,,,,https://logo.clearbit.com/petroleum.fo,1.0,PO Box 1228,,,,,,
ASA,Atlantic Sapphire,Consumer staples,115.0,115.0,115.5,64,,8197.9,-0.0086,0.0088,-0.0688,-0.1085,0.1616,6392,Consumer Defensive,"Atlantic Sapphire ASA, together with its subsidiaries, engages in the land-based salmon farming business. The company operates through two segments, Fish Farming (Denmark); and Fish Farming (USA). It is involved in the production and sale of salmon. Atlantic Sapphire ASA was founded in 2010 and is headquartered in Vikebukt, Norway.",Vikebukt,78 64 31 14 04,Norway,[],http://www.atlanticsapphire.com,1.0,Daugstadvegen 445,,Farm Products,116.0,115.5,115.90657,,0.0,,118.0,,48018.0,,116.0,124.25,,115.5,,48018.0,,,,,,1.253558,,,115.0,2.0,NOK,,22399.0,,,,8197900800.0,,,76476.0,1479.7655,115.0,115.5,,,22399.0,146.0,,,,68.2,115.0,False,,,118.0,OSL,ATLANTIC SAPPH ASA,Atlantic Sapphire ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ASA.OL,finmb_367799271,no_market,,1495.787,,-2.3740099999999997,-739.814,0.17408907,,,,71286096.0,,,2.928,,,,1577750400.0,0.33597,-13152000.0,-0.193,,0.16254902,39.275954999999996,0.0,1640908800.0,1577750400.0,,,35767773.0,8286657536.0,,,,,,,,,,,,,,https://logo.clearbit.com/atlanticsapphire.com,87.0,,,,,,,
