ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,underlyingSymbol,quoteType,symbol,underlyingExchangeSymbol,headSymbol,messageBoardId,uuid,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,state
RING,3510,Financial Services,220,"SpareBank 1 Ringerike Hadeland provides various banking products and services to retail and corporate customers in Norway. The company offers saving, deposit, and currency accounts; vehicle, house and travel, and pet insurance products, as well as life, children, disability, critical illness, accident, health, and business and personal products; mobile and online banking services; and debit and credit cards. It also provides mortgages; car, boat, and other vehicles; consumer and other loans; and bank guarantees, construction loans, trade credit, and operating credit for agriculture, as well as factoring, leasing, and repayment services. In addition, the company offers services for buying and selling of property; accounting, financing, payment and collection, and placement services; pension products; and savings and investment products. The company was founded in 1833 and is based in HÃ¸nefoss, Norway.",HÃ¸nefoss,47 91 50 21 30,Norway,[],http://www.sparebank1.no/ringerike-hadeland,1,SÃ¸ndre Torv 6,47 32 11 33 01,Banks—Regional,228,228,219.35507,0.058333334,0.67440003,,228,,743,,228,226.70589,13.3,228,743,,,,13.3,1584662400,0.33914,,,228,2,NOK,11.55542,119,,,,3568291328,,,708,4.6538234,228,232,,30000,119,240,10.734464,,5.24,185,226,False,0.0594,27700,228,OSL,SPAREBK RING HADEL,SpareBank 1 Ringerike Hadeland,Europe/Oslo,CEST,False,7200000,,EQUITY,RING.OL,,,finmb_9220341,224474a1-3bbb-3a9b-bc52-ac97ff01b43b,no_market,,8.871,,0.4139,,0.106796145,,21.24,,15650400,,,238.971,,,,1577750400,0.049590003,308913984,19.731,,,0.9540907,0.73478997,1640908800,1593475200,,,4304487,6801690624,,,,,,-0.082,,,,,,,,https://logo.clearbit.com/sparebank1.no,,
NONG,9008,Financial Services,915,"SpareBank 1 Nord-Norge provides financial products and services to personal customers, companies, and organizations in Northern Norway. The company offers various savings, lending, and insurance products, as well as payment services. Its activities also include hedging instruments and trading in interest rate and currency instruments; hedging instruments in the commodity derivatives market; sale of Norwegian bonds and certificates, as well as bond market issues; purchase and sale of equities and fund units; and provision of corporate finance, as well as trading and investment advice services. In addition, the company is involved in leasing, consumer financing, real estate brokerage, and accounting operations. It operates through a network of 38 offices across 36 municipalities in Nordland, Troms, Finnmark, and Svalbard. The company was founded in 1836 and is headquartered in TromsÃ¸, Norway.",TromsÃ¸,47 91 50 22 44,Norway,[],http://www.sparebank1.no/nb/nord-norge,1,SjÃ¸gata 8,,Banks—Regional,66.7,66.5,63.153984,0.059970018,0.2712,,66.8,,98054,,66.7,65.09412,4,66.5,98054,,,,4,1585267200,0.702671,,,66.3,2,NOK,9.769355,15868,,,,6676467200,,,144942,1.8754121,66.3,66.7,,86400,15868,81,9.693877,,5.62,46.35,66.5,False,0.06,141000,66.8,OSL,SPAREBK 1 NORD-NOR,SpareBank 1 Nord-Norge,Europe/Oslo,CEST,False,7200000,,EQUITY,NONG.OL,,,finmb_4509224,0eaa2134-341b-36b7-a162-fec9e91edee8,no_market,,8.9,,0.42388,,0.0030075312,,6.86,,100398000,,,141.245,,,,1577750400,0.25226,689000000,6.807,,,0.47081316,0.09822,1640908800,1593475200,,,95209320,31685679104,,1301529600,4:3,,,-0.123,,,,,,,,https://logo.clearbit.com/sparebank1.no,,
SOR,4662,Financial Services,436,"Sparebanken SÃ¸r operates as an independent savings bank in Norway. The company operates through two segments, Retail Market and Corporate Market. It is involved in banking, securities trading, and real estate brokerage activities in Agder, Rogaland, Vestfold, and Telemark. The company also provides mortgaging, car financing, leasing, and property management services; and sells life and general insurance, pension, and group life insurance products to retail and corporate customers. It conducts banking operations in 34 locations and real estate brokerage business in 17 locations. The company was founded in 1824 and is headquartered in Kristiansand, Norway. Sparebanken SÃ¸r is a subsidiary of Sparebankstiftelsen Sparebanken SÃ¸r.",Kristiansand,47 38 10 92 00,Norway,[],http://www.sor.no,1,RÃ¥dhusgata 9,47 85 03 86 65,Banks—Regional,103,103.5,97.41594,0.058252428,0,,103.5,,4880,,103,99.62941,6,103.5,4880,,,,,1585267200,0.222415,,,102.5,2,NOK,9.377548,710,,,,1621213696,,,3760,0.6860828,102.5,105.5,,63500,710,123,9.875955,,,80,102.5,False,,98600,103.5,OSL,SPAREBANKEN SOR,Sparebanken Sør,Europe/Oslo,CEST,False,7200000,,EQUITY,SOR.OL,,,finmb_5719538,f0a4015a-e222-3f67-9088-d83be6bd369a,no_market,,25.944,,0.45578,,0.089947104,,10.48,,15663900,,,860.128,,,,1577750400,0.10958,179000000,11.037,,,0.12033093,0.64037,1640908800,1593475200,,,6022160,61305384960,,,,,,0.079,,,,,,,,https://logo.clearbit.com/sor.no,,
MORG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRBANK,4068,Financial Services,1255,"SpareBank 1 SR-Bank ASA, together with its subsidiaries, provides various financial products and services for personal and corporate customers in Southern and Western Norway. The company offers its products and services in the areas of savings, loans, advice, insurance, and pensions. It also provides foreign exchange, administrative securities, commercial properties brokerage, leasing, accounting, and securities trading services, as well as active management and securities management services. In addition, the company facilitates debt and equity funding; and sells real estate properties comprising holiday homes, new builds, and used homes. Further, it is involved in the customer trading of interest rate instruments; and purchasing of home mortgages and funds by issuing covered bonds. Additionally, the company offers credit and debit cards; structured products; and mobile and online banking services. The company also serves retail, small business, and agricultural customers, as well as public sector. As of December 31, 2018, it had 36 branches in Rogaland, Vest-Agder, Aust-Agder, and Hordaland. SpareBank 1 SR-Bank ASA was founded in 1839 and is headquartered in Stavanger, Norway.",Stavanger,47 91 50 20 02,Norway,[],http://www.sparebank1.no/nb/sr-bank,1,Christen Tranes Gate 35,,Banks—Regional,78.35,78.5,72.0708,0.07019783,0,,78.85,,206708,,78.35,75.31177,5.5,78.5,206708,,,,,1587686400,0.918118,,,77.8,2,NOK,12.735542,70636,,,,20049231872,,,306809,4.6058426,77.8,78.5,,130700,70636,105.3,8.287526,,,48.38,78.45,False,,409700,78.85,OSL,SPAREBANK 1 SR BK,SpareBank 1 SR-Bank ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,SRBANK.OL,,,finmb_883781,8ee5ca3d-26b8-36c3-9e7f-fabac7a9dd9b,no_market,,34.146,,0.35722,,,,9.46,,255730000,,,98.551,,,,1577750400,0.37039003,1480000000,6.156,,,0.79552716,0.32251,1640908800,1593475200,,,166982393,148639088640,,,,,,-0.716,,,,,,,,https://logo.clearbit.com/sparebank1.no,Postboks 250,
SKUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SPOL,2302,Financial Services,1139,"SpareBank 1 Ãstlandet provides various financial products and services to individuals, businesses, public sectors, clubs, and societies. It offers retail and corporate banking services, deposits, loans, savings, advisory, insurance, money-transfer, investment, and pension products and services. The company also provides payment, real estate brokerage and rental, management, accounting and payroll, leasing, financing, HR and consulting, and online and mobile banking services. It has 37 branches, including 21 in Hedmark, 2 in Oppland, 5 in Oslo, and 9 in Akershus. The company was founded in 1845 and is headquartered in Hamar, Norway. SpareBank 1 Ãstlandet is a subsidiary of Sparebankstiftelsen Hedmark.",Hamar,47 91 50 70 50,Norway,[],http://www.sparebank1.no/en/ostlandet/personal.html,1,Strandgata 15,,Banks—Regional,87.6,87.2,86.891304,0.0652968,0.5395,,87.3,,24744,,87.6,88.46471,5.72,87.2,24744,,,,4.58,1585267200,0.83146,,,87.2,2,NOK,10.395333,796,,,,10111959040,,,27720,2.8096578,87.2,87.3,,0,796,101.6,9.831081,,,70.1,87.2,False,0.051599998,0,87.3,OSL,SPAREBANK 1 OSTLAN,SpareBank 1 Østlandet,Europe/Oslo,CEST,False,7200000,,EQUITY,SPOL.OL,,,finmb_12505908,570d1e40-e6eb-36fd-94ed-02edf23d7a9a,no_market,,14.132,,0.38926998,,0.033018827,,8.88,,115830000,,,139.282,,,,1577750400,0.14663,973000000,8.398,,,0.626786,0.66322,1640908800,1593475200,,,114005470,50861101056,,,,,,-0.07,,,,,,,,https://logo.clearbit.com/sparebank1.no,,
SOFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVEG,5011,Financial Services,730,"Sparebanken Vest, a financial services company, provides banking and financing services in the counties of Hordaland, Rogaland, and Sogn og Fjordane, Norway. It operates through Corporate Market, Retail Market, Treasury, and Estate Agency Activities segments. The company is also involved in the estate agency and home mortgages activities. As of December 31, 2019, it had 33 points of sale outlets. The company was founded in 1823 and is headquartered in Bergen, Norway.",Bergen,47 91 50 55 55,Norway,[],http://www.spv.no,1,Jonsvollsgaten 2,,Banks—Regional,66.2,65.8,60.9971,0.036555894,0.3735,,66.2,,28309,,66.2,64.747055,2.42,65.8,28309,,,,2.42,1585094400,0.564459,,,65.7,2,NOK,10.335108,10771,,,,7081469952,,,51016,1.9077235,65.7,66.1,,100000,10771,73.8,10.443038,,5.88,42.1,66,False,0.0366,300000,66.2,OSL,SPAREBANKEN VEST,Sparebanken Vest,Europe/Oslo,CEST,False,7200000,,EQUITY,SVEG.OL,,,finmb_8081598,7a2d122c-4b88-3068-9aa7-0e98d1c5b807,no_market,,30.545,,0.48788,,0.27799225,,6.32,,107295000,,,161.512,,,,1577750400,0.31427,582000000,6.386,,,0.4086384,0.26554,1640908800,1593475200,,,78253263,113382236160,,,,,,-0.247,,,,,,,,https://logo.clearbit.com/spv.no,,
SBTE,3921,Financial Services,182,"SpareBank 1 Telemark provides banking products and services to private and business customers in Norway. It offers deposit and currency accounts; and car and construction loans, trade credit, mortgage, and operating credit for agriculture. The company also provides factoring, leasing, and bank guarantee services; and liability, asset, property, personal, commercial, project, and car insurance products. In addition, it offers online and mobile banking, billing, cards, and collection services; and advice relating to buying and selling properties. SpareBank 1 Telemark was founded in 1844 and is based in Porsgrunn, Norway.",Porsgrunn,47 915 02 610,Norway,[],http://www.sparebank1.no/nb/telemark/privat.html,1,Storgata 117,47 355 69 601,Banks—Regional,125,127,125.28261,0.046400003,0.4309,,127,,433,,125,128.26471,5.8,127,433,,,,5.8,1585267200,,,,127,2,NOK,9.440273,710,,,,1351165696,,,1256,1.8981792,127,127,,0,710,143,,,,109,125,False,0.045300003,0,127,OSL,SPAREBANK 1 TELEMK,SpareBank 1 Telemark,Europe/Oslo,CEST,False,7200000,,EQUITY,SBTE.OL,,,finmb_33838065,2c4ec891-6da1-3876-8384-b8cff884b924,no_market,,11.408,,0.42247,,0.068376064,,,,10898600,,,327.748,,,,1577750400,0.09318,146096000,13.453,,,0.38749284,0.64611,1640908800,1593475200,,,10174852,8120328704,,,,,,-0.018,,,,,,,,https://logo.clearbit.com/sparebank1.no,,
SUNSB-ME,6600,Financial Services,,"Sunndal Sparebank, a savings bank, provides banking products and services for private and corporate customers in Norway. It offers payment and card solutions, such as BankID on mobile, bank cards, credit, mobile and online banking, international payments, Visa cards, and VIPPS; auto, building, holiday home, property, income, UNG, health, children, death fall, critical illness, disability, and other insurance, as well as health policies; car loans, mortgages, loans to other vehicles, and loans and refinancing; and savings and pensions, including share savings accounts, bank savings, BSU, fund savings, IPS, retirement savings, deposits pension, and VPS investor services to private customers. The company provides payment and card solutions, such as bank cards, payment terminals, eGiro/OCR, billing, credit, Web and mobile banking, and other payment services; financing solutions, including bank guarantees, construction loans, overdrafts, leasing, and corporate loans; liability, customer's, cyber, farmhouse agriculture, operating equipment and crop, property, health, landlord, home, craft, car, commercial, personal, travel, goods during transport, and occupational injuries insurance; savings and pensions; and other accounts and services to businesses in construction, property, trade and services, and agriculture industries. The company was founded in 1892 and is based in SunndalsÃ¸ra, Norway.",SunndalsÃ¸ra,47 71 68 91 00,Norway,[],http://sunndal-sparebank.no,1,Sunndalsveien 15,,Banks—Regional,118,118,110.55797,0.06779661,0.2829,,118,,702,,118,112.73529,8,118,702,,,,8,1585267200,0.163578,,,118,2,NOK,16.980862,50,,,,160142528,,,289,1.7061669,118,118,,,50,118,,,,106,116,False,0.0678,,118,OSL,SUNNDAL SPAREBANK,Sunndal Sparebank,Europe/Oslo,CEST,False,7200000,,EQUITY,SUNSB-ME.OL,,,finmb_32452702,dd197052-51d0-31d7-81d4-de6977485aa6,no_market,,4.547,,0.37075,,0.07272732,,,,1357140,,,369.061,,,,1577750400,0.015420001,5527000,6.949,,,0.31973034,0,1640908800,1585612800,,,931366,426744768,,,,,,-0.441,,,,,,,,https://logo.clearbit.com/sunndal-sparebank.no,,
STORM,,Real Estate,5,"Storm Real Estate ASA, an investment company, acquires and manages real estate properties in Russia. It owns and operates the Gasfield office building in Moscow with a net lettable area of approximately 11,500 square meters. Storm Real Estate ASA was founded in 2007 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.stormrealestate.no,1,Haakon VIIS gate 5,,Real Estate Services,3.4,3.5,2.6285508,0.12617646,0,,3.5,,8898,,3.4,3.3282354,0.429,3.5,8898,,,,,1464307200,1.486643,,,3.4,4,NOK,,27837,,,,30037504,,,66583,10.347056,3.4,3.44,,80000,27837,6.45,37.77778,,,1.26,3.32,False,,100000,3.5,OSL,STORM REAL EST ASA,Storm Real Estate ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,STORM.OL,,,finmb_38919651,dd6c75a6-28b5-3002-8b2b-f8724872256a,no_market,,16.957,,-0.10816,91.501,-0.22727275,,0.09,,8834560,,,0.534,,,,1577750400,0,-314000,-0.036,,,6.3670416,0.47079,1640908800,1577750400,,,4904419,49227516,,1562716800,1:10,,,-0.45,,,,,,,,https://logo.clearbit.com/stormrealestate.no,,
SNI,WC2B 4HN,Industrials,6749,"Stolt-Nielsen Limited, together with its subsidiaries, provides transportation, storage, and distribution solutions for chemicals and other bulk-liquid products worldwide. The company operates in four segments: Tankers, Tank Containers, Terminals, and Stolt Sea Farm. It transports, stores, and distributes bulk-liquid chemicals, edible oils, acids, petroleum products, and other specialty liquids. The company also produces, processes, and markets seafood, including turbot, sturgeon, caviar, and sole; and transports liquefied petroleum gas. It is also involved in the distribution of bitumen. In addition, it owns and operates liquid natural gas and liquefied petroleum gas carriers. The company was founded in 1959 and is based in London, the United Kingdom. Stolt-Nielsen Limited is a subsidiary of Fiducia Ltd.",London,44 20 7611 8960,United Kingdom,[],http://www.stolt-nielsen.com,1,Aldwych House,,Marine Shipping,83.9,83.6,86.57826,0,,,84.1,,11518,,83.9,83.17647,0,83.6,11518,,,,,1587600000,0.980255,,,83.6,2,NOK,,3319,,,,6609616384,,,18933,3.2727985,83.6,83.9,,400,3319,134.6,55.933334,,5.67,69.6,83.7,False,,145400,84.1,OSL,STOLT-NIELSEN LTD,Stolt-Nielsen Limited,Europe/Oslo,CEST,False,7200000,,EQUITY,SNI.OL,,,finmb_305831,b9065de0-e668-3a66-871a-60fbe6d371a0,no_market,,3.801,,-0.00336,19.915,,,1.5,,63023800,,,20.457,,,,1575072000,0.11141,-1544000,-0.113,,,4.1012855,0.61417,1638230400,1590883200,,,33134761,7676075008,,,,,,0.01,,,,,,,,https://logo.clearbit.com/stolt-nielsen.com,4th Floor 71â91 Aldwych,
STB,1327,Financial Services,1683,"Storebrand ASA, through its subsidiaries, primarily provides insurance products and services in Norway and Sweden. It operates through four segments: Savings, Guaranteed Pension, Insurance, and Other. The Savings segment offers retirement savings, defined contribution pensions, asset management, and retail banking products. The Insurance segment provides health insurance, property and casualty insurance, personal risk products, employer's liability insurance, and pension-related insurance products. The Guaranteed Pension segment offers long-term pension savings products, such as defined benefit pensions, paid-up policies, and individual capital and pension insurance products. The Other segment provides life insurance products; and loans. The company also offers securities, and banking and investment services. It serves private individuals, corporate and retail markets, companies, municipalities, and public sector. Storebrand ASA was founded in 1767 and is headquartered in Lysaker, Norway.",Lysaker,47 22 31 50 50,Norway,[],http://www.storebrand.no,1,Professor Kohts vei 9,,Financial Conglomerates,54.08,54.08,50.37518,0.060096152,0,,54.18,,1342086,,54.08,51.945293,3.25,54.08,1342086,,,,,1587600000,1.271777,,,53.42,2,NOK,13.5687065,349740,,,,24967972864,,,2360887,0.39433286,53.42,53.44,,81400,349740,74.9,9.404929,,,33.84,53.42,False,,115200,54.18,OSL,STOREBRAND ASA,Storebrand ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,STB.OL,,,finmb_876161,51fabac2-38a8-3ceb-a804-75f790a366ca,no_market,,0.829,,0.02922,17.197,0.039200664,,5.68,,467390016,,,73.592,,,,1577750400,0.64619005,1838000000,3.937,,,0.7258941,0.05957,1640908800,1593475200,,,457939559,52486025216,,,,,,-0.002,,,,,,,,https://logo.clearbit.com/storebrand.no,P.O. Box 500,
SUBC,2086,Energy,,"Subsea 7 S.A. delivers offshore projects and services for the evolving energy industry worldwide. It provides subsea field development products and services, including project management, design and engineering, procurement, fabrication, survey, installation, and commissioning of production facilities on the seabed and the tie-back of its facilities to fixed or floating platforms or to the shore. The company also offers engineering, procurement, construction, and installation of subsea umbilicals, risers, and flowlines; life of field services, such as inspection, repair, maintenance, integrity management, and remote intervention of subsea infrastructure; conventional services comprising fabrication, installation, extension, and refurbishment of fixed and floating platforms and associated pipelines; hook-up services; and refurbishment of fixed and floating platforms and associated pipelines in shallow water. In addition, it operates heavy lifting operations for oil and gas structures; and installs offshore wind farm foundations and inter-array cables, as well as engages in the decommissioning of redundant offshore structures. Further, the company provides remotely operated vehicles (ROVs) and tooling services to support exploration and production activities. It has a fleet of 5 chartered vessels and 91 ROVs. Subsea 7 S.A. was incorporated in 1993 and is based in Luxembourg City, Luxembourg.",Luxembourg City,,Luxembourg,[],http://www.subsea7.com,1,"412F, Route d'Esch",,Oil & Gas Equipment & Services,69.14,68.6,64.75348,,0,,69.2,,534736,,69.14,68.36941,,68.6,534736,,,,,1556150400,1.630662,,,68.08,2,NOK,,337410,,,,20299511808,,,1055065,6.0704284,68.08,68.3,,128000,337410,110.1,273.2,,,38.5,68.24,False,,37100,69.2,OSL,SUBSEA 7 S.A.,Subsea 7 S.A.,Europe/Oslo,CEST,False,7200000,,EQUITY,SUBC.OL,,,finmb_359868,8610c031-034f-3083-a212-b713518bf428,no_market,,6.085,,-0.31124002,50.501,-0.19398463,,0.25,,297211008,,,14.516,,,,1577750400,0.61302,-1040800000,-3.495,,,4.705153,0.24016,1640908800,1593475200,,,223303206,20346992640,,,,,,,,,,,,,,https://logo.clearbit.com/subsea7.com,,
SUSB-ME,6650,Financial Services,,"Surnadal Sparebank, an independent savings bank, provides various banking product and services to individuals and businesses in Norway. The company offers savings and pension accounts. It also provides mortgage, car, other vehicles, motor homes/caravans, motorcycles/quads, snowmobiles, construction, and home loans, as well as small loans and refinancing, and bridge financing; bank guarantees; and overdraft services. In addition, the company offers various insurance products, such as home and leisure insurance; liability, customer's, cyber, farm building agriculture, operating tools and crop, property, health, landlord, craft, commercial, personal, travel, large car, goods during transport, and occupational injuries insurance, as well as home insurance agriculture products; vehicle insurance comprising ATV/Quad biking, motorhome, boat, caravan, motorcycle, moped and scooter, private tractor, veteran vehicle, and snowmobile; and other insurance, including horse, and dog and breed cat. Further, it provides mobile, online, and Internet banking services; credit cards; bank cards; overseas payment services; fund savings; mobile payments; and vehicles, machinery, operating equipment, and movable properties leasing services. Additionally, the company offers iZettle, a mobile payment terminal. Surnadal Sparebank was founded in 1842 and is based in Surnadal, Norway.",Surnadal,47 71 66 27 00,Norway,[],http://www.bank.no,1,BÃ¥rdshaugvegen 7,47 71 66 27 27,Banks—Regional,108,108,106.68116,0.06481481,0.1973,,109,,68,,108,107.26471,7,108,68,,,,7,1583280000,0.243302,,,108,2,NOK,2.7839358,19890,,,,217656720,,,478,1.3024678,108,109,,,19890,117,,,,100,108,False,0.0642,,109,OSL,SURNADAL SPAREBANK,Surnadal Sparebank,Europe/Oslo,CEST,False,7200000,,EQUITY,SUSB-ME.OL,,,finmb_58060310,2e02084b-fec2-35c2-980f-3a238c630cc9,no_market,,2.67,,0.46785,,-0.03997439,,,,2015340,,,430.75,,,,1577750400,0.03771,78183000,38.794,,,0.25072548,0,1640908800,1593475200,,,1899140,446185248,,,,,,0.495,,,,,,,,https://logo.clearbit.com/bank.no,,
STRONG,2005,Industrials,512,"StrongPoint ASA develops and sells technology solutions for e-commerce and store operations in Norway, Sweden, and internationally. It operates through three segments: Retail Technology, Cash Security, and Labels. The company offers various retail solutions, including cash management, select and collect, click and collect, self-service, and electronic shelf labelling solutions, as well as retail management software and other solutions; and consultative services. It also provides cash security solutions for secure cash logistics. In addition, the company offers intelligent banknote neutralization system technology that protects cash in transit. Further, it sells retail solutions from third party technology providers and technology products; and manufactures and sells self-adhesive labels for various products and applications, as well as provides label design and printing services. The company was formerly known as PSI Group ASA and changed its name to StrongPoint ASA in September 2015. StrongPoint ASA is headquartered in RÃ¦lingen, Norway.",RÃ¦lingen,47 03254,Norway,[],http://www.strongpoint.com,1,Slynga 10,,Business Equipment & Supplies,19.65,19.6,12.900507,0.030534353,0,,19.8,,143506,,19.65,17.292646,0.6,19.6,143506,,,,,1556496000,0.566782,,,19.5,2,NOK,43.666668,25266,,,,870107904,,,113221,0.7881519,19.5,19.7,,406900,25266,20.1,17.863636,,,8.56,19.65,False,,200000,19.8,OSL,STRONGPOINT ASA,StrongPoint ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,STRONG.OL,,,finmb_20358742,f08e3dc2-bb19-3597-895c-d147eea96f66,no_market,,0.917,,0.018170001,16.36,0.73127747,,1.1,,44280300,,,6.907,,,,1577750400,0.31468,20063000,0.45,,,2.84494,0.31726,1640908800,1593475200,,,28472734,1011992640,,1115596800,1:10,,,0.051,,,,,,,,https://logo.clearbit.com/strongpoint.com,,
TIETOO,2101,Technology,23789,"TietoEVRY Oyj operates as a software and services company. It operates through Digital Experience, Hybrid Infra, Industry Software, and Product Development Services segments. The Digital Experience segment provides consulting services, including design of service experiences, smart use of data, IT architecture consulting, and business process and change management, as well as system integration, and application development and management. The Hybrid Infra segment offers enterprises with life cycle management of IT infrastructure, which covers a variety of technologies. The Industry Software segment provides with industry-specific software products for business-critical processes of clients in the financial services, public and healthcare, and welfare sectors, as well as in the forest industry, and the energy and oil and gas segments. The Product Development Services segment offers software R&D services with a focus on the telecom sector, as well as new domains, such as automotive serving the communications infrastructure, consumer electronics, and semiconductor companies, and the automotive industry. The company also provides software advisory and consulting services, and industry specific software; engages in the design, implementation, and maintenance of customized solutions and IT operations. It operates in Finland, Sweden, Norway, Austria, the Baltic countries, Russia, and internationally. The company was formerly known as Tieto Oyj and changed its name to TietoEVRY Oyj in December 2019. TietoEVRY Oyj was founded in 1968 and is headquartered in Espoo, Finland.",Espoo,358 207 2010,Finland,[],http://www.tietoevry.com,1,Keilalahdentie 2-4,,Information Technology Services,267.6,268,253.95798,,0,,269,,7119,,267.6,267.3294,,268,7119,,,,6.79,1600732800,0.791521,,,267.2,2,NOK,,2152,,,,32076500992,,,8671,,267.2,268.4,,,2152,317,,,,201.2,267.6,False,0.0254,,269,OSL,TIETOEVRY OYJ,TietoEVRY Oyj,Europe/Oslo,CEST,False,7200000,,EQUITY,TIETOO.OL,,,finmb_1034090,73c9b7e7-badc-3724-8b79-ad47831de1e2,no_market,,,,0.02333,,Infinity,,,,118444000,,,,,,,1577750400,0.38723,,,,,,0.24724,1640908800,1593475200,,,54908237,31695595520,,,,,,,,,,,,,,https://logo.clearbit.com/tietoevry.com,P.O.Box 2,
TECH,0667,Technology,210,"Techstep ASA provides digital workplace services in Norway and Sweden. It offers mobile hardware, service, support, and mobility consultancy services; and software as a service telecom expense management modules. The company also provides industry-leading cloud-based PBX solutions and enterprise mobility management services, including mobile security, system design, implementation, and mobile device management. Techstep ASA is headquartered in Oslo, Norway.",Oslo,47 23 17 23 50,Norway,[],http://www.techstepasa.no,1,BrynsallEen 4,,Software—Application,3.32,3.38,2.7064493,,0,,3.38,,183413,,3.32,2.9535294,,3.38,183413,,,,,,0.344333,,,3.1,4,NOK,,13005,,,,546984448,,,62588,0.49332854,3.1,3.36,,60000,13005,3.88,,,,1.95,3.34,False,,72100,3.38,OSL,TECHSTEP ASA,Techstep ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,TECH.OL,,,finmb_371366152,98dc7594-ff78-3c96-a31e-cdf580ce8a5f,no_market,,0.523,,-0.05524,20.802,-0.07777774,,,,162792992,,,2.884,,,,1577750400,0.027460001,-61245000,-0.313,,,1.1650485,0.75827,1640908800,1593475200,,,37517372,580138176,,1457654400,1:10,,,,,,,,,,,https://logo.clearbit.com/techstepasa.no,,
THIN,0160,Technology,23,"Thin Film Electronics ASA designs, develops, and produces ultrathin energy storage solutions for wearable devices, connected sensors, and other applications. Its solid-state lithium battery technology enables it to produce rechargeable batteries with high energy densities and long product lifetimes. The company was founded in 2005 is headquartered in Oslo, Norway.",Oslo,47 22 42 45 00,Norway,[],http://www.thinfilmsystems.com,1,Fridtjof Nansens Plass 4,,Electronic Components,0.3,0.31,0.81109494,,0,,0.31,,1719008,,0.3,0.35149413,,0.31,1719008,,,,,,2.038908,,,0.295,4,NOK,,405682,,,,104831784,,,4296831,167.73085,0.295,0.295,,2859200,405682,5.8,-5.8999996,,,0.28,0.2946,False,,1223200,0.31,OSL,THIN FILM ELECTRON,Thin Film Electronics ASA,Europe/Oslo,CEST,False,7200000,,EQUITY,THIN.OL,,,finmb_740992,bea67659-9f1f-30a2-9bb3-0fd9bcef7d7c,no_market,,206.212,,0,-3.789,-0.8726655,,-0.05,,355361984,,,-0.086,,,,1577750400,0.06763,-63932000,-0.753,,,,0.02408,1640908800,1593475200,,,168281688,128882608,,1572566400,1:20,,,,,,,,,,,https://logo.clearbit.com/thinfilmsystems.com,,
