ticker,zip,sector,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,fax,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err
AKVA,4353,Industrials,"AKVA Group ASA develops, designs, manufactures, assembles, sells, and installs technology products; and provides rental and consulting services for the aquaculture industry. The company operates through three segments: Cage Based Technology, Software, and Land Based Technology. The Cage Based Technology segment offers plastic cages, steel cages, feed barges, feed systems, sensor and camera systems, biomass estimation systems, underwater lights, net cleaning systems, and nets and mooring systems under the Polarcirkel, Wavemaster, and Akvasmart hardware brands. This segment also supplies polyethylene work boats, pipes, ROV's, and subsea solutions to aquaculture, oil service, and maritime industries. The Software segment provides production control, planning, traceability, and ERP software for the aquaculture and fishing industries under the Fishtalk brand. This segment also operates AKVAconnect, a process control platform that enables real-time control of various mission critical equipment, such as feeding systems, environmental sensors, barges, and cameras installed on-site at the farmer's locations. The Land Based Technology segment designs and delivers recirculation systems for land based fish farming, as well as provides water quality conditions for fresh and seawater operations. The company also offers PRISMA, a cloud-based data platform for the aquaculture eco-system. AKVA group ASA operates in Norway, Chile, Canada, Scotland, Denmark, and internationally. The company is based in Klepp Stasjon, Norway. AKVA Group ASA is a subsidiary of Egersund Group AS.",Klepp Stasjon,47 51 77 85 00,Norway,[],http://www.akvagroup.com,1,Plogfabrikkvegen 11,,Farm & Heavy Construction Machinery,62.8,63.4,60.350365,0.015923567,,,64.2,,3727,,62.8,62.382355,1,63.4,,3727,,,,2,1582502400,0.655052,,,63.4,2,NOK,520.3252,1898,,,,2122009600,,,5492,0.6978713,63.4,65,,49600,1898,80.2,11.169285,,,41.3,64.4,False,0.0317,34200,64.2,OSL,AKVA GROUP ASA,AKVA Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKVA.OL,finmb_162314,no_market,,1.041,,0.0013400001,27.903,-0.21500003,,5.73,,33156400,,,31.016,,,,1577750400,0.13203,4087000,0.123,,0.15364361,2.063451,0.7511,1640908800,1593475200,,,8065299,3165976064,,,,,,-0.095,,,,,,,,https://logo.clearbit.com/akvagroup.com,1422,,,,,,
ABT,1366,Healthcare,"Aqua Bio Technology ASA engages in developing and commercializing active ingredients for use in skin care products in Norway. It offers Aquabeautine XL, a proprietary ingredient; and Spirulysat, an antioxidant for cosmetic use. The company also markets and distributes natural and skin care products to consumers, retailers, and professionals in Europe and the Middle East. It distributes its products through Internet, stores, and skin care clinics. The company markets and distributes organic skin care products under the Moana brand name in New Zealand and arctic skin care products under the Cuvget brand name in Norway. Aqua Bio Technology ASA was founded in 2000 and is based in Lysaker, Norway.",Lysaker,,Norway,[],http://www.aquabiotechnology.com,1,Fornebuveien 37,,Biotechnology,4.52,4.34,3.2266424,0.22123894,0,,4.48,,36278,,4.52,4.7294116,1,4.34,,36278,,,,,1496880000,1.296747,,,4.2,4,NOK,,52995,,,,66335332,,,155802,51.21668,4.2,4.38,,320000,52995,7.55,-8,,,1.25,4.26,False,,330000,4.48,OSL,AQUA BIO TECHNOLOG,Aqua Bio Technology ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ABT.OL,finmb_39453852,no_market,,45.908,,0,-4.572,1.1730771,,-0.54,,15355400,,,0.477,,,,1577750400,0.02359,-13215518,-1.03,,0.15364361,9.056604,0.80484,1640908800,1577750400,,,1905450,59459632,,1309132800,1:20,,,,,,,,,,,https://logo.clearbit.com/aquabiotechnology.com,,,,,,,
ARCHER,HM 08,Energy,"Archer Limited, an oilfield service company, provides various oilfield products and services to the oil and gas industry. It operates through two segments, Eastern Hemisphere and Western Hemisphere. The company provides oiltools, such as plugs and abandonment (P&A), slot recovery and P&A, cementing, and well cleaning solutions; land drilling and platform drilling services; and modular drilling rigs. It also offers engineering services, such as project management, construction and installations, multidiscipline engineering, consulting, and inspection services. In addition, the company provides cased hole logging, conveyance and mechanical/slickline, and R&D and technology development services. Further, it offers fluids, guarantor, international personnel, management, and equipment rental services, as well as performs rig inspections. The company operates in Angola, Argentina, Australia, Bolivia, Brazil, Canada, Congo, Indonesia, Malaysia, Nigeria, Norway, Saudi Arabia, the United Arab Emirates, the United Kingdom, and the United States. The company was formerly known as Seawell Limited and changed its name to Archer Limited in May 2011. Archer Limited was founded in 2007 and is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.archerwell.com,1,Par la Ville Place,,Oil & Gas Drilling,2.675,2.6,2.204365,,0,,2.7,,935890,,2.675,2.184853,,2.6,,935890,,,,,,2.885598,,,2.445,4,NOK,,445866,,,,387825472,,,500294,0.49708468,2.445,2.625,,100400,445866,4.65,43.666664,,,1.1,2.58,False,,503000,2.7,OSL,ARCHER LTD,Archer Limited,Europe/Oslo,CEST,False,7200000,EQUITY,ARCHER.OL,finmb_37612323,no_market,,1.223,,-0.06473,11.002,-0.34436274,,0.06,,148024992,,,0.682,,,,1577750400,0.12627,-50500000,-0.341,,0.15364361,3.8416421,0.41856998,1640908800,1593475200,,,105861885,953834560,,1443398400,1:10,,,-0.7,,,,,,,,https://logo.clearbit.com/archerwell.com,4703,4th Floor 14 Par-la-Ville Road,,,,,
ASC,0250,Financial Services,"ABG Sundal Collier Holding ASA, together with its subsidiaries, provides investment banking, stock broking, and corporate advisory services in Norway, Sweden, Denmark, and internationally. It operates in two segments, Markets and Investment Banking. The Markets segment offers financial services, such as brokerage, trading and execution of equities, bonds, derivatives, structured products, and FX. The Investment Banking segment provides corporate advisory services, including ECM, DCM, mergers and acquisitions, and financial restructuring. The company also provides equity research, credit research, and corporate and strategic access services; and project finance services. ABG Sundal Collier Holding ASA was founded in 1984 and is headquartered in Oslo, Norway.",Oslo,47 22 01 60 00,Norway,[],http://www.abgsc.com,1,Munkedamsveien 45 East,,Capital Markets,4.625,4.625,3.8334308,0.04756757,0.8062,,4.625,,251525,,4.625,4.3663235,0.22,4.625,,251525,,,,0.22,1588118400,0.958768,,,4.53,4,NOK,9.912854,140284,,,,2006454528,,,433771,1.4196445,4.53,4.55,,185000,140284,4.625,10.581395,,10.54,2.69,4.515,False,0.0476,340000,4.625,OSL,ABG SUN COL HLDG,ABG Sundal Collier Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ASC.OL,finmb_2972520,no_market,,1.127,,0.17288,,0.41437304,,0.43,,440979008,,,1.493,,,,1577750400,0.19143,244343008,0.459,,0.15364361,3.0475552,0.18238,1640908800,1593475200,,,342568196,1593444480,,,,,,0.229,,,,,,,,https://logo.clearbit.com/abgsc.com,275,7th floor,,,,,
AMSC,1366,Industrials,"American Shipping Company ASA, through its subsidiaries, operates as a ship owning and lease finance company in the United States. It is involved in the purchase and bareboat chartering of product tankers, shuttle tankers, and other vessels to operators and end users in the Jones Act market. The company operates a fleet of nine product tankers and one shuttle tanker. The company was formerly known as Aker American Shipping ASA and changed its name to American Shipping Company ASA in June 2008. American Shipping Company ASA was founded in 2005 and is headquartered in Lysaker, Norway.",Lysaker,,Norway,[],http://www.americanshippingco.com,1,Building B,,Marine Shipping,29.9,29.8,25.719927,0.010702341,1.9914999,,29.8,,50947,,29.9,27.32206,0.32,29.8,,50947,,,,3.21,1590451200,0.957026,,,29.4,2,NOK,197.31543,28108,,,,1782125056,,,75670,20.227516,29.4,29.7,,114600,28108,37.5,79.45946,,11.42,15.06,29.6,False,0.1073,172600,29.8,OSL,AMER SHIPPING COMP,American Shipping Company ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AMSC.OL,finmb_22594564,no_market,,26.477,,0.10217,27.451,-0.14571428,,0.37,,60616500,,,2.669,,,,1577750400,0.19708,9002000,0.149,,0.15364361,11.015362,0.28123,1640908800,1585612800,,,44026980,2332733440,,,,,,0.778,,,,,,,,https://logo.clearbit.com/americanshippingco.com,3,OksenOeyveien 10,,,,,
AQUA,0161,Energy,"AqualisBraemar ASA, an investment holding company, provides marine and engineering consultancy services to the offshore oil and gas industry and offshore renewables market worldwide. It offers marine and offshore engineering services, such as deep and shallow water installation engineering; marine operations and surveying, including rig moving and tow master, as well as engineering support services; owns and supervises vessel construction; engineering and project management services; concept, FEED, and basic design services for new-build and vessel upgrades; and rig inspection services. The company also provides marine warranty and consultancy, risk consulting, transportation and installation, dynamic positioning and critical systems, and technical due diligence services. The company was formerly known as Aqualis ASA and changed its name to AqualisBraemar ASA in June 2019. AqualisBraemar ASA was incorporated in 2014 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://aqualisbraemar.com,1,Olav Vs gate 6,,Oil & Gas Equipment & Services,5.4,5.6,3.7422628,0.0009259259,0,,5.65,,36790,,5.4,4.4738235,0.005,5.6,,36790,,,,0.2,1591833600,1.076655,,,5.4,2,NOK,27.363184,13260,,,,386740192,,,43986,5.8246636,5.4,5.5,,385400,13260,5.85,39.285713,,,2.15,5.4,False,0.037,402100,5.65,OSL,AQUALISBRAEMAR ASA,AqualisBraemar ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AQUA.OL,finmb_266259656,no_market,,5.75,,0.18611999,227.66,0.37755096,,0.14,,70316400,,,0.686,,,,1577750400,0.07898,12358000,0.201,,0.15364361,8.017493,0.58599,1640908800,1585612800,,,20787638,381785504,,,,,,,,,,,,,,https://logo.clearbit.com/aqualisbraemar.com,431,,,,,,
AFG,0663,Industrials,"AF Gruppen ASA, a contracting and industrial company, engages in civil engineering, environment, building, property, energy, and offshore businesses primarily in Norway and Sweden. The company's Civil Engineering business area undertakes civil engineering and niche projects related to roads and railways, port facilities, airports, tunnels, foundation work, power, and energy, as well as onshore facilities for oil and gas. Its Energy and Environment business area provides smart and energy efficient services for buildings and industry; demolition services; and receiving, treating, and recycling of materials. The company's Building business area develops, engineers, and builds commercial, residential, and public buildings, as well as rehabilitation projects. Its Property business area develops residential units and commercial buildings. The Sweden business area engages in building, civil engineering, property, and environmental activities in Sweden. The company's offshore business area undertakes the removal, demolition, and recycling of offshore installations; and new building, modification, and maintenance works related to cranes, modules, and rig services, as well as heating, ventilation, air conditioning, and cooling systems. It also provides services related to the maintenance and modification of onshore facilities for the oil and gas industry. AF Gruppen ASA was founded in 1985 and is headquartered in Oslo, Norway.",Oslo,47 22 89 11 00,Norway,[],http://www.afgruppen.com,1,Innspurten 15,,Engineering & Construction,179,179,167.33066,0.053072624,1.0266,,179,,11290,,179,177.62941,9.5,179,,11290,,,,12,1589760000,0.439024,,,175,2,NOK,21.194138,2750,,,,18376574976,,,18604,0.7670329,175,176.6,,178000,2750,185,20.858164,,5.43,124.5,176.2,False,0.067,52100,179,OSL,AF GRUPPEN,AF Gruppen ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AFG.OL,finmb_6174594,no_market,,0.82,,0.03506,15.084,0.049853325,,8.39,,105009000,,,22.213,,,,1577750400,0.14407,840000000,8.257,,0.15364361,7.8782697,0.60915,1640908800,1585612800,,,40215335,19639955456,,1263772800,5:1,,,-0.1,,,,,,,,https://logo.clearbit.com/afgruppen.com,5526,,,,,,
AKER,1366,Energy,"Aker ASA, an industrial investment company, operates in the oil and gas, maritime assets, and marine biotechnology sectors primarily in Norway and internationally. It operates through two segments, Industrial Holdings and Financial Investments. The company provides services, technologies, and product solutions for the oil and gas industry; provides engineering, procurement, and construction services for the offshore oil and gas, as well as renewable industries; and explores for and produces oil and gas on the Norwegian continental shelf. It also develops, manufactures, markets, and sells krill-based ingredients to the consumer health, aquaculture, and animal nutrition markets; and owns and charters vessels. The company was founded in 1841 and is headquartered in Lysaker, Norway. Aker ASA is a subsidiary of TRG Holding AS.",Lysaker,47 24 13 00 00,Norway,[],http://www.akerasa.com,1,OksenOeyveien 10,47 24 13 01 01,Oil & Gas Equipment & Services,418,418,342.92264,0.028110048,0,,420,,99538,,418,385.02942,11.75,418,,99538,,,,11.75,1595289600,1.71777,,,410,2,NOK,,70409,,,,30451847168,,,193778,0.64643997,410,411.8,,111700,70409,566,15.619047,,,182.2,411.4,False,0.0279,108400,420,OSL,AKER ASA,Aker ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKER.OL,finmb_12074458,no_market,,1.909,,-0.08871,35.189,-0.011820316,,26.25,,74272800,,,251.432,,,,1577750400,0.19775999,-4124000000,-56.266,,0.15364361,1.6306596,0.70268,1640908800,1593475200,,,67696448,89942835200,,,,,,,,,,,,,,https://logo.clearbit.com/akerasa.com,21865,,,,,,
AKA,1366,Energy,"Akastor ASA operates as an oil-services investment company worldwide. The company offers drilling equipment, drilling riser solutions, and related products and services for the drilling market; and vessel-based subsea well construction and intervention services to the oil and gas industry. It is also involved in waste management drilling activities; the provision of subsurface advice and products to E&P companies; and supplying vapor recovery units and systems. Akastor ASA was founded in 1841 and is based in BÃ¦rum, Norway.",BÃ¦rum,47 21 52 58 00,Norway,[],http://akastor.com,1,Building B,,Oil & Gas Equipment & Services,6.37,6.39,5.492117,,0,,6.59,,476723,,6.37,5.540441,,6.39,,476723,,,,,1397174400,1.36353,,,6.12,2,NOK,,139602,,,,1683981824,,,493792,0.29736567,6.12,6.24,,52200,139602,12.4,15.499999,,,3.52,6.17,False,,227000,6.59,OSL,AKASTOR ASA,Akastor ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKA.OL,finmb_874402,no_market,,0.701,,-0.0498,12.768,-0.4209091,,0.4,,271609984,,,14.855,,,,1577750400,0.25563,-152000000,-0.981,,0.15364361,0.41736788,0.51141,1640908800,1593475200,,,136612714,3970857216,,1175212800,5:1,,,,,,,,,,,https://logo.clearbit.com/akastor.com,2112,OksenÃ¸yveien 10 Lysaker,,,,,
AKSO,1366,Energy,"Aker Solutions ASA provides products, systems, and services to the oil and gas industry worldwide. The company operates through Projects and Services segments. It offers field planning, feasibility, and concept studies; floater designs; digital solutions; offshore wind solutions; and deep water risers. The company also provides engineering, project management, and procurement services, such as design of offshore oil and gas production facilities, and onshore receiving and processing facilities; jacket designs; subsea production systems; subsea trees; and control systems. In addition, it offers subsea wellheads engineering, manufacturing, installation, and life-of-field support services, including umbilical systems, subsea structures, tie-in systems, subsea compression and pump systems, subsea power distribution and processing systems, and intervention and workover systems; lifecycle, hook-up and completion, maintenance, modification, asset integrity management, and yards and fabrication services, as well as carbon capture, utilization, and storage services. Aker Solutions ASA was founded in 1841 and is headquartered in Fornebu, Norway.",Fornebu,47 67 51 30 00,Norway,[],http://akersolutions.com,1,OksenÃ¸yveien 8,47 67 82 69 50,Oil & Gas Equipment & Services,18.75,13.7,9.923739,0.07733334,0,,14.68,,8365611,,18.75,13.281143,1.45,13.7,,8365611,,,,,1428624000,2.095818,,,12.56,2,NOK,,6522227,,,,3524381440,,,5859029,0.13373739,12.56,12.97,,58500,6522227,30.2,5.562232,,,4.362,12.95,False,,156700,14.68,OSL,AKER SOLUTIONS ASA,Aker Solutions ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKSO.OL,finmb_262890984,no_market,,0.432,,-0.03779,17.936,-0.2743808,,2.33,,271943008,,,24.02,,,,1577750400,0.26966998,-996000000,-3.667,,0.15364361,0.53955036,0.46942002,1640908800,1593475200,,,130227946,11371377664,,1175212800,1:5,,,,,,,,,,,https://logo.clearbit.com/akersolutions.com,13000,,,,,,
ARCUS,1483,Consumer Defensive,"Arcus ASA, together with its subsidiaries, imports, produces, markets, sells, and distributes wine and spirits. It offers its products under the Lysholm Linie, LÃ¸iten Linie, Gammel Opland, Gilde, Aalborg, Malteserkreutz and SnÃ¤llerÃ¶ds, Gammel Dansk, Braastad cognac, Vikingfjord, Amundsen, Brennevin Seksti, Vanlig, Dworek, Hammer, Kalinka, Dobra, Doppio Passo, Pietro de Campo, Hot n'Sweet, Dooley's, Eau de Vie, Golden Cock, St. Hallvard, Upper Ten, Dry Anis, Star Gin, and Akvavit brands. The company also provides logistics services for alcoholic beverages. It operates in Norway, Sweden, Finland, Denmark, Germany, the United States, and internationally. Arcus ASA is headquartered in Hagan, Norway.",Hagan,47 67 06 50 00,Norway,[],http://www.arcus.no,1,Destilleriveien 11,,Beverages—Wineries & Distilleries,43.2,43,36.677536,0.038425926,0.64839995,,43.3,,24957,,43.2,40.629414,1.66,43,,24957,,,,1.66,1591833600,0.458083,,,42.7,2,NOK,16.981874,9200,,,,2931368704,,,29030,1.0387925,42.7,43.3,,0,9200,43.3,12.904191,,,27.1,43.1,False,0.038399998,0,43.3,OSL,ARCUS ASA,Arcus ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ARCUS.OL,finmb_245559265,no_market,,1.697,,0.0645,12.477,0.16129029,,3.34,,68013200,,,27.624,,,,1577750400,0.79032,182000000,2.538,,0.15364361,1.5602374,0.15168999,1640908800,1585612800,,,25830157,4787372544,,,,,,,,,,,,,,https://logo.clearbit.com/arcus.no,430,Postbox 64,,,,,
ASETEK,9220,Technology,"Asetek A/S, together with its subsidiaries, designs, develops, and markets liquid cooling solutions in Asia, Europe, and the Americas. The company operates through: Gaming and Enthusiast, and Data Center segments. Its products are used in personal computers, servers, and data centers to provide enhanced performance, acoustics, and energy efficiency. The company serves original equipment manufacturers, resellers, and channel partners. Asetek A/S was founded in 1997 and is headquartered in Aalborg, Denmark.",Aalborg,45 96 45 00 47,Denmark,[],http://www.asetek.com,1,Assensvej 2,45 96 45 00 48,Computer Hardware,77,75.5,46.763283,0.0015064934,0,,77,,192695,,77,62.838234,0.116,75.5,,192695,,,,,1493164800,0.747386,,,75,2,NOK,,53075,,,,1945570048,,,67763,39.44549,75,75.8,,262100,53075,79.1,256.3333,,,17.84,74.1,False,,89800,77,OSL,ASETEK A/S,Asetek A/S,Europe/Oslo,CEST,False,7200000,EQUITY,ASETEK.OL,finmb_25262375,no_market,,38.707,,-0.01904,1340.779,2.7560976,,0.3,,25300000,,,1.526,,,,1577750400,0.63678,-939000,-0.04,,0.15364361,50.393185,0.00846,1640908800,1593475200,,,21556131,1909134976,,,,,,-0.247,,203.53,,,,,,https://logo.clearbit.com/asetek.com,100,Aalborg East,,,,,
AURG,1930,Financial Services,"Aurskog Sparebank provides various banking products and services. The company accepts savings accounts; and offers mortgage, car, other vehicle, construction, green business, and corporate loans, as well as small loans and refinancing. It also offers various bank cards; insurance products and services; and pension, guarantee, overdraft, leasing, and mobile and online banking services. The company operates through its branches in BjÃ¸rkelangen, Ãrnes, Jessheim, and SÃ¸rumsand, Norway. Aurskog Sparebank was founded in 1846 and is headquartered in Aurskog, Norway.",Aurskog,47 63 85 44 40,Norway,[],http://aurskog-sparebank.no,1,Senterveien 15,47 63 85 44 41,Banks—Regional,200,200,188.10219,0.055,0.33580002,,200,,1408,,200,191.61765,11,200,,1408,,,,11,1582761600,0.047038,,,200,2,NOK,19.366709,780,,,,642835968,,,396,2.6789408,200,200,,37700,780,206,14.255168,,5.49,168,198,False,0.055,22000,200,OSL,AURSKOG SPAREBANK,Aurskog Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,AURG.OL,finmb_11340276,no_market,,13.936,,0.45536998,,0.13847888,,14.03,,3214180,,,402.525,,,,1577750400,0.00057,33194000,10.327,,0.15364361,0.49686354,0.26146,1640908800,1585612800,,,2172368,3344047104,,,,,,-0.42,,,,,,,,https://logo.clearbit.com/aurskog-sparebank.no,,,,,,,
ATLA NOK,110,Energy,"P/F Atlantic Petroleum, together with its subsidiaries, engages in the exploration, appraisal, development, and production of oil and gas properties in the Faroe Islands, the United Kingdom, Norway, and Ireland. The company was founded in 1998 and is based in TÃ³rshavn, Denmark.",TÃ³rshavn,44 298 59 16 01,Denmark,[],http://www.petroleum.fo,1,Yviri vio Strond 4,,Oil & Gas E&P,6.52,6.54,6.8757663,,0,,6.54,,1305,,6.52,6.611765,,6.54,,1305,,,,,,1.404761,,,5.54,2,NOK,,107,,,,23041074,,,1279,,5.54,6.54,,0,107,9.9,,,,5.05,5.58,False,,0,6.54,OSL,Atlantic Petroleum,P/F Atlantic Petroleum,Europe/Oslo,CEST,False,7200000,EQUITY,ATLA-NOK.OL,finmb_23704038,no_market,,,,0,,-0.20969695,,,,3697860,,,-6.498,,,,1577750400,0.02009,,-2.673,,0.15364361,,0,1640908800,1585612800,,,3510194,24110048,,,,,,,,,,,,,,https://logo.clearbit.com/petroleum.fo,1,PO Box 1228,,,,,
AFK,4841,Utilities,"Arendals Fossekompani ASA, an industrial investment company, engages in the operating hydro power plants. The company also builds and operates cogeneration power plants; provides industrial induction heating processes; offers satellite communications and IT solutions; develops and delivers business-critical IT solutions and services; and provides system solutions and products in the fields of instrumentation, data collection, and remote monitoring and control. In addition, it offers equipment for powder production of advanced materials; and data and consulting services to the European energy market. Further, the company operates airport, as well as develops various properties. Arendals Fossekompani ASA was founded in 1896 and is headquartered in Arendal, Norway.",Arendal,47 37 23 44 00,Norway,[],http://arendalsfossekompani.no,1,Langbryggen 9,,Utilities—Renewable,2880,2940,2634.6716,0.019444445,,,2960,,61,,2880,2838.8235,56,2940,,61,,,,56,1588896000,0.299651,,,2880,2,NOK,,800,,,,6316099072,,,87,1.3609211,2880,2940,,2000,800,3180,,,,2100,2880,False,0.019299999,1500,2960,OSL,ARENDALS FOSSEKOMP,Arendals Fossekompani ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AFK.OL,finmb_9245759,no_market,,1.252,,-0.00090000004,16.575,0.10769236,,,,2193090,,,1321.135,,,,1577750400,0.012560001,-4194000,-1.907,,0.15364361,2.1799438,0.86077005,1640908800,1585612800,,,298391,5808478720,,1524787200,5:1,,,,,,,,,,,https://logo.clearbit.com/arendalsfossekompani.no,,,,,,,
AWDR,AB32 6FL,Energy,"Awilco Drilling PLC provides drilling services to oil and gas companies in the United Kingdom and Norway. It owns and operates two semi-submersible drilling rigs. Awilco Drilling PLC was incorporated in 2009 and is based in Westhill, the United Kingdom.",Westhill,44 12 2473 7900,United Kingdom,[],http://www.awilcodrilling.com,1,2 Kingshill Park,44 12 2473 7905,Oil & Gas Drilling,3.09,3.09,5.7356935,0,0,,3.19,,83471,,3.09,3.3229413,0,3.09,,83471,,,,,1526947200,,,,3.09,4,NOK,,15933,,,,174114992,,,116767,6.94737,3.09,3.2,,43900,15933,20.5,-14.5,,,2.95,3.09,False,,40300,3.19,OSL,AWILCO DRILLING PL,Awilco Drilling PLC,Europe/Oslo,CEST,False,7200000,EQUITY,AWDR.OL,finmb_84006438,no_market,,6.467,,-1.67097,-22.459,-0.8373684,,-0.22,,54581500,,,4.097,,,,1577750400,0.37112,-41878000,-0.79,,0.15364361,0.7786185,0.4371,1640908800,1593475200,,,14769962,162066880,,,,,,,,,,,,,,https://logo.clearbit.com/awilcodrilling.com,144,Venture Drive Arnhall Business Park,,,,,
ALNG,0250,Industrials,"Awilco LNG ASA, together with its subsidiaries, owns and operates liquefied natural gas (LNG) vessels in Norway. It owns two 156,000 cbm LNG TFDE membrane vessels. The company was founded in 2011 and is based in Oslo, Norway.",Oslo,47 22 01 42 00,Norway,[],http://www.awilcolng.no,1,Beddingen 8,47 22 01 43 70,Integrated Freight & Logistics,1.16,1.135,1.3633941,,0,,1.175,,40856,,1.16,1.2133824,,1.135,,40856,,,,,,1.07317,,,1.135,4,NOK,,17840,,,,155745072,,,247190,3.7295275,1.135,1.175,,500000,17840,4.17,10.681818,,,0.872,1.15,False,,52300,1.175,OSL,AWILCO LNG ASA,Awilco LNG ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ALNG.OL,finmb_133244355,no_market,,9.311,,-0.053039998,20.05,-0.6419753,,0.11,,132549000,,,0.83,,,,1577750400,0.18263,-2215000,-0.016,,0.15364361,1.4156626,0.63137,1640908800,1585612800,,,26517675,388845376,,,,,,,,,,,,,,https://logo.clearbit.com/awilcolng.no,8,Aker Brygge,,,,,
AVANCE,HM 08,Energy,"Avance Gas Holding Ltd, together with its subsidiaries, engages in the transportation of liquefied petroleum gas (LPG) worldwide. The company transports LPG from the Middle East Gulf and the United States Gulf/the United States East Coast to destinations in Europe, South America, India, and Asia. As of December 31, 2019, it operated through a fleet of 14 very large gas carriers. The company was founded in 2007 and is based in Hamilton, Bermuda.",Hamilton,472 200 4800,Bermuda,[],http://www.avancegas.com,1,Par-la-Ville Place,,Oil & Gas Integrated,20.52,20.5,24.131313,0.014619883,0.1991,,21.1,,599793,,20.52,19.450588,0.3,20.5,,599793,,,,2.86,1583884800,1.839721,,,20.44,2,NOK,15.42773,256712,,,,1332604032,,,804484,4.582371,20.44,21.04,,66000,256712,58.4,65.375,,,16.24,20.98,False,0.13939999,90400,21.1,OSL,AVANCE GAS HLDGS L,Avance Gas Holding Ltd,Europe/Oslo,CEST,False,7200000,EQUITY,AVANCE.OL,finmb_116150043,no_market,,5.945,,0.29652,11.332,-0.23859,,0.32,,63700000,,,6.179,,,,1577750400,0.1523,86232000,1.356,,0.15364361,3.3856611,0.36513,1640908800,1585612800,,,44520567,1728814976,,,,,,,,,,,,,,https://logo.clearbit.com/avancegas.com,8,14 Par-la-Ville Road PO Box HM 1593,,,,,
BALT-ME,0160,Real Estate,"Baltic Sea Properties AS, together with its subsidiaries, engages in the commercial real estate business in the Baltics. It develops, rents out, and manages primarily logistics, industrial, and retail properties. The company is based in Oslo, Norway.",Oslo,47 93 09 43 19,Norway,[],http://www.balticsea.no,1,Rosenkrantzâ 20,,Real Estate Services,30.8,30.8,29.383942,,0,,30.8,,80,,30.8,29.888235,,30.8,,80,,,,,1548374400,0.824786,,,30.8,2,NOK,,400,,,,205368544,,,236,3.7617133,30.8,0,,,400,35,,,,18.5,0,False,,,30.8,OSL,BALTIC SEA PROP AS,Baltic Sea Properties AS,Europe/Oslo,CEST,False,7200000,EQUITY,BALT-ME.OL,finmb_543966145,no_market,,9.072,,-0.74741995,12.872,-0.120000005,,,,6667810,,,27.26,,,,1577750400,,-40804756,-6.12,,0.15364361,1.1298605,,1640908800,1577750400,,,3993289,495289856,,,,,,,,,,,,,,https://logo.clearbit.com/balticsea.no,,,,,,,
