ticker,name,sector_osebx,last_,buy,sell,tradecount,info,marketcap,profit_today,profit_1wk,profit_1month,profit_ytd,profit_1yr,zip,sector_yahoo,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fullTimeEmployees,fax,trailingPE,state,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid
AKER,Aker,Financials,418.4,418.4,419.2,550,,31075.72,0.0038,0.0576,0.046500000000000014,-0.2062,-0.0622,1366,Energy,"Aker ASA, an industrial investment company, operates in the oil and gas, maritime assets, and marine biotechnology sectors primarily in Norway and internationally. It operates through two segments, Industrial Holdings and Financial Investments. The company provides services, technologies, and product solutions for the oil and gas industry; provides engineering, procurement, and construction services for the offshore oil and gas, as well as renewable industries; and explores for and produces oil and gas on the Norwegian continental shelf. It also develops, manufactures, markets, and sells krill-based ingredients to the consumer health, aquaculture, and animal nutrition markets; and owns and charters vessels. The company was founded in 1841 and is headquartered in Lysaker, Norway. Aker ASA is a subsidiary of TRG Holding AS.",Lysaker,47 24 13 00 00,Norway,[],http://www.akerasa.com,1.0,OksenOeyveien 10,Oil & Gas Equipment & Services,,417.2,420.0,341.31824,0.028163949,0.0,,422.6,,79732.0,,417.2,402.81177,11.75,420.0,,79732.0,,,,11.75,1595289600.0,1.717364,,,417.4,2.0,NOK,36252.0,,,,31341172736.0,,,107771.0,0.66531885,417.4,419.2,,111700.0,36252.0,566.0,15.939048000000001,,,182.2,418.6,False,0.028199999,108400.0,422.6,OSL,AKER ASA,Aker ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKER.OL,finmb_12074458,no_market,,1.9080000000000001,,-0.08871,35.166,-0.08616191,,26.25,,74272800.0,,,251.43200000000002,,,,1577750400.0,0.19775999,-4124000000.0,-56.266000000000005,11.75,0.16381514,1.6640681,0.70268,1640908800.0,1593475200.0,,,67696448.0,89883426816.0,,,,,1595289600.0,,,,,,,,,,https://logo.clearbit.com/akerasa.com,21865.0,47 24 13 01 01,,,,,,
AKBM-ME,Aker BioMarine,Consumer staples,88.0,87.63,88.0,329,,7707.58,-0.0222,-0.0434,-0.0748,,,1327,Healthcare,"Aker BioMarine AS, a biotechnology company, develops krill-derived ingredients and products for nutraceutical, aquaculture, and animal feed applications. The company provides krill oil products, including omega-3s, phospholipids, choline, and astaxanthin for the human market under the Superba brand. It also offers Qrill aqua product for aquaculture; and QRILL pet, a functional ingredient for pet food. The company is headquartered in Lysaker, Norway. Aker BioMarine ASA is a subsidiary of Aker ASA.",Lysaker,47 24 13 00 00,Norway,[],http://www.akerbiomarine.com,1.0,OksenOeyveien 10,Drug Manufacturers—Specialty & Generic,PO Box 496,90.0,90.1,94.68046,,,,90.5,,41091.0,,90.0,93.15,,90.1,,41091.0,,,,,,,,,87.11,2.0,NOK,126522.0,,,,,,,86323.0,,87.11,87.99,,,126522.0,114.0,,,,87.0,87.63,False,,,90.5,OSL,AKER BIOMARINE AS,Aker BioMarine AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKBM-ME.OL,finmb_884321,no_market,,42.733000000000004,,-0.00658,200.93400000000003,-0.14517665,,,,,,,2.051,,,,1546214400.0,,-1022000.0,-0.015,,0.16381514,42.905895,,1609372800.0,1593475200.0,,,14751544.0,6637849600.0,,,,,,,,,,,,,,,https://logo.clearbit.com/akerbiomarine.com,,,,,,,,
AKERBP,Aker BP,Energy,151.75,151.65,151.75,1679,,54635.59,-0.0007000000000000001,0.0462,-0.0755,-0.4498,-0.3435,1366,Energy,"Aker BP ASA engages in the exploration, development, and production of oil and gas on the Norwegian Continental Shelf. The company has working interests in 42 fields/projects. As of December 31, 2019, its total net proven reserves were 666 million barrels of oil equivalents; and estimated total net proven plus probable reserves were 906 million barrels of oil equivalents. The company was formerly known as Det norske oljeselskap ASA and changed its name to Aker BP ASA in October 2016. Aker BP ASA was founded in 2001 and is headquartered in Fornebu, Norway.",Fornebu,47 51 35 30 00,Norway,[],http://www.akerbp.com,1.0,Building B,Oil & Gas E&P,Fornebuporten OksenOeyveien 10 Lysaker,151.85,153.0,166.42628,0.012038195,,,154.0,,765925.0,,151.85,161.05882,1.828,153.0,,765925.0,,,,7.41,1596153600.0,1.7450729999999999,,,151.05,2.0,NOK,422252.0,,,,54635614208.0,,,761047.0,17.832945000000002,151.05,151.8,,0.0,422252.0,297.9,89.2647,,,89.42,151.65,False,0.0479,0.0,154.0,OSL,AKER BP ASA,Aker BP ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKERBP.OL,finmb_9048461,no_market,,19.085,,-0.031630002000000004,26.686,-0.37092835,,1.7,,360036992.0,,,5.317,,,,1577750400.0,0.16023001,-96917000.0,-0.26899999999999996,1.85169,0.16381514,28.540531,0.70299006,1640908800.0,1593475200.0,,,106621955.0,58470850560.0,,1261526400.0,1:1,,1596153600.0,,1.715,,,,,,,,https://logo.clearbit.com/akerbp.com,1703.0,,,,,,,
ACC-ME,Aker Carbon Capture,Industrials,8.6,8.56,8.6,1672,,4869.82,0.0078,0.4988,0.8513,,,1366,Industrials,"Aker Carbon Capture AS provides carbon capture technologies. Its technologies mitigate the environmental cost of industry. The company's carbon capture process uses a mixture of water and organic amine solvents to absorb the CO2 that can be applied on emissions from various sources, such as gas, coal, cement, refineries, and waste-to-energy through to hydrogen and other process industries. Its portfolio of products include Just Catch, Big Catch, and Offshore Just Catch, as well as mobile test unit. The company is based in Lysaker, Norway. Aker Carbon Capture AS(OB:ACC-ME) operates independently of Aker Solutions ASA as of August 26, 2020.",Lysaker,47 67 51 30 00,Norway,[],http://www.akercarboncapture.com,1.0,OksenÃ¸yveien 8,Pollution & Treatment Controls,,8.536,8.897,5.619776,,,,9.085,,9521061.0,,8.536,5.619776,,8.897,,9521061.0,,,,,,,,,8.4,2.0,NOK,3763399.0,,,,4869814272.0,,,7302565.0,,8.4,8.603,,,3763399.0,10.7,,,,3.85,8.555,False,,,9.085,OSL,AKER CARBON CAPTUR,Aker Carbon Capture AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,ACC-ME.OL,finmb_677426400,no_market,,,,0.0,,0.6831683000000001,,,,566060032.0,,,0.031,,,,,,,,,0.16381514,277.5161,,,1596153600.0,,,,4811513344.0,,,,,,,,,,,,,,,https://logo.clearbit.com/akercarboncapture.com,21.0,47 67 82 69 50,,,,,,
AOW-ME,Aker Offshore Wind Holding,Industrials,5.04,5.04,5.05,1391,,3084.88,-0.029,0.047400000000000005,0.7291,,,1366,Energy,"Aker Offshore Wind Holding AS engages in the development of deep-water wind power production. It has a portfolio of development projects and prospects in Europe, North America, and Asia. The company is based in Lysaker, Norway. Aker Offshore Wind Holding AS(OB:AOW-ME) operates independently of Aker Solutions ASA as of August 26, 2020.",Lysaker,47 67 51 30 00,Norway,[],http://www.akeroffshorewind.com,1.0,OksenÃ¸yveien 8,Oil & Gas Equipment & Services,,5.2,5.28,4.094707,,,,5.35,,10415917.0,,5.2,4.094707,,5.28,,10415917.0,,,,,,,,,5.0,2.0,NOK,4646909.0,,,,3084878080.0,,,11818120.0,,5.0,5.048,,,4646909.0,6.599,,,,1.99,5.04,False,,,5.35,OSL,AKER OFFSHORE WIND,Aker Offshore Wind Holding AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,AOW-ME.OL,finmb_677430128,no_market,,,,0.0,,0.59530795,,,,612078976.0,,,0.494,,,,,,,,,0.16381514,10.20243,,,1596153600.0,,,,3329708800.0,,,,,,,,,,,,,,,https://logo.clearbit.com/akeroffshorewind.com,30.0,,,,,,,
AKSO,Aker Solutions,Energy,10.34,10.34,10.35,714,,2811.89,0.0049,0.1858,0.2016,-0.4966,-0.4811,1366,Energy,"Aker Solutions ASA provides products, systems, and services to the oil and gas industry worldwide. The company operates through Projects and Services segments. It offers field planning, feasibility, and concept studies; floater designs; digital solutions; and deep water risers. The company also provides engineering, project management, and procurement services, such as design of offshore oil and gas production facilities, and onshore receiving and processing facilities; jacket designs; subsea production systems; subsea trees; and control systems. In addition, it offers subsea wellheads engineering, manufacturing, installation, and life-of-field support services, including umbilical systems, subsea structures, tie-in systems, subsea compression and pump systems, subsea power distribution and processing systems, and intervention and workover systems; and lifecycle, hook-up and completion, maintenance, modification, asset integrity management, and yards and fabrication services. Aker Solutions ASA was founded in 1841 and is headquartered in Fornebu, Norway.",Fornebu,47 67 51 30 00,Norway,[],http://akersolutions.com,1.0,OksenÃ¸yveien 8,Oil & Gas Equipment & Services,,10.29,10.4,9.195383999999999,0.14091352,0.0,,10.57,,4041523.0,,10.29,9.354412,1.45,10.4,,4041523.0,,,,,1428624000.0,2.046182,,,10.31,2.0,NOK,1133411.0,,,,2811890688.0,,,5156092.0,0.10670097,10.31,10.37,,58500.0,1133411.0,26.18,4.4377685,,,4.362,10.35,False,,156700.0,10.57,OSL,AKER SOLUTIONS ASA,Aker Solutions ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKSO.OL,finmb_262890984,no_market,,0.40399999999999997,,-0.03779,16.791,-0.556823,,2.33,,271943008.0,,,24.02,,,,1577750400.0,0.26966998,-996000000.0,-3.667,1.45,0.16381514,0.4304746,0.46942002,1640908800.0,1593475200.0,,,130222507.0,10645291008.0,,1175212800.0,1:5,,1428624000.0,,,,,,,,,,https://logo.clearbit.com/akersolutions.com,13000.0,47 67 82 69 50,,,,,,
AKVA,AKVA Group,Industrials,71.2,71.4,71.8,22,LP,2359.84,-0.0084,-0.0352,0.1125,-0.0244,-0.039900000000000005,4353,Industrials,"AKVA Group ASA develops, designs, manufactures, assembles, sells, and installs technology products; and provides rental and consulting services for the aquaculture industry. The company operates through three segments: Cage Based Technology, Software, and Land Based Technology. The Cage Based Technology segment offers plastic cages, steel cages, feed barges, feed systems, sensor and camera systems, biomass estimation systems, underwater lights, net cleaning systems, and nets and mooring systems under the Polarcirkel, Wavemaster, and Akvasmart hardware brands. This segment also supplies polyethylene work boats, pipes, ROV's, and subsea solutions to aquaculture, oil service, and maritime industries. The Software segment provides production control, planning, traceability, and ERP software for the aquaculture and fishing industries under the Fishtalk brand. This segment also operates AKVAconnect, a process control platform that enables real-time control of various mission critical equipment, such as feeding systems, environmental sensors, barges, and cameras installed on-site at the farmer's locations. The Land Based Technology segment designs and delivers recirculation systems for land based fish farming, as well as provides water quality conditions for fresh and seawater operations. The company also offers PRISMA, a cloud-based data platform for the aquaculture eco-system. AKVA group ASA operates in Norway, Chile, Canada, Scotland, Denmark, and internationally. The company is based in Klepp Stasjon, Norway. AKVA Group ASA is a subsidiary of Egersund Group AS.",Klepp Stasjon,47 51 77 85 00,Norway,[],http://www.akvagroup.com,1.0,Plogfabrikkvegen 11,Farm & Heavy Construction Machinery,,71.8,71.8,60.38029,0.013927576,15.3846,,71.8,,7018.0,,71.8,66.31765,1.0,71.8,,7018.0,,,,2.0,1582502400.0,0.6964279999999999,,,70.6,2.0,NOK,2274.0,,,,2359838464.0,,,3773.0,0.7760868000000001,70.6,71.8,,49600.0,2274.0,77.4,12.425828,,,41.3,71.4,False,0.0279,34200.0,71.8,OSL,AKVA GROUP ASA,AKVA Group ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AKVA.OL,finmb_162314,no_market,,1.1520000000000001,,0.0013400001,30.879,-0.055263102,,5.73,,33143800.0,,,31.016,,,,1577750400.0,0.13203,4087000.0,0.12300000000000001,1.0,0.16381514,2.2955892,0.7511,1640908800.0,1593475200.0,,,8058999.0,3503630848.0,,,,,1582502400.0,,-0.095,,,,,,,,https://logo.clearbit.com/akvagroup.com,1431.0,,578.86176,,,,,
AMSC,American Shipping Company,Industrials,29.5,29.45,29.65,47,,1788.19,0.0068000000000000005,0.0172,0.0612,-0.0222,-0.0203,1366,Industrials,"American Shipping Company ASA, through its subsidiaries, operates as a ship owning and lease finance company in the United States. It is involved in the purchase and bareboat chartering of product tankers, shuttle tankers, and other vessels to operators and end users in the Jones Act market. The company operates a fleet of nine product tankers and one shuttle tanker. The company was formerly known as Aker American Shipping ASA and changed its name to American Shipping Company ASA in June 2008. American Shipping Company ASA was founded in 2005 and is headquartered in Lysaker, Norway.",Lysaker,,Norway,[],http://www.americanshippingco.com,1.0,Building B,Marine Shipping,OksenOeyveien 10,29.3,29.3,25.972483,0.011604096000000001,2.1353,,29.5,,42739.0,,29.3,28.979412,0.34,29.3,,42739.0,,,,3.58,1598486400.0,0.999384,,,29.0,2.0,NOK,21142.0,,,,1788186752.0,,,50166.0,20.296318,29.0,29.65,,114600.0,21142.0,37.5,79.72973,,11.52,15.06,29.5,False,0.1223,172600.0,29.5,OSL,AMER SHIPPING COMP,American Shipping Company ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AMSC.OL,finmb_22594564,no_market,,25.936,,0.106709994,26.826,-0.14411765,,0.37,,60616500.0,,,2.6069999999999998,,,,1577750400.0,0.19708,9402000.0,0.155,0.8958,0.16381514,11.315688,0.28123000000000004,1640908800.0,1593475200.0,,,43989211.0,2285039872.0,,,,,1598486400.0,,0.5710000000000001,,,,,,,,https://logo.clearbit.com/americanshippingco.com,3.0,,190.32259,,,,,
ANDF-ME,Andfjord Salmon,Consumer staples,52.5,52.15,52.5,20,,1769.28,-0.0053,0.0118,0.0553,,,8400,Consumer Defensive,"Andfjord Salmon AS engages in the shore based farming of Atlantic salmon. The company holds a license for 10,000 tons maximum allowed biomass (MAB) for land-based farming. Andfjord Salmon AS was founded in 2014 and is headquartered in Sortland, Norway.",Sortland,,Norway,[],http://www.andfjordsalmon.com,1.0,Havnegata 19,Farm Products,,52.78,52.78,52.670677000000005,,0.0,,53.5,,20547.0,,52.78,50.02088,,52.78,,20547.0,,,,,,,,,52.5,2.0,NOK,7264.0,,,,1769281536.0,,,23101.0,1074.5510000000002,52.5,52.5,,,7264.0,65.0,,,,46.5,52.15,False,,,53.5,OSL,ANDFJORD SALMON AS,Andfjord Salmon AS,Europe/Oslo,CEST,False,7200000.0,EQUITY,ANDF-ME.OL,finmb_570862527,no_market,,976.25,,0.0,,-0.10490692,,,,33700600.0,,,8.402000000000001,,,,1577750400.0,,-10354177.0,-0.307,,0.16381514,6.248512,,1640908800.0,1593475200.0,,,10509211.0,1607425920.0,,,,,,,,,,,,,,,https://logo.clearbit.com/andfjordsalmon.com,,,,,,,,
ABT,Aqua Bio Technology,Materials,6.0,5.95,6.0,72,LP,110.32,0.0435,-0.0476,-0.0323,1.5641,0.9868,1366,Healthcare,"Aqua Bio Technology ASA engages in developing and commercializing active ingredients for use in skin care products in Norway. It offers Aquabeautine XL, a proprietary ingredient; and Spirulysat, an antioxidant for cosmetic use. The company also markets and distributes natural and skin care products to consumers, retailers, and professionals in Europe and the Middle East. It distributes its products through Internet, stores, and skin care clinics. The company markets and distributes organic skin care products under the Moana brand name in New Zealand and arctic skin care products under the Cuvget brand name in Norway. Aqua Bio Technology ASA was founded in 2000 and is based in Lysaker, Norway.",Lysaker,,Norway,[],http://www.aquabiotechnology.com,1.0,Fornebuveien 37,Biotechnology,,5.75,5.75,4.2747445,0.17391305,0.0,,6.1,,98346.0,,5.75,6.4382353,1.0,5.75,,98346.0,,,,,1496880000.0,1.4057879999999998,,,5.65,2.0,NOK,89988.0,,,,92132400.0,,,117635.0,104.48362,5.65,6.0,,320000.0,89988.0,9.2,-11.111111,,,1.25,5.95,False,,330000.0,6.1,OSL,AQUA BIO TECHNOLOG,Aqua Bio Technology ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ABT.OL,finmb_39453852,no_market,,99.17200000000001,,0.0,-7.25,1.0535715,,-0.54,,15355400.0,,,0.06,,,,1577750400.0,0.02359,-10915715.0,-0.75,1.0,0.16381514,100.0,0.80484,1640908800.0,1593475200.0,,,6603165.0,87448832.0,,1309132800.0,1:20,,1496880000.0,,,,,,,,,,https://logo.clearbit.com/aquabiotechnology.com,,,,,,,,
AQUA,AqualisBraemar,Energy,5.45,5.4,5.5,9,,383.22,-0.018000000000000002,-0.0091,-0.0268,0.4748,0.471,0161,Energy,"AqualisBraemar ASA, an investment holding company, provides marine and engineering consultancy services to the offshore oil and gas industry and offshore renewables market worldwide. It offers marine and offshore engineering services, such as deep and shallow water installation engineering; marine operations and surveying, including rig moving and tow master, as well as engineering support services; owns and supervises vessel construction; engineering and project management services; concept, FEED, and basic design services for new-build and vessel upgrades; and rig inspection services. The company also provides marine warranty and consultancy, risk consulting, transportation and installation, dynamic positioning and critical systems, and technical due diligence services. The company was formerly known as Aqualis ASA and changed its name to AqualisBraemar ASA in June 2019. AqualisBraemar ASA was incorporated in 2014 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://aqualisbraemar.com,1.0,Olav Vs gate 6,Oil & Gas Equipment & Services,,5.55,5.4,4.163139,0.004144144000000001,,,5.45,,35693.0,,5.55,5.441176400000001,0.023,5.4,,35693.0,,,,0.2,1591833600.0,1.1453200000000001,,,5.4,2.0,NOK,8256.0,,,,383224352.0,,,36592.0,5.058399700000001,5.4,5.5,,385400.0,8256.0,5.9,38.92857,,,2.15,5.45,False,0.0357,402100.0,5.45,OSL,AQUALISBRAEMAR ASA,AqualisBraemar ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AQUA.OL,finmb_266259656,no_market,,5.03,,0.03333,131.72,0.51351345,,0.14,,70316400.0,,,0.696,,,,1577750400.0,0.07898,2525000.0,0.036000000000000004,0.2,0.16381514,7.830459599999999,0.58599,1640908800.0,1593475200.0,,,20623810.0,381065216.0,,1468368000.0,25:1,,1591833600.0,,-0.894,,,,,,,,https://logo.clearbit.com/aqualisbraemar.com,439.0,,151.38889,,,,,
ARCHER,Archer,Energy,2.25,2.21,2.25,23,,332.85,0.0,0.07139999999999999,0.0563,-0.2925,-0.4079,HM 08,Energy,"Archer Limited, an oilfield service company, provides various oilfield products and services to the oil and gas industry. It operates through two segments, Eastern Hemisphere and Western Hemisphere. The company provides oiltools, such as plugs and abandonment (P&A), slot recovery and P&A, cementing, and well cleaning solutions; land drilling and platform drilling services; and modular drilling rigs. It also offers engineering services, such as project management, construction and installations, multidiscipline engineering, consulting, and inspection services. In addition, the company provides cased hole logging, conveyance and mechanical/slickline, and R&D and technology development services. Further, it offers fluids, guarantor, international personnel, management, and equipment rental services, as well as performs rig inspections. The company operates in Angola, Argentina, Australia, Bolivia, Brazil, Canada, Congo, Indonesia, Malaysia, Nigeria, Norway, Saudi Arabia, the United Arab Emirates, the United Kingdom, and the United States. The company was formerly known as Seawell Limited and changed its name to Archer Limited in May 2011. Archer Limited was founded in 2007 and is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.archerwell.com,1.0,Par la Ville Place,Oil & Gas Drilling,4th Floor 14 Par-la-Ville Road,2.25,2.26,2.0833285,,0.0,,2.29,,111572.0,,2.25,2.1938236,,2.26,,111572.0,,,,,,2.777093,,,2.17,4.0,NOK,50045.0,,,,333112512.0,,,264940.0,0.42695785,2.17,2.25,,100400.0,50045.0,4.65,37.5,,,1.1,2.205,False,,503000.0,2.29,OSL,ARCHER LTD,Archer Limited,Europe/Oslo,CEST,False,7200000.0,EQUITY,ARCHER.OL,finmb_37612323,no_market,,1.1420000000000001,,-0.06473,10.276,-0.3901099,,0.06,,148050000.0,,,0.682,,,,1577750400.0,0.12627,-50500000.0,-0.341,,0.16381514,3.2991203999999996,0.41856998,1640908800.0,1593475200.0,,,105861885.0,890913152.0,,1443398400.0,1:10,,,,-0.7,,,,,,,,https://logo.clearbit.com/archerwell.com,4703.0,,,,,,,
AZT,ArcticZymes Technologies,Health care,74.2,74.2,74.4,486,,3586.43,0.0306,0.1594,0.2367,,,9294,Healthcare,"ArcticZymes Technologies ASA develops, manufactures, and markets immunomodulating beta-glucans and recombinant enzymes in Norway, Europe, Asia, Australia, Africa, and the Americas. It operates through two segments, Enzymes and Beta-Glucans. The company provides recombinant enzymes that are primarily derived from cold-water marine species and organisms from other relevant environments for use in molecular research, in vitro diagnostics, and therapeutics. It offers shrimp alkaline phosphatase and derived kits for cleanup prior to Sanger sequencing and next generation sequencing (NGS) processes; cod UNG for use in viral and other molecular diagnostic assays; double-strand specific DNases and derived kits for the removal of DNA from RNA samples; polymerases for technology development for life science, molecular diagnostics, NGS, and synthetic biology; proteinase for microbiological diagnostics and liquid biopsies; salt active nuclease for the removal of nucleic acids during manufacturing of vaccines, viruses, recombinant proteins, and other reagents; and ligases for joining DNA fragments. The company also provides immunomodulating beta-glucans products for the wound care, animal and consumer health, and adjuvants markets. It offers Woulgan wound gel; M-Glucan, a natural immune-stimulating product for fish and animal feed; and M-Gard, a natural immune-stimulating ingredients to enhance physical health. The company was formerly known as Biotec Pharmacon ASA and changed its name to ArcticZymes Technologies ASA in June 2020. ArcticZymes Technologies ASA was founded in 1990 and is headquartered in TromsÃ¸, Norway.",TromsÃ¸,47 77 64 89 00,Norway,[],http://arcticzymes.com,1.0,Sykehusveien 23,Biotechnology,PO Box 6463,72.0,73.0,,,0.0,,74.6,,,,72.0,,,73.0,,,,,,,,1.9766,,,73.0,2.0,NOK,149713.0,,,,3586434560.0,,,,27.597510999999997,73.0,74.4,,,149713.0,74.6,,,,73.0,74.2,False,,,74.6,OSL,ARCTICZYMES TECH,ArcticZymes Technologies ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AZT.OL,finmb_13529463,no_market,,26.474,,0.30978,82.664,,,,,48334700.0,,,1.73,,,,1577750400.0,0.0896,40258000.0,0.833,,0.16381514,42.89017,0.3134,1640908800.0,1593475200.0,,,31030377.0,3440474368.0,,,,,,,,,,,,,,,https://logo.clearbit.com/arcticzymes.com,36.0,47 77 64 89 01,89.07562,,,,,
ARCUS,Arcus,Consumer staples,43.8,43.7,43.8,83,,2969.67,0.0092,0.0092,0.0762,0.2506,0.2541,1483,Consumer Defensive,"Arcus ASA, together with its subsidiaries, imports, produces, markets, sells, and distributes wine and spirits. It offers its products under the Lysholm Linie, LÃ¸iten Linie, Gammel Opland, Gilde, Aalborg, Malteserkreutz and SnÃ¤llerÃ¶ds, Gammel Dansk, Braastad cognac, Vikingfjord, Amundsen, Brennevin Seksti, Vanlig, Dworek, Hammer, Kalinka, Dobra, Doppio Passo, Pietro de Campo, Hot n'Sweet, Dooley's, Eau de Vie, Golden Cock, St. Hallvard, Upper Ten, Dry Anis, Star Gin, and Akvavit brands. The company also provides logistics services for alcoholic beverages. It operates in Norway, Sweden, Finland, Denmark, Germany, the United States, and internationally. Arcus ASA is headquartered in Hagan, Norway.",Hagan,47 67 06 50 00,Norway,[],http://www.arcus.no,1.0,Destilleriveien 11,Beverages—Wineries & Distilleries,Postbox 64,43.4,43.5,38.54203,0.038248844,0.59290004,,43.8,,159478.0,,43.4,41.08235,1.66,43.5,,159478.0,,,,1.66,1591833600.0,0.416566,,,43.4,2.0,NOK,90332.0,,,,2979113984.0,,,42648.0,1.0304870000000002,43.4,43.8,,0.0,90332.0,44.0,13.113772,,,27.1,43.7,False,0.0382,0.0,43.8,OSL,ARCUS ASA,Arcus ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,ARCUS.OL,finmb_245559265,no_market,,1.505,,0.06953,12.569,0.1988951,,3.34,,68016304.0,,,25.369,,,,1577750400.0,0.79032,201020992.0,2.7880000000000003,1.66,0.16381514,1.7265166,0.15168999,1640908800.0,1593475200.0,,,26169423.0,4351530496.0,,,,,1591833600.0,,1.107,,,,,,,,https://logo.clearbit.com/arcus.no,430.0,,15.710185999999998,,,,,
AFK,Arendals Fossekompani,Industrials,4380.0,4360.0,4380.0,46,,9589.66,0.0046,0.095,0.3273,0.7101000000000001,0.9138,4841,Utilities,"Arendals Fossekompani ASA, an industrial investment company, engages in the operating hydro power plants. The company also builds and operates cogeneration power plants; provides industrial induction heating processes; offers satellite communications and IT solutions; develops and delivers business-critical IT solutions and services; and provides system solutions and products in the fields of instrumentation, data collection, and remote monitoring and control. In addition, it offers equipment for powder production of advanced materials; and data and consulting services to the European energy market. Further, the company operates airport, as well as develops various properties. Arendals Fossekompani ASA was founded in 1896 and is headquartered in Arendal, Norway.",Arendal,47 37 23 44 00,Norway,[],http://arendalsfossekompani.no,1.0,Langbryggen 9,Utilities—Renewable,,4360.0,4360.0,2886.0583,0.012844036000000001,,,4460.0,,812.0,,4360.0,3610.0,56.0,4360.0,,812.0,,,,70.0,1598227200.0,0.27955599999999997,,,4300.0,2.0,NOK,292.0,,,,9613924352.0,,,300.0,2.2394173,4300.0,4400.0,,2000.0,292.0,4700.0,,,,2100.0,4360.0,False,0.015700001,1500.0,4460.0,OSL,ARENDALS FOSSEKOMP,Arendals Fossekompani ASA,Europe/Oslo,CEST,False,7200000.0,EQUITY,AFK.OL,finmb_9245759,no_market,,2.136,,-0.0026100000000000003,28.708000000000002,0.8739495,,,,2194960.0,,,1326.569,,,,1577750400.0,0.012560001000000001,-34194000.0,-5.33,14.0,0.16381514,3.3017507000000004,0.86077005,1640908800.0,1593475200.0,,,2184858.0,9170505728.0,,1524787200.0,5:1,,1598227200.0,,-0.655,,,,,,,,https://logo.clearbit.com/arendalsfossekompani.no,2100.0,,,,,,,
