ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,phone,fax,trailingPE,address2,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
AKVA,4353,Industrials,1431,"AKVA Group ASA develops, designs, manufactures, assembles, sells, and installs technology products; and provides rental and consulting services for the aquaculture industry. The company operates through three segments: Cage Based Technology, Software, and Land Based Technology. The Cage Based Technology segment offers plastic cages, steel cages, feed barges, feed systems, sensor and camera systems, biomass estimation systems, underwater lights, net cleaning systems, and nets and mooring systems under the Polarcirkel, Wavemaster, and Akvasmart hardware brands. This segment also supplies polyethylene work boats, pipes, ROV's, and subsea solutions to aquaculture, oil service, and maritime industries. The Software segment provides production control, planning, traceability, and ERP software for the aquaculture and fishing industries under the Fishtalk brand. This segment also operates AKVAconnect, a process control platform that enables real-time control of various mission critical equipment, such as feeding systems, environmental sensors, barges, and cameras installed on-site at the farmer's locations. The Land Based Technology segment designs and delivers recirculation systems for land based fish farming, as well as provides water quality conditions for fresh and seawater operations. The company also offers PRISMA, a cloud-based data platform for the aquaculture eco-system. AKVA group ASA operates in Norway, Chile, Canada, Scotland, Denmark, and internationally. The company is based in Klepp Stasjon, Norway. AKVA Group ASA is a subsidiary of Egersund Group AS.",Klepp Stasjon,Norway,[],http://www.akvagroup.com,1,Plogfabrikkvegen 11,Farm & Heavy Construction Machinery,64,62.4,59.77664,0.015625,15.3846,,62.4,,2776,,64,63.27647,1,62.4,,2776,,,,2,1582502400,0.655052,,,62.4,2,NOK,179,,,,2068959360,,,4555,0.6804246,62.4,63.6,,49600,179,79.4,10.890053,,,41.3,62.4,False,0.0313,34200,62.4,OSL,AKVA GROUP ASA,AKVA Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKVA.OL,finmb_162314,no_market,,1.067,,0.0013400001,28.6,-0.18781728,,5.73,,33156400,,,31.016,,,,1577750400,0.13203,4087000,0.123,,0.2070489,2.011865,0.7511,1640908800,1593475200,,,8066625,3245010944,,,,,,-0.095,,,,,,,,https://logo.clearbit.com/akvagroup.com,47 51 77 85 00,,507.31708,,,,,,
ABT,1366,Healthcare,,"Aqua Bio Technology ASA engages in developing and commercializing active ingredients for use in skin care products in Norway. It offers Aquabeautine XL, a proprietary ingredient; and Spirulysat, an antioxidant for cosmetic use. The company also markets and distributes natural and skin care products to consumers, retailers, and professionals in Europe and the Middle East. It distributes its products through Internet, stores, and skin care clinics. The company markets and distributes organic skin care products under the Moana brand name in New Zealand and arctic skin care products under the Cuvget brand name in Norway. Aqua Bio Technology ASA was founded in 2000 and is based in Lysaker, Norway.",Lysaker,Norway,[],http://www.aquabiotechnology.com,1,Fornebuveien 37,Biotechnology,5.7,5.85,3.4518979,0.1754386,0,,5.95,,231048,,5.7,5.0902944,1,5.85,,231048,,,,,1496880000,1.296747,,,5.3,2,NOK,32337,,,,89061320,,,175903,68.76313,5.3,5.6,,320000,32337,8.8,-10.740741,,,1.25,5.3,False,,330000,5.95,OSL,AQUA BIO TECHNOLOG,Aqua Bio Technology ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ABT.OL,finmb_39453852,no_market,,62.269,,0,-6.202,1.7450981,,-0.54,,15355400,,,0.477,,,,1577750400,0.02359,-13215518,-1.03,,0.2070489,12.159329,0.80484,1640908800,1577750400,,,1789210,80650072,,1309132800,1:20,,,,,,,,,,,https://logo.clearbit.com/aquabiotechnology.com,,,,,,,,,
AMSC,1366,Industrials,3,"American Shipping Company ASA, through its subsidiaries, operates as a ship owning and lease finance company in the United States. It is involved in the purchase and bareboat chartering of product tankers, shuttle tankers, and other vessels to operators and end users in the Jones Act market. The company operates a fleet of nine product tankers and one shuttle tanker. The company was formerly known as Aker American Shipping ASA and changed its name to American Shipping Company ASA in June 2008. American Shipping Company ASA was founded in 2005 and is headquartered in Lysaker, Norway.",Lysaker,Norway,[],http://www.americanshippingco.com,1,Building B,Marine Shipping,29.2,28.8,25.580875,0.011643835,2.1353,,28.85,,42701,,29.2,28.485294,0.34,28.8,,42701,,,,3.58,1598486400,0.957026,,,28.1,2,NOK,37051,,,,1718477824,,,73886,19.505106,28.1,28.35,,114600,37051,37.5,76.62162,,11.47,15.06,28.35,False,0.122700006,172600,28.85,OSL,AMER SHIPPING COMP,American Shipping Company ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AMSC.OL,finmb_22594564,no_market,,25.867,,0.106709994,26.755,-0.10778451,,0.37,,60616500,,,2.607,,,,1577750400,0.19708,9402000,0.155,,0.2070489,10.874568,0.28123,1640908800,1593475200,,,43989211,2278983424,,,,,,0.571,,,,,,,,https://logo.clearbit.com/americanshippingco.com,,,182.90323,OksenOeyveien 10,,,,,
ANDF-ME,8400,Consumer Defensive,,"Andfjord Salmon AS operates a fish farm. It operates a closed sea facility for organic salmon farming. The company was founded in 2014 and is headquartered in Sortland, Norway.",Sortland,Norway,[],http://www.andfjordsalmon.com,1,Havnegata 19,Farm Products,49.6,50.47,54.235416,,0,,50.47,,20212,,49.6,55.236763,,50.47,,20212,,,,,,,,,49.5,2,NOK,13782,,,,1680715648,,,42707,1020.7616,49.5,49.985,,,13782,65,,,,46.5,49.5,False,,,50.47,OSL,ANDFJORD SALMON AS,Andfjord Salmon AS,Europe/Oslo,CEST,False,7200000,EQUITY,ANDF-ME.OL,finmb_570862527,no_market,,916.264,,0,-188.336,-0.14551604,,,,33624400,,,4.914,,,,1577750400,,-6394534,-0.214,,0.2070489,10.171958,,1640908800,,,,,1508657152,,,,,,,,,,,,,,https://logo.clearbit.com/andfjordsalmon.com,,,,8402 Sortland,,,,,
AFG,0663,Industrials,5524,"AF Gruppen ASA, a contracting and industrial company, engages in civil engineering, environment, building, property, energy, and offshore businesses primarily in Norway and Sweden. The company's Civil Engineering business area undertakes civil engineering and niche projects related to roads and railways, port facilities, airports, tunnels, foundation work, power, and energy, as well as onshore facilities for oil and gas. Its Energy and Environment business area provides smart and energy efficient services for buildings and industry; demolition services; and receiving, treating, and recycling of materials. The company's Building business area develops, engineers, and builds commercial, residential, and public buildings, as well as rehabilitation projects. Its Property business area develops residential units and commercial buildings. The Sweden business area engages in building, civil engineering, property, and environmental activities in Sweden. The company's offshore business area undertakes the removal, demolition, and recycling of offshore installations; and new building, modification, and maintenance works related to cranes, modules, and rig services, as well as heating, ventilation, air conditioning, and cooling systems. It also provides services related to the maintenance and modification of onshore facilities for the oil and gas industry. AF Gruppen ASA was founded in 1985 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.afgruppen.com,1,Innspurten 15,Engineering & Construction,166.6,166.8,167.04526,0.036014404,1.2996001,,166.8,,22923,,166.6,176.04117,6,166.8,,22923,,,,12,1589760000,0.439024,,,163.8,2,NOK,1620,,,,17221476352,,,16249,0.6982718,163.8,164.2,,178000,1620,185,19.54708,,5.45,124.5,164,False,0.072,52100,166.8,OSL,AF GRUPPEN,AF Gruppen ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AFG.OL,finmb_6174594,no_market,,0.764,,0.030369999,15.398,-0.0752089,,8.39,,105009000,,,20.408,,,,1577750400,0.14407,749000000,7.291,,0.2070489,8.036064,0.60915,1640908800,1593475200,,,41049068,18847500288,,1263772800,5:1,,,-0.36,,,,,,,,https://logo.clearbit.com/afgruppen.com,47 22 89 11 00,,22.493486,,,,,,
AKSO,1366,Energy,13000,"Aker Solutions ASA provides products, systems, and services to the oil and gas industry worldwide. The company operates through Projects and Services segments. It offers field planning, feasibility, and concept studies; floater designs; digital solutions; and deep water risers. The company also provides engineering, project management, and procurement services, such as design of offshore oil and gas production facilities, and onshore receiving and processing facilities; jacket designs; subsea production systems; subsea trees; and control systems. In addition, it offers subsea wellheads engineering, manufacturing, installation, and life-of-field support services, including umbilical systems, subsea structures, tie-in systems, subsea compression and pump systems, subsea power distribution and processing systems, and intervention and workover systems; and lifecycle, hook-up and completion, maintenance, modification, asset integrity management, and yards and fabrication services. Aker Solutions ASA was founded in 1841 and is headquartered in Fornebu, Norway.",Fornebu,Norway,[],http://akersolutions.com,1,OksenÃ¸yveien 8,Oil & Gas Equipment & Services,9.825,9.825,9.471457,0.14758271,0,,9.825,,5015023,,9.825,13.736286,1.45,9.825,,5015023,,,,,1428624000,2.095818,,,9.39,2,NOK,1380279,,,,2592976640,,,6119349,0.098393984,9.39,9.565,,58500,1380279,30.2,4.0922747,,,4.362,9.545,False,,156700,9.825,OSL,AKER SOLUTIONS ASA,Aker Solutions ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKSO.OL,finmb_262890984,no_market,,0.399,,-0.03779,16.591,-0.6150595,,2.33,,271943008,,,24.02,,,,1577750400,0.26966998,-996000000,-3.667,,0.2070489,0.39696085,0.46942002,1640908800,1593475200,,,130222507,10518837248,,1175212800,1:5,,,,,,,,,,,https://logo.clearbit.com/akersolutions.com,47 67 51 30 00,47 67 82 69 50,,,,,,,
ARCHER,HM 08,Energy,4703,"Archer Limited, an oilfield service company, provides various oilfield products and services to the oil and gas industry. It operates through two segments, Eastern Hemisphere and Western Hemisphere. The company provides oiltools, such as plugs and abandonment (P&A), slot recovery and P&A, cementing, and well cleaning solutions; land drilling and platform drilling services; and modular drilling rigs. It also offers engineering services, such as project management, construction and installations, multidiscipline engineering, consulting, and inspection services. In addition, the company provides cased hole logging, conveyance and mechanical/slickline, and R&D and technology development services. Further, it offers fluids, guarantor, international personnel, management, and equipment rental services, as well as performs rig inspections. The company operates in Angola, Argentina, Australia, Bolivia, Brazil, Canada, Congo, Indonesia, Malaysia, Nigeria, Norway, Saudi Arabia, the United Arab Emirates, the United Kingdom, and the United States. The company was formerly known as Seawell Limited and changed its name to Archer Limited in May 2011. Archer Limited was founded in 2007 and is based in Hamilton, Bermuda.",Hamilton,Bermuda,[],http://www.archerwell.com,1,Par la Ville Place,Oil & Gas Drilling,2.375,2.375,2.1684525,,0,,2.375,,209775,,2.375,2.2902942,,2.375,,209775,,,,,,2.885598,,,2.25,4,NOK,34306,,,,334592992,,,424424,0.42885542,2.25,2.35,,100400,34306,4.65,37.666668,,,1.1,2.265,False,,503000,2.375,OSL,ARCHER LTD,Archer Limited,Europe/Oslo,CEST,False,7200000,EQUITY,ARCHER.OL,finmb_37612323,no_market,,1.149,,-0.06473,10.336,-0.44268292,,0.06,,148050000,,,0.682,,,,1577750400,0.12627,-50500000,-0.341,,0.2070489,3.3137832,0.41856998,1640908800,1593475200,,,105861885,896094912,,1443398400,1:10,,,-0.7,,,,,,,,https://logo.clearbit.com/archerwell.com,,,,4th Floor 14 Par-la-Ville Road,,,,,
ASA,6392,Consumer Defensive,87,"Atlantic Sapphire ASA, together with its subsidiaries, engages in the land-based salmon farming business. The company operates through two segments, Fish Farming (Denmark); and Fish Farming (USA). It is involved in the production and sale of salmon. Atlantic Sapphire ASA was founded in 2010 and is headquartered in Vikebukt, Norway.",Vikebukt,Norway,[],http://www.atlanticsapphire.com,1,Daugstadvegen 445,Farm Products,99.2,98.8,112.14926,,0,,99.6,,102621,,99.2,114.53236,,98.8,,102621,,,,,,1.253558,,,97.2,2,NOK,31807,,,,7100094976,,,79169,1179.2219,97.2,99.4,,,31807,146,,,,68.2,98.8,False,,,99.6,OSL,ATLANTIC SAPPH ASA,Atlantic Sapphire ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ASA.OL,finmb_367799271,no_market,,1189.318,,0,-249.439,0.044025183,,,,71286096,,,2.493,,,,1577750400,0.33597,-35283000,-0.497,,0.2070489,39.951862,0,1640908800,1593475200,,,35772791,7160883712,,,,,,,,,,,,,,https://logo.clearbit.com/atlanticsapphire.com,78 64 31 14 04,,,,,,,,
ARCUS,1483,Consumer Defensive,430,"Arcus ASA, together with its subsidiaries, imports, produces, markets, sells, and distributes wine and spirits. It offers its products under the Lysholm Linie, LÃ¸iten Linie, Gammel Opland, Gilde, Aalborg, Malteserkreutz and SnÃ¤llerÃ¶ds, Gammel Dansk, Braastad cognac, Vikingfjord, Amundsen, Brennevin Seksti, Vanlig, Dworek, Hammer, Kalinka, Dobra, Doppio Passo, Pietro de Campo, Hot n'Sweet, Dooley's, Eau de Vie, Golden Cock, St. Hallvard, Upper Ten, Dry Anis, Star Gin, and Akvavit brands. The company also provides logistics services for alcoholic beverages. It operates in Norway, Sweden, Finland, Denmark, Germany, the United States, and internationally. Arcus ASA is headquartered in Hagan, Norway.",Hagan,Norway,[],http://www.arcus.no,1,Destilleriveien 11,Beverages—Wineries & Distilleries,41.2,41.4,37.022465,0.04029126,0.59290004,,41.4,,36169,,41.2,41.126472,1.66,41.4,,36169,,,,1.66,1591833600,0.458083,,,41.1,2,NOK,4321,,,,2802144000,,,33680,0.9692723,41.1,41.2,,0,4321,43.7,12.33533,,,27.1,41.1,False,0.0414,0,41.4,OSL,ARCUS ASA,Arcus ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ARCUS.OL,finmb_245559265,no_market,,1.427,,0.06953,11.916,0.1077348,,3.34,,68013200,,,25.369,,,,1577750400,0.79032,201020992,2.788,,0.2070489,1.6240294,0.15168999,1640908800,1593475200,,,26168738,4125607680,,,,,,1.107,,,,,,,,https://logo.clearbit.com/arcus.no,47 67 06 50 00,,14.777618,Postbox 64,,,,,
AVANCE,HM 08,Energy,8,"Avance Gas Holding Ltd, together with its subsidiaries, engages in the transportation of liquefied petroleum gas (LPG) worldwide. The company transports LPG from the Middle East Gulf and the United States Gulf/the United States East Coast to destinations in Europe, South America, India, and Asia. As of December 31, 2019, it operated through a fleet of 14 very large gas carriers. The company was founded in 2007 and is based in Hamilton, Bermuda.",Hamilton,Bermuda,[],http://www.avancegas.com,1,Par-la-Ville Place,Oil & Gas Integrated,21,20.8,22.275986,0.014285715,0.2067,,21,,2149722,,21,20.46353,0.3,20.8,,2149722,,,,2.86,1583884800,1.839721,,,20.66,2,NOK,123785,,,,1318590080,,,858616,4.716392,20.66,20.74,,66000,123785,58.4,64.68751,,,16.24,20.72,False,0.134,90400,21,OSL,AVANCE GAS HLDGS L,Avance Gas Holding Ltd,Europe/Oslo,CEST,False,7200000,EQUITY,AVANCE.OL,finmb_116150043,no_market,,6.172,,0.29798,11.744,-0.3423729,,0.32,,63700000,,,6.258,,,,1577750400,0.1523,83308000,1.283,,0.2070489,3.3077662,0.36513,1640908800,1593475200,,,44540136,1725508992,,,,,,-0.318,,,,,,,,https://logo.clearbit.com/avancegas.com,472 200 4800,,16.134062,14 Par-la-Ville Road PO Box HM 1593,,,,,
AURG,1930,Financial Services,,"Aurskog Sparebank provides various banking products and services. The company accepts savings accounts; and offers mortgage, car, other vehicle, construction, green business, and corporate loans, as well as small loans and refinancing. It also offers various bank cards; insurance products and services; and pension, guarantee, overdraft, leasing, and mobile and online banking services. The company operates through its branches in BjÃ¸rkelangen, Ãrnes, Jessheim, and SÃ¸rumsand, Norway. Aurskog Sparebank was founded in 1846 and is headquartered in Aurskog, Norway.",Aurskog,Norway,[],http://aurskog-sparebank.no,1,Senterveien 15,Banks—Regional,200,195,187.9051,0.055,0.33580002,,200,,368,,200,193.79411,11,195,,368,,,,11,1582761600,0.047038,,,195,2,NOK,530,,,,642835968,,,474,2.6789408,195,200,,37700,530,206,14.255168,,5.49,168,195,False,0.055,22000,200,OSL,AURSKOG SPAREBANK,Aurskog Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,AURG.OL,finmb_11340276,no_market,,13.936,,0.45536998,,0.104384065,,14.03,,3214180,,,402.525,,,,1577750400,0.00057,33194000,10.327,,0.2070489,0.49686354,0.26146,1640908800,1585612800,,,2172271,3344047104,,,,,,-0.42,,,,,,,,https://logo.clearbit.com/aurskog-sparebank.no,47 63 85 44 40,47 63 85 44 41,19.366709,,,,,,
AZT,9294,Healthcare,36,"ArcticZymes Technologies ASA develops, manufactures, and markets immunomodulating beta-glucans and recombinant enzymes in Norway, Europe, Asia, Australia, Africa, and the Americas. It operates through two segments, Enzymes and Beta-Glucans. The company provides recombinant enzymes that are primarily derived from cold-water marine species and organisms from other relevant environments for use in molecular research, in vitro diagnostics, and therapeutics. It offers shrimp alkaline phosphatase and derived kits for cleanup prior to Sanger sequencing and next generation sequencing (NGS) processes; cod UNG for use in viral and other molecular diagnostic assays; double-strand specific DNases and derived kits for the removal of DNA from RNA samples; polymerases for technology development for life science, molecular diagnostics, NGS, and synthetic biology; proteinase for microbiological diagnostics and liquid biopsies; salt active nuclease for the removal of nucleic acids during manufacturing of vaccines, viruses, recombinant proteins, and other reagents; and ligases for joining DNA fragments. The company also provides immunomodulating beta-glucans products for the wound care, animal and consumer health, and adjuvants markets. It offers Woulgan wound gel; M-Glucan, a natural immune-stimulating product for fish and animal feed; and M-Gard, a natural immune-stimulating ingredients to enhance physical health. The company was formerly known as Biotec Pharmacon ASA and changed its name to ArcticZymes Technologies ASA in June 2020. ArcticZymes Technologies ASA was founded in 1990 and is headquartered in TromsÃ¸, Norway.",TromsÃ¸,Norway,[],http://arcticzymes.com,1,Sykehusveien 23,Biotechnology,64.6,64.6,,,0,,65,,,,64.6,,,64.6,,,,,,,,1.34727,,,61,2,NOK,263690,,,,2967750656,,,,22.836756,61,61.4,,,263690,65,,,,61,61.2,False,,,65,OSL,ARCTICZYMES TECH,ArcticZymes Technologies ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AZT.OL,finmb_13529463,no_market,,23.722,,0.30978,74.07,,,,,48334700,,,1.73,,,,1577750400,0.0896,40258000,0.833,,0.2070489,35.49133,0.3134,1640908800,1593475200,,,31030377,3082797824,,,,,,,,,,,,,,https://logo.clearbit.com/arcticzymes.com,47 77 64 89 00,47 77 64 89 01,73.70949,PO Box 6463,,,,,
ASETEK,9220,Technology,100,"Asetek A/S, together with its subsidiaries, designs, develops, and markets liquid cooling solutions in Asia, Europe, and the Americas. The company operates through: Gaming and Enthusiast, and Data Center segments. Its products are used in personal computers, servers, and data centers to provide enhanced performance, acoustics, and energy efficiency. The company serves original equipment manufacturers, resellers, and channel partners. Asetek A/S was founded in 1997 and is headquartered in Aalborg, Denmark.",Aalborg,Denmark,[],http://www.asetek.com,1,Assensvej 2,Computer Hardware,86,87.3,49.99832,0.0013488372,0,,87.5,,93257,,86,70.95,0.116,87.3,,93257,,,,,1493164800,0.747386,,,86.6,2,NOK,2765,,,,2201100032,,,69278,44.62624,86.6,87.4,,262100,2765,91.3,290,,,18.02,86.9,False,,89800,87.5,OSL,ASETEK A/S,Asetek A/S,Europe/Oslo,CEST,False,7200000,EQUITY,ASETEK.OL,finmb_25262375,no_market,,43.338,,-0.01904,920.166,2.4989648,,0.3,,25300000,,,1.526,,,,1577750400,0.63678,-939000,-0.04,,0.2070489,57.011795,0.00846,1640908800,1593475200,,,21430129,2137544960,,,,,,-0.247,,203.53,,,,,,https://logo.clearbit.com/asetek.com,45 96 45 00 47,45 96 45 00 48,,Aalborg East,,,,,
AGS,1366,Industrials,8,"Axxis Geo Solutions ASA operates as an ocean bottom node seismic company. The company delivers tailored seismic solutions; and provides flexible project management and execution services to oil and gas companies worldwide. The company was founded in 2006 and is based in Lysaker, Norway.",Lysaker,Norway,[],http://www.axxisgeo.com,1,Strandveien 50,Marine Shipping,0.648,0.66,0.7689197,,0,,0.66,,116582,,0.648,0.8309706,,0.66,,116582,,,,,1545264000,,,,0.618,4,NOK,70174,,,,36469020,,,1134496,0.66007566,0.618,0.626,,,70174,13.8984,,,,0.4,0.63,False,,,0.66,OSL,AXXIS GEO SOLUTION,Axxis Geo Solutions ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AGS.OL,finmb_610831375,no_market,,0.821,,-0.85348,13.481,-0.94974154,,,,58821000,,,-0.047,,,,1577750400,0.00071000005,-47154720,-1.232,,0.2070489,,0.08083,1640908800,1593475200,,,22152584,45381240,,1562112000,1:50,,,,,,,,,,,https://logo.clearbit.com/axxisgeo.com,47 48 09 55 55,,,,,,,,
BALT-ME,0160,Real Estate,,"Baltic Sea Properties AS, together with its subsidiaries, engages in the commercial real estate business in the Baltics. It develops, rents out, and manages primarily logistics, industrial, and retail properties. The company is based in Oslo, Norway.",Oslo,Norway,[],http://www.balticsea.no,1,Rosenkrantzâ 20,Real Estate Services,30.8,30.8,29.237957,,0,,30.8,,16,,30.8,30.064705,,30.8,,16,,,,,1548374400,0.824786,,,30.8,2,NOK,80,,,,205368544,,,105,3.7617133,30.8,0,,,80,35,,,,18.5,30.8,False,,,30.8,OSL,BALTIC SEA PROP AS,Baltic Sea Properties AS,Europe/Oslo,CEST,False,7200000,EQUITY,BALT-ME.OL,finmb_543966145,no_market,,9.072,,-0.74741995,12.872,-0.06666666,,,,6667810,,,27.26,,,,1577750400,,-40804756,-6.12,,0.2070489,1.1298605,,1640908800,1577750400,,,3992889,495289856,,,,,,,,,,,,,,https://logo.clearbit.com/balticsea.no,47 93 09 43 19,,,,,,,,
AUSS,5392,Consumer Defensive,6507,"Austevoll Seafood ASA, a seafood company, engages in the salmon, white fish, and pelagic businesses in Norway, the European Union, Eastern Europe, Africa, the Pacific, North America, South America, and Central America. The company is involved in the ownership and operation of fishing vessels, as well as farming, harvesting, processing, sale, and distribution of salmon and trout. It also produces white fish products, fishmeals, and fish oils; omega-3 oil; and canned and frozen fish products The company was founded in 1981 and is headquartered in StorebÃ¸, Norway. Austevoll Seafood ASA is a subsidiary of Laco AS.",StorebÃ¸,Norway,[],http://www.auss.no,1,Alfabygget,Farm Products,80.65,80.65,79.55803,0.030998139,0.7353,,80.65,,264579,,80.65,80.458824,2.5,80.65,,264579,,,,2.5,1590710400,-0.054006,,,79.8,2,NOK,29838,,,,16196375552,,,281294,0.70937836,79.8,80.35,,756000,29838,97.8,6.6930776,,4.62,65.05,80.2,False,0.031,741400,80.65,OSL,AUSTEVOLL SEAFOOD,Austevoll Seafood ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AUSS.OL,finmb_27488652,no_market,,1.467,,0.030079998,13.411,-0.12253833,,11.99,,201824000,,,61.05,,,,1577750400,0.20028,686803008,3.401,,0.2070489,1.3144963,0.57595,1640908800,1593475200,,,84852895,33491181568,,,,,,-0.322,,,,,,,,https://logo.clearbit.com/auss.no,47 56 18 10 00,47 56 18 10 03,23.596,,,,,,
AWDR,AB32 6FL,Energy,144,"Awilco Drilling PLC provides drilling services to oil and gas companies in the United Kingdom and Norway. It owns and operates two semi-submersible drilling rigs. Awilco Drilling PLC was incorporated in 2009 and is based in Westhill, the United Kingdom.",Westhill,United Kingdom,[],http://www.awilcodrilling.com,1,2 Kingshill Park,Oil & Gas Drilling,2.99,2.96,5.0473723,0,0,,2.96,,59646,,2.99,3.1614707,0,2.96,,59646,,,,,1526947200,1.426829,,,2.93,4,NOK,10931,,,,159923792,,,105236,6.3872433,2.93,2.96,,43900,10931,18.9,-13.318182,,,2.85,2.92,False,,40300,2.96,OSL,AWILCO DRILLING PL,Awilco Drilling PLC,Europe/Oslo,CEST,False,7200000,EQUITY,AWDR.OL,finmb_84006438,no_market,,5.853,,-1.67258,-19.865,-0.80333334,,-0.22,,54581500,,,4.341,,,,1577750400,0.37112,-41878000,-0.785,,0.2070489,0.6749597,0.4371,1640908800,1593475200,,,13938478,146547680,,,,,,,,,,,,,,https://logo.clearbit.com/awilcodrilling.com,44 12 2473 7900,44 12 2473 7905,,Venture Drive Arnhall Business Park,,,,,
BEL,0216,Industrials,460,"Belships ASA owns and operates dry bulk ships worldwide. It operates through Dry Bulk and Technical Management segments. The company operates a fleet of 18 ships. It also provides commercial management and ship management services. The company was founded in 1918 and is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.belships.com,1,Lilleakerveien 4,Marine Shipping,6.2,6.2,6.1886864,0.000967742,,,6.2,,13947,,6.2,6.525,0.006,6.2,,13947,,,,0.05,1569456000,0.719512,,,6.2,2,NOK,1000,,,,1411287424,,,18034,10.623724,6.2,6.25,,1650000,1000,7.85,77.5,,,5,6.1,False,0.0081,1700000,6.2,OSL,BELSHIPS ASA,Belships ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BEL.OL,finmb_878059,no_market,,12.545,,-0.09283,108.353,-0.1267606,,0.08,,227627008,,,0.657,,,,1577750400,0.0864,-12332000,-0.056,,0.2070489,9.436833,0.81391,1640908800,1593475200,,,50271512,1666467968,,,,,,,,,,,,,,https://logo.clearbit.com/belships.com,47 22 52 76 00,47 23 50 08 82,,Box 23 Lilleaker,,,,,
AYFIE-ME,0279,Technology,,"Ayfie Group AS, a search company, provides knowledge discovery products and search solutions in the Nordics, Europe, and the United States. The company's platform includes technologies from the big data discovery, insight, linguistic analysis, and content analytics fields. It also provides products for eDiscovery, media, compliance, and search for various industries. In addition, the company offers a text analytics platform, such as forensics over research and automated prediction based on unstructured text data. The company was formerly known as VirtualWorks Group AS. Ayfie Group AS is headquartered in Oslo, Norway.",Oslo,Norway,[],http://www.ayfie.com,1,Karenslyst AllÃ© 49,Software—Application,2.35,2.2015,2.5929606,,0,,2.24,,153520,,2.35,2.5427206,,2.2015,,153520,,,,,,,,,2.19,4,NOK,326404,,,,233659808,,,696591,,2.19,2.2,,,326404,3.6005,,,,2.15,2.19,False,,,2.24,OSL,AYFIE GROUP AS,ayfie Group AS,Europe/Oslo,CEST,False,7200000,EQUITY,AYFIE-ME.OL,finmb_420322075,no_market,,,,0,,-0.100000024,,,,106209000,,,,,,,,,,,,0.2070489,,,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/ayfie.com,47 48 31 08 00,,,,,,,,
