ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,address2,trailingPE,fax,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,err
ARCHER,HM 08,Energy,4703,"Archer Limited, an oilfield service company, provides various oilfield products and services to the oil and gas industry. It operates through two segments, Eastern Hemisphere and Western Hemisphere. The company provides oiltools, such as plugs and abandonment (P&A), slot recovery and P&A, cementing, and well cleaning solutions; land drilling and platform drilling services; and modular drilling rigs. It also offers engineering services, such as project management, construction and installations, multidiscipline engineering, consulting, and inspection services. In addition, the company provides cased hole logging, conveyance and mechanical/slickline, and R&D and technology development services. Further, it offers fluids, guarantor, international personnel, management, and equipment rental services, as well as performs rig inspections. The company operates in Angola, Argentina, Australia, Bolivia, Brazil, Canada, Congo, Indonesia, Malaysia, Nigeria, Norway, Saudi Arabia, the United Arab Emirates, the United Kingdom, and the United States. The company was formerly known as Seawell Limited and changed its name to Archer Limited in May 2011. Archer Limited was founded in 2007 and is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.archerwell.com,1,Par la Ville Place,Oil & Gas Drilling,2.675,2.6,2.209406,,0,,2.7,,804719,,2.675,2.184853,,2.6,,804719,,,,,,2.885598,,,2.445,4,NOK,182971,,,,381904480,,,500294,0.4894956,2.445,2.58,,100400,182971,4.65,43,,,1.1,2.54,False,,503000,2.7,OSL,ARCHER LTD,Archer Limited,Europe/Oslo,CEST,False,7200000,EQUITY,ARCHER.OL,finmb_37612323,no_market,,1.223,,-0.06473,11.002,-0.37058824,,0.06,,148024992,,,0.682,,,,1577750400,0.12627,-50500000,-0.341,,0.15364361,3.7829912,0.41856998,1640908800,1593475200,,,105861885,953834560,,1443398400,1:10,,,-0.7,,,,,,,,https://logo.clearbit.com/archerwell.com,4th Floor 14 Par-la-Ville Road,,,,,,,
AEGA,274,Utilities,2,"Aega ASA, a solar utility company, acquires, invests in, and operates solar power plants. The company was formerly known as Nordic Financials ASA and changed its name to Aega ASA in January 2016. Aega ASA was founded in 2011 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.aega.no,1,Thunes vei 2,Utilities—Renewable,1.36,1.28,1.2381159,0.0029411765,,,1.28,,42606,,1.36,1.2547059,0.004,1.28,,42606,,,,0.04,1591142400,-0.700348,,,1.26,4,NOK,17438,,,,60544008,,,50902,,1.26,1.36,,394100,17438,1.85,,,,1.05,1.27,False,0.0301,60000,1.28,OSL,AEGA ASA,Aega ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AEGA.OL,finmb_140002839,no_market,,,,0,,-0.042253494,,,,48050800,,,0.165,,,,1577750400,0,,-0.058,,0.15364361,7.6363635,0.46798,1640908800,1585612800,,,24350240,65349132,,,,,,,,,,,,,,https://logo.clearbit.com/aega.no,,,,,,,,
AZT,9294,Healthcare,36,"ArcticZymes Technologies ASA develops, manufactures, and markets immunomodulating beta-glucans and recombinant enzymes in Norway, Europe, Asia, Australia, Africa, and the Americas. It operates through two segments, Enzymes and Beta-Glucans. The company provides recombinant enzymes that are primarily derived from cold-water marine species and organisms from other relevant environments for use in molecular research, in vitro diagnostics, and therapeutics. It offers shrimp alkaline phosphatase and derived kits for cleanup prior to Sanger sequencing and next generation sequencing (NGS) processes; cod UNG for use in viral and other molecular diagnostic assays; double-strand specific DNases and derived kits for the removal of DNA from RNA samples; polymerases for technology development for life science, molecular diagnostics, NGS, and synthetic biology; proteinase for microbiological diagnostics and liquid biopsies; salt active nuclease for the removal of nucleic acids during manufacturing of vaccines, viruses, recombinant proteins, and other reagents; and ligases for joining DNA fragments. The company also provides immunomodulating beta-glucans products for the wound care, animal and consumer health, and adjuvants markets. It offers Woulgan wound gel; M-Glucan, a natural immune-stimulating product for fish and animal feed; and M-Gard, a natural immune-stimulating ingredients to enhance physical health. The company was formerly known as Biotec Pharmacon ASA and changed its name to ArcticZymes Technologies ASA in June 2020. ArcticZymes Technologies ASA was founded in 1990 and is headquartered in TromsÃ¸, Norway.",TromsÃ¸,47 77 64 89 00,Norway,[],http://arcticzymes.com,1,Sykehusveien 23,Biotechnology,48.5,49,,,0,,50.2,,,,48.5,,,49,,,,,,,,1.34727,,,49,2,NOK,52352,,,,2411901696,,,,23.177546,49,49.9,,,52352,50.2,,,,49,49.6,False,,,50.2,OSL,ARCTICZYMES TECH,ArcticZymes Technologies ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AZT.OL,finmb_13529463,no_market,,22.337,,0.121549994,171.106,,,,,48334700,,,1.21,,,,1577750400,0.0896,12649000,0.26,,0.15364361,41.23967,0.3134,1640908800,1585612800,,,23883612,2324476672,,,,,,,,,,,,,,https://logo.clearbit.com/arcticzymes.com,PO Box 6463,191.9231,47 77 64 89 01,,,,,
AKA,1366,Energy,2112,"Akastor ASA operates as an oil-services investment company worldwide. The company offers drilling equipment, drilling riser solutions, and related products and services for the drilling market; and vessel-based subsea well construction and intervention services to the oil and gas industry. It is also involved in waste management drilling activities; the provision of subsurface advice and products to E&P companies; and supplying vapor recovery units and systems. Akastor ASA was founded in 1841 and is based in BÃ¦rum, Norway.",BÃ¦rum,47 21 52 58 00,Norway,[],http://akastor.com,1,Building B,Oil & Gas Equipment & Services,6.37,6.39,5.5183334,,0,,6.59,,445641,,6.37,5.540441,,6.39,,445641,,,,,1397174400,1.36353,,,6.22,2,NOK,79050,,,,1689414016,,,493792,0.2983249,6.22,6.25,,52200,79050,12.4,15.549999,,,3.52,6.21,False,,227000,6.59,OSL,AKASTOR ASA,Akastor ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKA.OL,finmb_874402,no_market,,0.709,,-0.0498,12.916,-0.36427152,,0.4,,271609984,,,14.855,,,,1577750400,0.25563,-152000000,-0.981,,0.15364361,0.41871423,0.51141,1640908800,1593475200,,,136612714,4016999936,,1175212800,5:1,,,,,,,,,,,https://logo.clearbit.com/akastor.com,OksenÃ¸yveien 10 Lysaker,,,,,,,
AKVA,4353,Industrials,1422,"AKVA Group ASA develops, designs, manufactures, assembles, sells, and installs technology products; and provides rental and consulting services for the aquaculture industry. The company operates through three segments: Cage Based Technology, Software, and Land Based Technology. The Cage Based Technology segment offers plastic cages, steel cages, feed barges, feed systems, sensor and camera systems, biomass estimation systems, underwater lights, net cleaning systems, and nets and mooring systems under the Polarcirkel, Wavemaster, and Akvasmart hardware brands. This segment also supplies polyethylene work boats, pipes, ROV's, and subsea solutions to aquaculture, oil service, and maritime industries. The Software segment provides production control, planning, traceability, and ERP software for the aquaculture and fishing industries under the Fishtalk brand. This segment also operates AKVAconnect, a process control platform that enables real-time control of various mission critical equipment, such as feeding systems, environmental sensors, barges, and cameras installed on-site at the farmer's locations. The Land Based Technology segment designs and delivers recirculation systems for land based fish farming, as well as provides water quality conditions for fresh and seawater operations. The company also offers PRISMA, a cloud-based data platform for the aquaculture eco-system. AKVA group ASA operates in Norway, Chile, Canada, Scotland, Denmark, and internationally. The company is based in Klepp Stasjon, Norway. AKVA Group ASA is a subsidiary of Egersund Group AS.",Klepp Stasjon,47 51 77 85 00,Norway,[],http://www.akvagroup.com,1,Plogfabrikkvegen 11,Farm & Heavy Construction Machinery,62.8,63.4,60.447826,0.015923567,,,64.2,,4122,,62.8,62.382355,1,63.4,,4122,,,,2,1582502400,0.655052,,,63.4,2,NOK,1036,,,,2128640768,,,5492,0.70005214,63.4,64,,49600,1036,83,11.204188,,,41.3,63.4,False,0.0317,34200,64.2,OSL,AKVA GROUP ASA,AKVA Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKVA.OL,finmb_162314,no_market,,1.041,,0.0013400001,27.903,-0.21695757,,5.73,,33156400,,,31.016,,,,1577750400,0.13203,4087000,0.123,,0.15364361,2.0698993,0.7511,1640908800,1593475200,,,8065299,3165976064,,,,,,-0.095,,,,,,,,https://logo.clearbit.com/akvagroup.com,,521.9512,,,,,,
AASB-ME,7630,Financial Services,,"Aasen Sparebank provides various banking products and services in Norway. The company offers payment, billing, credit, overdraft, leasing, bank guarantee, and internet and mobile banking services; operating, tax deduction, client, and deposit accounts; and pension and retirement products, as well as bank cards. It also provides construction, corporate, car, mortgage, and small loans, as well as loans for other vehicles; and refinancing services. In addition, the company offers employee and business liability, health, personal, occupational injury, travel, collective accident, shop, property, office, landlord, craft, and commercial insurance products; farmer's accident, farm building agriculture, farmer's car, poultry, horse, pet, home agriculture, operating tools and crops, and agricultural machinery insurance products, as well as insurance for goods during transport, ATV / quad bikes, taxis, commercial vehicles, and trailers. Aasen Sparebank was founded in 1862 and is based in Ãsen, Norway.",Ãsen,47 74 08 63 00,Norway,[],http://aasen-sparebank.no,1,Stasjonsvegen 1,Banks—Regional,114,114,119.50725,0.07017544,1.0156,,114,,2,,114,113.02941,8,114,,2,,,,8,1583798400,,,,114,2,NOK,0,,,,115585744,,,37,1.0540278,114,0,,,0,153,,,,105,111,False,0.070199996,,114,OSL,AASEN SPAREBANK,Aasen Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,AASB-ME.OL,finmb_32425209,no_market,,7.372,,0.38217998,,-0.025641024,,,,1013910,,,433.178,,,,1577750400,0,41910000,40.002,,0.15364361,0.26317126,0,1640908800,1593475200,,,553343,808410112,,,,,,0.341,,,,,,,,https://logo.clearbit.com/aasen-sparebank.no,,2.8498576,47 74 08 63 01,,,,,
ABT,1366,Healthcare,,"Aqua Bio Technology ASA engages in developing and commercializing active ingredients for use in skin care products in Norway. It offers Aquabeautine XL, a proprietary ingredient; and Spirulysat, an antioxidant for cosmetic use. The company also markets and distributes natural and skin care products to consumers, retailers, and professionals in Europe and the Middle East. It distributes its products through Internet, stores, and skin care clinics. The company markets and distributes organic skin care products under the Moana brand name in New Zealand and arctic skin care products under the Cuvget brand name in Norway. Aqua Bio Technology ASA was founded in 2000 and is based in Lysaker, Norway.",Lysaker,,Norway,[],http://www.aquabiotechnology.com,1,Fornebuveien 37,Biotechnology,4.52,4.34,3.222971,0.22123894,0,,4.48,,33533,,4.52,4.7294116,1,4.34,,33533,,,,,1496880000,1.296747,,,4.2,4,NOK,19522,,,,68485088,,,155802,52.87648,4.2,4.48,,320000,19522,7.55,-8.259259,,,1.25,4.46,False,,330000,4.48,OSL,AQUA BIO TECHNOLOG,Aqua Bio Technology ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ABT.OL,finmb_39453852,no_market,,48.279,,0,-4.808,1.1320755,,-0.54,,15355400,,,0.477,,,,1577750400,0.02359,-13215518,-1.03,,0.15364361,9.350105,0.80484,1640908800,1577750400,,,1905450,62530712,,1309132800,1:20,,,,,,,,,,,https://logo.clearbit.com/aquabiotechnology.com,,,,,,,,
FIVEPG,1123,Communication Services,16,"5th Planet Games A/S, a games development company, creates, develops, and publishes mobile and web-based games worldwide. It offers a portfolio of games across a range of platforms, including iOS, Android, Facebook, and Web through platform distribution partners. The company was formerly known as Hugo Games A/S and changed its name to 5th Planet Games A/S in November 2018. 5th Planet Games A/S was founded in 2011 and is based in Copenhagen, Denmark.",Copenhagen,,Denmark,[],http://www.5thplanetgames.com,1,Gothersgade 11,Electronic Gaming & Multimedia,1.82,1.83,1.2898726,,0,,1.855,,3881049,,1.82,1.7433012,,1.83,,3881049,,,,,,2.714866,,,1.68,4,NOK,1956073,,,,185524912,,,4250138,,1.68,1.74,,0,1956073,3.8,,,,0.25,1.73,False,,0,1.855,OSL,5TH PLANET GAMES,5th Planet Games A/S,Europe/Oslo,CEST,False,7200000,EQUITY,FIVEPG.OL,finmb_301559974,no_market,,,,0,,1.6376812,,,,106318000,,,0.174,,,,1577750400,0,,-0.118,,0.15364361,10.028736,0.50402,1640908800,1577750400,,,46798691,97799536,,1511913600,1:5,,,,,,,,,,,https://logo.clearbit.com/5thplanetgames.com,,,,,,,,
AKBM-ME,1327,Healthcare,,"Aker BioMarine AS, a biotechnology company, develops krill-derived ingredients and products for nutraceutical, aquaculture, and animal feed applications. The company provides krill oil products, including omega-3s, phospholipids, choline, and astaxanthin for the human market under the Superba brand. It also offers Qrill aqua product for aquaculture; and QRILL pet, a functional ingredient for pet food. The company is headquartered in Lysaker, Norway. Aker BioMarine ASA is a subsidiary of Aker ASA.",Lysaker,47 24 13 00 00,Norway,[],http://www.akerbiomarine.com,1,OksenOeyveien 10,Drug Manufacturers—Specialty & Generic,95.31,95,96.43207,,,,97,,149792,,95.31,96.43207,,95,,149792,,,,,,,,,94.8,2,NOK,8627,,,,,,,161193,,94.8,95.9,,,8627,114,,,,87,95.5,False,,,97,OSL,AKER BIOMARINE AS,Aker BioMarine AS,Europe/Oslo,CEST,False,7200000,EQUITY,AKBM-ME.OL,finmb_884321,no_market,,42.37,,-0.00658,199.228,-0.089684784,,,,,,,2.589,,,,1546214400,,-1022000,-0.015,,0.15364361,36.88683,,1609372800,1514678400,,,14611039,6581493248,,,,,,,,,,,,,,https://logo.clearbit.com/akerbiomarine.com,PO Box 496,,,,,,,
AKERBP,1366,Energy,1703,"Aker BP ASA engages in the exploration, development, and production of oil and gas on the Norwegian Continental Shelf. The company has working interests in 42 fields/projects. As of December 31, 2019, its total net proven reserves were 666 million barrels of oil equivalents; and estimated total net proven plus probable reserves were 906 million barrels of oil equivalents. The company was formerly known as Det norske oljeselskap ASA and changed its name to Aker BP ASA in October 2016. Aker BP ASA was founded in 2001 and is headquartered in Fornebu, Norway.",Fornebu,47 51 35 30 00,Norway,[],http://www.akerbp.com,1,Building B,Oil & Gas E&P,181.85,181.85,179.36087,0.01005224,,,183.2,,637877,,181.85,181.81177,1.828,181.85,,637877,,,,7.41,1596153600,1.664343,,,180.85,2,NOK,129576,,,,65180041216,,,1343151,21.274622,180.85,181.3,,,129576,297.9,,,,89.42,181.2,False,0.0401,,183.2,OSL,AKER BP ASA,Aker BP ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKERBP.OL,finmb_9048461,no_market,,22.606,,-0.031630002,31.61,-0.22912246,,,,359614016,,,5.317,,,,1577750400,0.16023001,-96917000,-0.269,,0.15364361,34.08877,0.70299006,1640908800,1593475200,,,106384610,69259272192,,1261526400,1:1,,,1.715,,,,,,,,https://logo.clearbit.com/akerbp.com,Fornebuporten OksenOeyveien 10 Lysaker,,,,,,,
ATEA,0605,Technology,7222,"Atea ASA supplies IT infrastructure and related solutions for businesses and public sector organizations in the Nordic countries and Baltic regions. The company provides hardware and software solutions for storing and managing information, as well as tools for virtualization, automation, and security for operating the data center environment; client hardware, software, and services to the requirements of users, applications, security, networks, and computing environments. It also offers hardware and software solutions for running networks, and services to help customers manage their communications; and a range of products to enable collaboration through conferencing, information sharing, and digital productivity solutions. In addition, it provides Device as a Service to various concepts, such as videoconferencing, digital signage, and networks. Atea ASA was founded in 1968 and is headquartered in Oslo, Norway.",Oslo,47 22 09 50 00,Norway,[],http://www.atea.com,1,Karvesvingen 5,Information Technology Services,106.4,106,98.63043,0.061090223,0.7065,,106.2,,27159,,106.4,103.70588,6.5,106,,27159,,,,6.5,1571875200,0.605691,,,105.2,2,NOK,5951,,,,11657138176,,,78736,0.30943772,105.2,106.2,,20000,5951,137,15.295815,,5.64,66.2,105.8,False,0.061100002,264300,106.2,OSL,ATEA ASA,Atea ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ATEA.OL,finmb_700601,no_market,,0.338,,0.01354,12.297,-0.07478261,,6.93,,109973000,,,33.081,,,,1577750400,0.58987,510000000,4.601,,0.15364361,3.204256,0.25162,1640908800,1593475200,,,81691394,12715148288,,1149206400,1:10,,,0.557,,,,,,,,https://logo.clearbit.com/atea.com,Box 6472 Etterstad,23.038471,,,,,,
AFK,4841,Utilities,,"Arendals Fossekompani ASA, an industrial investment company, engages in the operating hydro power plants. The company also builds and operates cogeneration power plants; provides industrial induction heating processes; offers satellite communications and IT solutions; develops and delivers business-critical IT solutions and services; and provides system solutions and products in the fields of instrumentation, data collection, and remote monitoring and control. In addition, it offers equipment for powder production of advanced materials; and data and consulting services to the European energy market. Further, the company operates airport, as well as develops various properties. Arendals Fossekompani ASA was founded in 1896 and is headquartered in Arendal, Norway.",Arendal,47 37 23 44 00,Norway,[],http://arendalsfossekompani.no,1,Langbryggen 9,Utilities—Renewable,2880,2940,2634.5652,0.019444445,,,2960,,52,,2880,2838.8235,56,2940,,52,,,,56,1588896000,0.299651,,,2880,2,NOK,97,,,,6316099072,,,87,1.3609211,2880,2940,,2000,97,3180,,,,2100,2880,False,0.019299999,1500,2960,OSL,ARENDALS FOSSEKOMP,Arendals Fossekompani ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AFK.OL,finmb_9245759,no_market,,1.252,,-0.00090000004,16.575,0.125,,,,2193090,,,1321.135,,,,1577750400,0.012560001,-4194000,-1.907,,0.15364361,2.1799438,0.86077005,1640908800,1585612800,,,298391,5808478720,,1524787200,5:1,,,,,,,,,,,https://logo.clearbit.com/arendalsfossekompani.no,,,,,,,,
BEL,0216,Industrials,460,"Belships ASA owns and operates dry bulk ships worldwide. It operates through Dry Bulk and Technical Management segments. The company operates a fleet of 18 ships. It also provides commercial management and ship management services. The company was founded in 1918 and is headquartered in Oslo, Norway.",Oslo,47 22 52 76 00,Norway,[],http://www.belships.com,1,Lilleakerveien 4,Marine Shipping,6.55,6.5,6.22971,0.0009160305,0.72730005,,6.6,,4020,,6.55,6.6338234,0.006,6.5,,4020,,,,0.05,1569456000,0.719512,,,6.5,2,NOK,4885,,,,1502338176,,,18485,11.228573,6.5,6.7,,1650000,4885,7.85,82.5,,,5,6.6,False,0.0076,1700000,6.6,OSL,BELSHIPS ASA,Belships ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BEL.OL,finmb_878059,no_market,,12.178,,0.01232,73.347,-0.07092196,,0.08,,227627008,,,0.717,,,,1577750400,0.0864,1649000,0.008,,0.15364361,9.205021,0.81391,1640908800,1585612800,,,46748800,1629406464,,,,,,-1,,,,,,,,https://logo.clearbit.com/belships.com,Box 23 Lilleaker,824.99994,47 23 50 08 82,,,,,
AGS,1366,Industrials,8,"Axxis Geo Solutions ASA operates as an ocean bottom node seismic company. The company delivers tailored seismic solutions; and provides flexible project management and execution services to oil and gas companies worldwide. The company was founded in 2006 and is based in Lysaker, Norway.",Lysaker,47 48 09 55 55,Norway,[],http://www.axxisgeo.com,1,Strandveien 50,Marine Shipping,0.758,0.738,0.78428984,,0,,0.756,,423470,,0.758,0.8549706,,0.738,,423470,,,,,1545264000,,,,0.726,4,NOK,41060,,,,44468676,,,1675497,0.56191295,0.726,0.756,,,41060,13.8984,,,,0.4,0.728,False,,,0.756,OSL,AXXIS GEO SOLUTION,Axxis Geo Solutions ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AGS.OL,finmb_610831375,no_market,,0.471,,-0.35246,2.123,-0.935963,,,,58821000,,,0.038,,,,1577750400,0.00071000005,-27893100,-0.641,,0.15364361,19.894737,0.08083,1640908800,1585612800,,,24148969,37286332,,1562112000,1:50,,,,,,,,,,,https://logo.clearbit.com/axxisgeo.com,,,,,,,,
BAKKA,625,Consumer Defensive,1149,"P/F Bakkafrost, together with its subsidiaries, produces and sells salmon products under the Bakkafrost and HavsbrÃºn brands in the United States, Europe, China, and internationally. The company operates through four segments: Fish Farming FO; Fish Farming SCT; Value Added Products; and Fishmeal, Fish Oil, and Fish Feed. It is involved in the breeding and on-growing of salmon; harvesting, sale, and distribution of salmon; and production of skinless and boneless portions of salmon. The company also produces and sells fishmeal, fish oil, and fish feed. The company also exports its products. P/F Bakkafrost was founded in 1968 and is headquartered in Glyvrar, Denmark.",Glyvrar,45 298 40 50 00,Denmark,[],http://www.bakkafrost.com,1,Bakkavegur 9,Farm Products,560,559.5,574.65,0.0029303571,0.9337,,562,,127071,,560,569.75,1.641,559.5,,127071,,,,,1586131200,0.186411,,,554,2,NOK,36437,,,,32778491904,,,136489,,554,555.5,,18300,36437,720,17.698692,,,452.4,555,False,,11100,562,OSL,P/F BAKKAFROST,P/F Bakkafrost,Europe/Oslo,CEST,False,7200000,EQUITY,BAKKA.OL,finmb_60013463,no_market,,,,0.09358,,0.0784806,,31.33,,59113600,,,13.119,,,,1577750400,0.53531,,3.037,,0.15364361,42.26694,0.15884,1640908800,1585612800,,,49701890,33110941696,,,,,,,,,,,,,,https://logo.clearbit.com/bakkafrost.com,PO Box 221,182.5815,45 298 40 50 09,,,,,
ATLA NOK,110,Energy,1,"P/F Atlantic Petroleum, together with its subsidiaries, engages in the exploration, appraisal, development, and production of oil and gas properties in the Faroe Islands, the United Kingdom, Norway, and Ireland. The company was founded in 1998 and is based in TÃ³rshavn, Denmark.",TÃ³rshavn,44 298 59 16 01,Denmark,[],http://www.petroleum.fo,1,Yviri vio Strond 4,Oil & Gas E&P,6.52,6.54,6.874855,,0,,6.54,,1553,,6.52,6.611765,,6.54,,1553,,,,,,1.404761,,,6.54,2,NOK,90,,,,23041074,,,1279,,6.54,6.54,,0,90,9.9,,,,5.05,5.52,False,,0,6.54,OSL,Atlantic Petroleum,P/F Atlantic Petroleum,Europe/Oslo,CEST,False,7200000,EQUITY,ATLA-NOK.OL,finmb_23704038,no_market,,,,0,,-0.20969695,,,,3697860,,,-6.498,,,,1577750400,0.02009,,-2.673,,0.15364361,,0,1640908800,1585612800,,,3510194,24110048,,,,,,,,,,,,,,https://logo.clearbit.com/petroleum.fo,PO Box 1228,,,,,,,
BALT-ME,0160,Real Estate,,"Baltic Sea Properties AS, together with its subsidiaries, engages in the commercial real estate business in the Baltics. It develops, rents out, and manages primarily logistics, industrial, and retail properties. The company is based in Oslo, Norway.",Oslo,47 93 09 43 19,Norway,[],http://www.balticsea.no,1,Rosenkrantzâ 20,Real Estate Services,30.8,30.8,29.408695,,0,,30.8,,66,,30.8,29.888235,,30.8,,66,,,,,1548374400,0.824786,,,30.8,2,NOK,400,,,,205368544,,,236,3.7617133,30.8,0,,,400,35,,,,18.5,0,False,,,30.8,OSL,BALTIC SEA PROP AS,Baltic Sea Properties AS,Europe/Oslo,CEST,False,7200000,EQUITY,BALT-ME.OL,finmb_543966145,no_market,,9.072,,-0.74741995,12.872,-0.120000005,,,,6667810,,,27.26,,,,1577750400,,-40804756,-6.12,,0.15364361,1.1298605,,1640908800,1577750400,,,3993289,495289856,,,,,,,,,,,,,,https://logo.clearbit.com/balticsea.no,,,,,,,,
AXA,0277,Financial Services,1135,"Axactor SE, through its subsidiaries, operates as a debt management company in Sweden, Finland, Germany, Italy, Norway, and Spain. The company operates through three segments: Non-performing Loans, Real Estate Assets, and Third-Party Collection. It offers debt collection services, including amicable and legal collection, and surveillance; and debt purchase, acquisition of non-performing loan portfolios, and carve-outs of internal debt collection departments of financial institutions, as well as accounts receivable management for third parties. The company was formerly known as Axactor AB (publ) and changed its name to Axactor SE in August 2018. Axactor SE was founded in 2015 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.axactor.com,1,Drammensveien 167,Credit Services,7.17,7.2,8.339203,,0,,7.2,,2062927,,7.17,6.772353,,7.2,,2062927,,,,,,2.914634,,,6.93,2,NOK,605483,,,,1301472896,,,2549059,,6.93,7.02,,1450600,605483,19.8,28.08,,,4.84,7.01,False,,22427800,7.2,OSL,AXACTOR SE (SN),Axactor SE,Europe/Oslo,CEST,False,7200000,EQUITY,AXA.OL,finmb_8070346,no_market,,,,-0.052950002,,-0.58793104,,0.25,,185395008,,,1.968,,,,1577750400,0.17913,,-0.004,,0.15364361,3.567073,0.45094,1640908800,1593475200,,,99312642,1329285504,,1527724800,1:10,,,,,,,,,,,https://logo.clearbit.com/axactor.com,,,,,,,,
AYFIE-ME,0279,Technology,,"Ayfie Group AS, a search company, provides knowledge discovery products and search solutions in the Nordics, Europe, and the United States. The company's platform includes technologies from the big data discovery, insight, linguistic analysis, and content analytics fields. It also provides products for eDiscovery, media, compliance, and search for various industries. In addition, the company offers a text analytics platform, such as forensics over research and automated prediction based on unstructured text data. The company was formerly known as VirtualWorks Group AS. Ayfie Group AS is headquartered in Oslo, Norway.",Oslo,47 48 31 08 00,Norway,[],http://www.ayfie.com,1,Karenslyst AllÃ© 49,Software—Application,2.7,2.7,2.6383214,,0,,2.88,,174127,,2.7,2.6383214,,2.7,,174127,,,,,,,,,2.7,4,NOK,5010,,,,301633536,,,896372,,2.7,2.84,,,5010,3.6005,,,,2.15,2.8,False,,,2.88,OSL,AYFIE GROUP AS,ayfie Group AS,Europe/Oslo,CEST,False,7200000,EQUITY,AYFIE-ME.OL,finmb_420322075,no_market,,,,0,,0.038461566,,,,106209000,,,,,,,,,,,,0.15364361,,,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/ayfie.com,,,,,,,,
AURG,1930,Financial Services,,"Aurskog Sparebank provides various banking products and services. The company accepts savings accounts; and offers mortgage, car, other vehicle, construction, green business, and corporate loans, as well as small loans and refinancing. It also offers various bank cards; insurance products and services; and pension, guarantee, overdraft, leasing, and mobile and online banking services. The company operates through its branches in BjÃ¸rkelangen, Ãrnes, Jessheim, and SÃ¸rumsand, Norway. Aurskog Sparebank was founded in 1846 and is headquartered in Aurskog, Norway.",Aurskog,47 63 85 44 40,Norway,[],http://aurskog-sparebank.no,1,Senterveien 15,Banks—Regional,200,200,188.1884,0.055,0.33580002,,200,,1173,,200,191.61765,11,200,,1173,,,,11,1582761600,0.047038,,,200,2,NOK,65,,,,642835968,,,396,2.6789408,200,200,,37700,65,206,14.255168,,5.49,168,193,False,0.055,22000,200,OSL,AURSKOG SPAREBANK,Aurskog Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,AURG.OL,finmb_11340276,no_market,,13.936,,0.45536998,,0.12697637,,14.03,,3214180,,,402.525,,,,1577750400,0.00057,33194000,10.327,,0.15364361,0.49686354,0.26146,1640908800,1585612800,,,2172368,3344047104,,,,,,-0.42,,,,,,,,https://logo.clearbit.com/aurskog-sparebank.no,,19.366709,47 63 85 44 41,,,,,
