ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,address2,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,trailingPE,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
ANDF-ME,8400,Consumer Defensive,,"Andfjord Salmon AS engages in the shore based farming of Atlantic salmon. The company holds a license for 10,000 tons maximum allowed biomass (MAB) for land-based farming. Andfjord Salmon AS was founded in 2014 and is headquartered in Sortland, Norway.",Sortland,,Norway,[],http://www.andfjordsalmon.com,1,Havnegata 19,Farm Products,,50,50.89,53.008224,,0,,50.89,,14359,,50,51.51,,50.89,,14359,,,,,,,,,49,2,NOK,20481,,,,1663908992,,,36723,1010.5543,49,49.5,,,20481,65,,,,46.5,49.1,False,,,50.89,OSL,ANDFJORD SALMON AS,Andfjord Salmon AS,Europe/Oslo,CEST,False,7200000,EQUITY,ANDF-ME.OL,finmb_570862527,no_market,,875.958,,0,,-0.18959385,,,,33700600,,,8.402,,,,1577750400,,-10354177,-0.307,,0.106000066,5.8331347,,1640908800,1593475200,,,,1442292736,,,,,,,,,,,,,,https://logo.clearbit.com/andfjordsalmon.com,,,,,,,
ACC-ME,1366,Industrials,21,"Aker Carbon Capture AS provides carbon capture technologies. Its technologies mitigate the environmental cost of industry. The company's carbon capture process uses a mixture of water and organic amine solvents to absorb the CO2 that can be applied on emissions from various sources, such as gas, coal, cement, refineries, and waste-to-energy through to hydrogen and other process industries. Its portfolio of products include Just Catch, Big Catch, and Offshore Just Catch, as well as mobile test unit. The company is based in Lysaker, Norway. Aker Carbon Capture AS(OB:ACC-ME) operates independently of Aker Solutions ASA as of August 26, 2020.",Lysaker,47 67 51 30 00,Norway,[],http://www.akercarboncapture.com,1,OksenÃ¸yveien 8,Pollution & Treatment Controls,,6.56,6.708,4.8373237,,,,7.228,,4629698,,6.56,4.8373237,,6.708,,4629698,,,,,,,,,6.697,2,NOK,11522570,,,,3783960064,,,5978219,,6.697,6.94,,,11522570,7.228,,,,3.85,6.93,False,,,7.228,OSL,AKER CARBON CAPTUR,Aker Carbon Capture AS,Europe/Oslo,CEST,False,7200000,EQUITY,ACC-ME.OL,finmb_677426400,no_market,,,,0,,0.2059406,,,,566060032,,,0.031,,,,,,,,,0.106000066,222.58066,,,1596153600,,,,2595952896,,,,,,,,,,,,,,https://logo.clearbit.com/akercarboncapture.com,47 67 82 69 50,,,,,,
2020,HM11,Industrials,4,"2020 Bulkers Ltd owns and operates large dry bulk vessels worldwide. The company operates six Newcastlemax dry bulk vessels. 2020 Bulkers Ltd was incorporated in 2017 and is based in Hamilton, Bermuda.",Hamilton,441 542 9329,Bermuda,[],http://www.2020bulkers.com,1,S.E. Pearman Building,Marine Shipping,2nd Floor 9 Par-la-Ville Road,57.2,59.4,52.44412,0.0028846154,0.8163,,60,,5888,,57.2,58.264706,0.165,59.4,,5888,,,,3.25,1599782400,1.095959,,,57.4,2,NOK,9460,,,,1316951552,,,20818,47.543377,57.4,58.2,,,9460,93.8,,,,39,58,False,0.0553,,60,OSL,2020 BULKERS LTD,2020 Bulkers Ltd,Europe/Oslo,CEST,False,7200000,EQUITY,2020.OL,finmb_544117951,no_market,,55.029,,0.16968,,-0.27407408,,,,22170900,,,6.22,,,,1577750400,0.19871001,4700000,0.208,,0.106000066,9.54984,0.57717997,1640908800,1593475200,,,6990487,1524312576,,,,,,,,,,,,,,https://logo.clearbit.com/2020bulkers.com,,285.57693,,,,,
ASC,0250,Financial Services,275,"ABG Sundal Collier Holding ASA, together with its subsidiaries, provides investment banking, stock broking, and corporate advisory services in Norway, Sweden, Denmark, and internationally. It operates in two segments, Markets and Investment Banking. The Markets segment offers financial services, such as brokerage, trading and execution of equities, bonds, derivatives, structured products, and FX. The Investment Banking segment provides corporate advisory services, including ECM, DCM, mergers and acquisitions, and financial restructuring. The company also provides equity research, credit research, and corporate and strategic access services; and project finance services. ABG Sundal Collier Holding ASA was founded in 1984 and is headquartered in Oslo, Norway.",Oslo,47 22 01 60 00,Norway,[],http://www.abgsc.com,1,Munkedamsveien 45 East,Capital Markets,7th floor,4.86,4.715,3.9751837,0.04526749,0.8062,,4.85,,144235,,4.86,4.587647,0.22,4.715,,144235,,,,0.22,1588118400,0.935542,,,4.715,4,NOK,288907,,,,2118643328,,,286716,1.4990224,4.715,4.81,,185000,288907,5.1,11.162791,,10.56,2.69,4.8,False,0.045300003,340000,4.85,OSL,ABG SUN COL HLDG,ABG Sundal Collier Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ASC.OL,finmb_2972520,no_market,,1.243,,0.17288,,0.39124298,,0.43,,441384000,,,1.493,,,,1577750400,0.19143,244343008,0.459,,0.106000066,3.2150035,0.18238,1640908800,1593475200,,,343255421,1756439936,,,,,,0.229,,,,,,,,https://logo.clearbit.com/abgsc.com,,10.457517,,,,,
AKER,1366,Energy,21865,"Aker ASA, an industrial investment company, operates in the oil and gas, maritime assets, and marine biotechnology sectors primarily in Norway and internationally. It operates through two segments, Industrial Holdings and Financial Investments. The company provides services, technologies, and product solutions for the oil and gas industry; provides engineering, procurement, and construction services for the offshore oil and gas, as well as renewable industries; and explores for and produces oil and gas on the Norwegian continental shelf. It also develops, manufactures, markets, and sells krill-based ingredients to the consumer health, aquaculture, and animal nutrition markets; and owns and charters vessels. The company was founded in 1841 and is headquartered in Lysaker, Norway. Aker ASA is a subsidiary of TRG Holding AS.",Lysaker,47 24 13 00 00,Norway,[],http://www.akerasa.com,1,OksenOeyveien 10,Oil & Gas Equipment & Services,,399,402,328.35294,0.029448621,0,,415.2,,118328,,399,404.9412,11.75,402,,118328,,,,11.75,1595289600,1.686746,,,401.8,2,NOK,97632,,,,30607081472,,,124147,0.64973533,401.8,408.2,,111700,97632,566,15.565715,,,182.2,407.6,False,0.0294,108400,415.2,OSL,AKER ASA,Aker ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKER.OL,finmb_12074458,no_market,,1.879,,-0.08871,34.637,-0.15069616,,26.25,,74272800,,,251.432,,,,1577750400,0.19775999,-4124000000,-56.266,,0.106000066,1.6250914,0.70268,1640908800,1593475200,,,67696448,88531845120,,,,,,,,,,,,,,https://logo.clearbit.com/akerasa.com,47 24 13 01 01,,,,,,
AQUA,0161,Energy,439,"AqualisBraemar ASA, an investment holding company, provides marine and engineering consultancy services to the offshore oil and gas industry and offshore renewables market worldwide. It offers marine and offshore engineering services, such as deep and shallow water installation engineering; marine operations and surveying, including rig moving and tow master, as well as engineering support services; owns and supervises vessel construction; engineering and project management services; concept, FEED, and basic design services for new-build and vessel upgrades; and rig inspection services. The company also provides marine warranty and consultancy, risk consulting, transportation and installation, dynamic positioning and critical systems, and technical due diligence services. The company was formerly known as Aqualis ASA and changed its name to AqualisBraemar ASA in June 2019. AqualisBraemar ASA was incorporated in 2014 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://aqualisbraemar.com,1,Olav Vs gate 6,Oil & Gas Equipment & Services,,5.4,5.4,3.967059,0.004259259,,,5.6,,15382,,5.4,5.2861767,0.023,5.4,,15382,,,,0.2,1591833600,1.156626,,,5.4,2,NOK,24025,,,,393771840,,,35645,5.197622,5.4,5.6,,385400,24025,5.9,40,,,2.15,5.45,False,0.037,402100,5.6,OSL,AQUALISBRAEMAR ASA,AqualisBraemar ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AQUA.OL,finmb_266259656,no_market,,4.891,,0.03333,128.074,0.40259743,,0.14,,70316400,,,0.696,,,,1577750400,0.07898,2525000,0.036,,0.106000066,8.045977,0.58599,1640908800,1593475200,,,20623810,370517760,,1468368000,25:1,,,-0.894,,,,,,,,https://logo.clearbit.com/aqualisbraemar.com,,155.55556,,,,,
AASB-ME,7630,Financial Services,29,"Aasen Sparebank provides various banking products and services in Norway. The company offers payment, billing, credit, overdraft, leasing, bank guarantee, and internet and mobile banking services; operating, tax deduction, client, and deposit accounts; and pension and retirement products, as well as bank cards. It also provides construction, corporate, car, mortgage, and small loans, as well as loans for other vehicles; and refinancing services. In addition, the company offers employee and business liability, health, personal, occupational injury, travel, collective accident, shop, property, office, landlord, craft, and commercial insurance products; farmer's accident, farm building agriculture, farmer's car, poultry, horse, pet, home agriculture, operating tools and crops, and agricultural machinery insurance products, as well as insurance for goods during transport, ATV / quad bikes, taxis, commercial vehicles, and trailers. Aasen Sparebank was founded in 1862 and is based in Ãsen, Norway.",Ãsen,47 74 08 63 00,Norway,[],http://aasen-sparebank.no,1,Stasjonsvegen 1,Banks—Regional,,129,122,115.52941,0.062015504,0.67620003,,129,,53,,129,117.79412,8,122,,53,,,,8,1583798400,0.424755,,,122,2,NOK,716,,,,138299616,,,49,1.2600069,122,142,,,716,153,,,,105,111,False,0.0656,,129,OSL,AASEN SPAREBANK,Aasen Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,AASB-ME.OL,finmb_32425209,no_market,,6.548,,0.38182,,0.051724195,,,,1013910,,,501.01,,,,1577750400,0,41909000,41.334,,0.106000066,0.25747988,0,1640908800,1593475200,,,553343,718695872,,,,,,0.343,,,,,,,,https://logo.clearbit.com/aasen-sparebank.no,47 74 08 63 01,3.1209173,,,,,
ADE,0159,Communication Services,3564,"Adevinta ASA operates as an online classifieds company worldwide. The company operates in four segments: France, Spain, Brazil, and Global Markets. It owns and operates 36 online classified marketplaces in generalist, real estate, cars, jobs, and other categories across a range of Websites and mobile applications in 16 countries. The company was formerly known as Marketplaces International ASA and changed its name to Adevinta ASA in February 2019. The company was founded in 2018 and is based in Oslo, Norway. Adevinta ASA operates as a subsidiary of Schibsted ASA.",Oslo,47 23 10 66 00,Norway,[],http://www.adevinta.com,1,Grensen 5,Internet Content & Information,,151.5,155.8,114.18639,,0,,161.8,,395262,,151.5,157.80295,,155.8,,395262,,,,,,,,,153.6,2,NOK,458566,,,,104774639616,,,734156,,153.6,154.4,,,458566,169.5,,,,66.7,153.9,False,,,161.8,OSL,ADEVINTA ASA,Adevinta ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ADE.OL,finmb_599544498,no_market,,,,-0.02301,,0.57115376,,,,684860032,,,,,,,1577750400,0.20231001,,,,0.106000066,,0.66005,1640908800,1593475200,,,227972750,99953000448,,,,,,,,,,,,,,https://logo.clearbit.com/adevinta.com,,,,,,,
ADSC-ME,4532,Industrials,,"ADS Crude Carriers Plc owns, charters, and operates tanker vessels worldwide. It owns and operates a fleet of three very large crude carriers, including ADS Page, ADS Stratus, and ADS Serenade. The company was founded in 2018 and is based in Limassol, Cyprus.",Limassol,357 2 5335501,Cyprus,[],http://www.adscrude.com,1,OSM House,Marine Shipping,22 Amathountos Agios Tychonas,15.6,16.4,20.559559,,0.56060004,,16.4,,72497,,15.6,16.994118,,16.4,,72497,,,,5.44,1598918400,,,,15.35,2,NOK,39608,,,,368418880,,,89722,,15.35,15.9,,,39608,33.4,,,,13.1,15.9,False,0.3337,,16.4,OSL,ADS CRUDE CARRIERS,ADS Crude Carriers Plc,Europe/Oslo,CEST,False,7200000,EQUITY,ADSC-ME.OL,finmb_574633826,no_market,,,,0,,-0.19999999,,,,23390300,,,,,,,,0.09734,,,,0.106000066,,0,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/adscrude.com,,,,,,,
ABT,1366,Healthcare,,"Aqua Bio Technology ASA engages in developing and commercializing active ingredients for use in skin care products in Norway. It offers Aquabeautine XL, a proprietary ingredient; and Spirulysat, an antioxidant for cosmetic use. The company also markets and distributes natural and skin care products to consumers, retailers, and professionals in Europe and the Middle East. It distributes its products through Internet, stores, and skin care clinics. The company markets and distributes organic skin care products under the Moana brand name in New Zealand and arctic skin care products under the Cuvget brand name in Norway. Aqua Bio Technology ASA was founded in 2000 and is based in Lysaker, Norway.",Lysaker,,Norway,[],http://www.aquabiotechnology.com,1,Fornebuveien 37,Biotechnology,,6.65,6.65,3.884706,0.15037593,0,,7.15,,139285,,6.65,5.8544116,1,6.65,,139285,,,,,1496880000,1.357228,,,6.6,2,NOK,93572,,,,105935936,,,137762,120.13765,6.6,6.8,,320000,93572,9.2,-12.6851845,,,1.25,6.7,False,,330000,7.15,OSL,AQUA BIO TECHNOLOG,Aqua Bio Technology ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ABT.OL,finmb_39453852,no_market,,127.726,,0,-9.338,2.3980584,,-0.54,,15355400,,,0.06,,,,1577750400,0.02359,-10915715,-0.75,,0.106000066,114.166664,0.80484,1640908800,1593475200,,,1778057,112627288,,1309132800,1:20,,,,,,,,,,,https://logo.clearbit.com/aquabiotechnology.com,,,,,,,
AFK,4841,Utilities,2100,"Arendals Fossekompani ASA, an industrial investment company, engages in the operating hydro power plants. The company also builds and operates cogeneration power plants; provides industrial induction heating processes; offers satellite communications and IT solutions; develops and delivers business-critical IT solutions and services; and provides system solutions and products in the fields of instrumentation, data collection, and remote monitoring and control. In addition, it offers equipment for powder production of advanced materials; and data and consulting services to the European energy market. Further, the company operates airport, as well as develops various properties. Arendals Fossekompani ASA was founded in 1896 and is headquartered in Arendal, Norway.",Arendal,47 37 23 44 00,Norway,[],http://arendalsfossekompani.no,1,Langbryggen 9,Utilities—Renewable,,4320,4400,2737.5735,0.0129629625,,,4500,,433,,4320,3151.1765,56,4400,,433,,,,70,1598227200,0.359036,,,4320,2,NOK,649,,,,9789521920,,,152,2.2803202,4320,4460,,2000,649,4500,,,,2100,4420,False,0.0159,1500,4500,OSL,ARENDALS FOSSEKOMP,Arendals Fossekompani ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AFK.OL,finmb_9245759,no_market,,2.116,,-0.00261,28.433,0.6,,,,2194960,,,1326.569,,,,1577750400,0.012560001,-34194000,-5.33,,0.106000066,3.3620567,0.86077005,1640908800,1593475200,,,298348,9082730496,,1524787200,5:1,,,-0.655,,,,,,,,https://logo.clearbit.com/arendalsfossekompani.no,,,,,,,
AXA,0277,Financial Services,1135,"Axactor SE, through its subsidiaries, operates as a debt management company in Sweden, Finland, Germany, Italy, Norway, and Spain. The company operates through three segments: Non-performing Loans, Real Estate Assets, and Third-Party Collection. It offers debt collection services, including amicable and legal collection, and surveillance; and debt purchase, acquisition of non-performing loan portfolios, and carve-outs of internal debt collection departments of financial institutions, as well as accounts receivable management for third parties. The company was formerly known as Axactor AB (publ) and changed its name to Axactor SE in August 2018. Axactor SE was founded in 2015 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://www.axactor.com,1,Drammensveien 167,Credit Services,,7.8,7.9,6.906912,,0,,8.08,,2299879,,7.8,7.6055884,,7.9,,2299879,,,,,,2.89759,,,7.75,2,NOK,1128673,,,,1464620544,,,1801208,,7.75,7.95,,1450600,1128673,19.8,31.6,,,4.84,7.91,False,,22427800,8.08,OSL,AXACTOR SE (SN),Axactor SE,Europe/Oslo,CEST,False,7200000,EQUITY,AXA.OL,finmb_8070346,no_market,,,,-0.052950002,,-0.50176466,,0.25,,185395008,,,1.968,,,,1577750400,0.17913,,-0.004,,0.106000066,4.0142274,0.45094,1640908800,1593475200,,,97191718,1431252992,,1527724800,1:10,,,,,,,,,,,https://logo.clearbit.com/axactor.com,,,,,,,
AWDR,AB32 6FL,Energy,144,"Awilco Drilling PLC provides drilling services to oil and gas companies in the United Kingdom and Norway. It owns and operates two semi-submersible drilling rigs. Awilco Drilling PLC was incorporated in 2009 and is based in Westhill, the United Kingdom.",Westhill,44 12 2473 7900,United Kingdom,[],http://www.awilcodrilling.com,1,2 Kingshill Park,Oil & Gas Drilling,Venture Drive Arnhall Business Park,2.87,2.87,4.1969852,0,0,,2.87,,22806,,2.87,3.0355883,0,2.87,,22806,,,,,1526947200,1.416867,,,2.85,4,NOK,6537,,,,155557264,,,48148,6.212847,2.85,2.87,,43900,6537,18.9,-12.954545,,,2.77,2.85,False,,40300,2.87,OSL,AWILCO DRILLING PL,Awilco Drilling PLC,Europe/Oslo,CEST,False,7200000,EQUITY,AWDR.OL,finmb_84006438,no_market,,5.591,,-1.67258,-18.978,-0.8104575,,-0.22,,54581500,,,4.341,,,,1577750400,0.37112,-41878000,-0.785,,0.106000066,0.65653074,0.4371,1640908800,1593475200,,,13938478,139997904,,,,,,,,,,,,,,https://logo.clearbit.com/awilcodrilling.com,44 12 2473 7905,,,,,,
AVANCE,HM 08,Energy,8,"Avance Gas Holding Ltd, together with its subsidiaries, engages in the transportation of liquefied petroleum gas (LPG) worldwide. The company transports LPG from the Middle East Gulf and the United States Gulf/the United States East Coast to destinations in Europe, South America, India, and Asia. As of December 31, 2019, it operated through a fleet of 14 very large gas carriers. The company was founded in 2007 and is based in Hamilton, Bermuda.",Hamilton,472 200 4800,Bermuda,[],http://www.avancegas.com,1,Par-la-Ville Place,Oil & Gas Integrated,14 Par-la-Ville Road PO Box HM 1593,22.88,22.94,20.319044,0.013111889,0.2067,,23.28,,1237685,,22.88,20.93853,0.3,22.94,,1237685,,,,2.86,1583884800,1.790963,,,22.2,2,NOK,452805,,,,1425605888,,,878480,5.099171,22.2,22.46,,66000,452805,58.4,69.9375,,,16.24,22.38,False,0.1233,90400,23.28,OSL,AVANCE GAS HLDGS L,Avance Gas Holding Ltd,Europe/Oslo,CEST,False,7200000,EQUITY,AVANCE.OL,finmb_116150043,no_market,,6.655,,0.29798,12.663,-0.2993939,,0.32,,63700000,,,6.258,,,,1577750400,0.1523,83308000,1.283,,0.106000066,3.5762224,0.36513,1640908800,1593475200,,,44540136,1860612352,,,,,,-0.318,,,,,,,,https://logo.clearbit.com/avancegas.com,,17.443491,,,,,
ASETEK,9220,Technology,100,"Asetek A/S, together with its subsidiaries, designs, develops, and markets liquid cooling solutions in Asia, Europe, and the Americas. The company operates through: Gaming and Enthusiast, and Data Center segments. Its products are used in personal computers, servers, and data centers to provide enhanced performance, acoustics, and energy efficiency. The company serves original equipment manufacturers, resellers, and channel partners. Asetek A/S was founded in 1997 and is headquartered in Aalborg, Denmark.",Aalborg,45 96 45 00 47,Denmark,[],http://www.asetek.com,1,Assensvej 2,Computer Hardware,Aalborg East,84.9,84.4,54.57625,0.0013663132,0,,87,,71804,,84.9,77.27353,0.116,84.4,,71804,,,,,1493164800,0.858433,,,83.7,2,NOK,43469,,,,2125200000,,,67267,43.087402,83.7,84.4,,262100,43469,91.3,280,,,18.02,84.7,False,,89800,87,OSL,ASETEK A/S,Asetek A/S,Europe/Oslo,CEST,False,7200000,EQUITY,ASETEK.OL,finmb_25262375,no_market,,38.758,,-0.01904,822.921,2.7471783,,0.3,,25300000,,,1.526,,,,1577750400,0.63678,-939000,-0.04,,0.106000066,55.04587,0.00846,1640908800,1593475200,,,21429376,1911645056,,,,,,-0.247,,203.53,,,,,,https://logo.clearbit.com/asetek.com,45 96 45 00 48,,,,,,
AYFIE-ME,0279,Technology,,"Ayfie Group AS, a search company, provides knowledge discovery products and search solutions in the Nordics, Europe, and the United States. The company's platform includes technologies from the big data discovery, insight, linguistic analysis, and content analytics fields. It also provides products for eDiscovery, media, compliance, and search for various industries. In addition, the company offers a text analytics platform, such as forensics over research and automated prediction based on unstructured text data. The company was formerly known as VirtualWorks Group AS. Ayfie Group AS is headquartered in Oslo, Norway.",Oslo,47 48 31 08 00,Norway,[],http://www.ayfie.com,1,Karenslyst AllÃ© 49,Software—Application,,2.26,2.2995,2.504452,,0,,2.3,,245405,,2.26,2.374838,,2.2995,,245405,,,,,,,,,2.2,4,NOK,959600,,,,237402000,,,613138,,2.2,2.2895,,,959600,3.6005,,,,2.1,2.25,False,,,2.3,OSL,AYFIE GROUP AS,ayfie Group AS,Europe/Oslo,CEST,False,7200000,EQUITY,AYFIE-ME.OL,finmb_420322075,no_market,,,,0,,-0.11538458,,,,106907000,,,,,,,,,,,,0.106000066,,,,,,,,,,,,,,,,,,,,,,https://logo.clearbit.com/ayfie.com,,,,,,,
AURG,1930,Financial Services,,"Aurskog Sparebank provides various banking products and services. The company accepts savings accounts; and offers mortgage, car, other vehicle, construction, green business, and corporate loans, as well as small loans and refinancing. It also offers various bank cards; insurance products and services; and pension, guarantee, overdraft, leasing, and mobile and online banking services. The company operates through its branches in BjÃ¸rkelangen, Ãrnes, Jessheim, and SÃ¸rumsand, Norway. Aurskog Sparebank was founded in 1846 and is headquartered in Aurskog, Norway.",Aurskog,47 63 85 44 40,Norway,[],http://aurskog-sparebank.no,1,Senterveien 15,Banks—Regional,,198,202,187.80147,0.055555556,0.33580002,,202,,77,,198,197.70589,11,202,,77,,,,11,1582761600,0.075301,,,196,2,NOK,330,,,,629979264,,,426,2.6006947,196,200,,37700,330,206,13.970064,,5.49,170,196,False,0.0556,22000,202,OSL,AURSKOG SPAREBANK,Aurskog Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,AURG.OL,finmb_11340276,no_market,,12.623,,0.45474,,0.17647064,,14.03,,3214180,,,414.961,,,,1577750400,0.00057,34078000,10.602,,0.106000066,0.47233355,0.26146,1640908800,1593475200,,,2172271,3057809664,,,,,,0.02,,,,,,,,https://logo.clearbit.com/aurskog-sparebank.no,47 63 85 44 41,18.487078,,,,,
ARCUS,1483,Consumer Defensive,430,"Arcus ASA, together with its subsidiaries, imports, produces, markets, sells, and distributes wine and spirits. It offers its products under the Lysholm Linie, LÃ¸iten Linie, Gammel Opland, Gilde, Aalborg, Malteserkreutz and SnÃ¤llerÃ¶ds, Gammel Dansk, Braastad cognac, Vikingfjord, Amundsen, Brennevin Seksti, Vanlig, Dworek, Hammer, Kalinka, Dobra, Doppio Passo, Pietro de Campo, Hot n'Sweet, Dooley's, Eau de Vie, Golden Cock, St. Hallvard, Upper Ten, Dry Anis, Star Gin, and Akvavit brands. The company also provides logistics services for alcoholic beverages. It operates in Norway, Sweden, Finland, Denmark, Germany, the United States, and internationally. Arcus ASA is headquartered in Hagan, Norway.",Hagan,47 67 06 50 00,Norway,[],http://www.arcus.no,1,Destilleriveien 11,Beverages—Wineries & Distilleries,Postbox 64,40.4,40.4,37.614597,0.041089106,0.59290004,,40.7,,29505,,40.4,41.361763,1.66,40.4,,29505,,,,1.66,1591833600,0.451785,,,40.3,2,NOK,7069,,,,2747733504,,,28334,0.9504515,40.3,40.8,,0,7069,43.7,12.095809,,,27.1,40.4,False,0.040599998,0,40.7,OSL,ARCUS ASA,Arcus ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ARCUS.OL,finmb_245559265,no_market,,1.434,,0.06953,11.975,0.09703505,,3.34,,68013200,,,25.369,,,,1577750400,0.79032,201020992,2.788,,0.106000066,1.5924948,0.15168999,1640908800,1593475200,,,26169423,4146146048,,,,,,1.107,,,,,,,,https://logo.clearbit.com/arcus.no,,14.490674,,,,,
B2H,0161,Financial Services,2280,"B2Holding ASA provides debt solutions for banks and institutional vendors. The company's portfolio of business consists of purchase, management, and collection of unsecured and secured non-performing loans. It services include debt purchase and collection, credit information third party debt collection, and consumer lending, as well as telemarketing and fraud prevention services. It principally operates in Norway, Sweden, Denmark, Finland, Estonia, Latvia, Lithuania, Poland, Croatia, Slovenia, Serbia, Montenegro, Bosnia-Herzegovina, Austria, the Czech Republic, Hungary, Spain, Portugal, Italy, France, Bulgaria, Romania, Greece, and Cyprus. B2Holding SAS was founded in 2011 and is headquartered in Oslo, Norway.",Oslo,47 22 83 39 50,Norway,[],http://www.b2holding.no,1,Stortingsgaten 22,Credit Services,7th Floor,6.1,6.14,4.667191,0.07377049,0,,6.32,,1538424,,6.1,6.049412,0.45,6.14,,1538424,,,,,1590624000,1.84518,,,6.05,2,NOK,1201069,,,,2553882624,,,1771667,1.1014743,6.05,6.23,,27400,1201069,10.22,2.8842592,,,3.3,6.19,False,,311700,6.32,OSL,B2HOLDING ASA,B2Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,B2H.OL,finmb_23000545,no_market,,6.329,,0.14179,,0.055118084,,2.16,,409932992,,,11.287,,,,1577750400,0.20291,328759008,0.796,,0.106000066,0.55196244,0.45931,1640908800,1593475200,,,241462598,14675589120,,,,,,,,,,,,,,https://logo.clearbit.com/b2holding.no,47 22 83 39 51,7.826633,,,,,
AGS,1366,Industrials,8,"Axxis Geo Solutions ASA operates as an ocean bottom node seismic company. The company delivers tailored seismic solutions; and provides flexible project management and execution services to oil and gas companies worldwide. The company was founded in 2006 and is based in Lysaker, Norway.",Lysaker,47 48 09 55 55,Norway,[],http://www.axxisgeo.com,1,Strandveien 50,Marine Shipping,,0.616,0.61,0.7465294,,0,,0.612,,349983,,0.616,0.6875882,,0.61,,349983,,,,,1545264000,,,,0.59,4,NOK,639455,,,,35853128,,,1032398,0.6489283,0.59,0.602,,,639455,13.8984,,,,0.4,0.592,False,,,0.612,OSL,AXXIS GEO SOLUTION,Axxis Geo Solutions ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AGS.OL,finmb_610831375,no_market,,0.8,,-0.85348,13.132,-0.9523156,,,,58821000,,,-0.047,,,,1577750400,0.00071000005,-47154720,-1.232,,0.106000066,,0.08083,1640908800,1593475200,,,20777936,44204820,,1562112000,1:50,,,,,,,,,,,https://logo.clearbit.com/axxisgeo.com,,,,,,,
ALNG,0250,Industrials,8,"Awilco LNG ASA, together with its subsidiaries, owns and operates liquefied natural gas (LNG) vessels in Norway. It owns two 156,000 cbm LNG TFDE membrane vessels. The company was founded in 2011 and is based in Oslo, Norway.",Oslo,47 22 01 42 00,Norway,[],http://www.awilcolng.no,1,Beddingen 8,Integrated Freight & Logistics,Aker Brygge,0.99,0.98,1.2037206,,0,,0.98,,202025,,0.99,1.1032647,,0.98,,202025,,,,,,0.875301,,,0.916,4,NOK,39034,,,,129898024,,,142283,3.0233452,0.916,0.964,,500000,39034,4.17,8.909091,,,0.872,0.936,False,,52300,0.98,OSL,AWILCO LNG ASA,Awilco LNG ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ALNG.OL,finmb_133244355,no_market,,8.749,,0.02416,13.867,-0.7474874,,0.11,,132549000,,,0.79,,,,1577750400,0.18263,1038000,0.008,,0.106000066,1.2405063,0.63137,1640908800,1593475200,,,26517675,375908544,,,,,,,,,,,,,,https://logo.clearbit.com/awilcolng.no,47 22 01 43 70,122.5,,,,,
