ticker,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,country,companyOfficers,website,maxAge,address1,industry,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,totalAssets,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,yield,algorithm,dividendRate,exDividendDate,beta,circulatingSupply,startDate,regularMarketDayLow,priceHint,currency,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,priceToSalesTrailing12Months,dayLow,ask,ytdReturn,askSize,volume,fiftyTwoWeekHigh,forwardPE,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,profitMargins,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,enterpriseValue,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,morningStarOverallRating,earningsQuarterlyGrowth,dateShortInterest,pegRatio,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,category,fiveYearAverageReturn,logo_url,fax,address2,trailingPE,underlyingSymbol,underlyingExchangeSymbol,headSymbol,uuid,state
AKVA,4353,Industrials,1444,"AKVA Group ASA develops, designs, manufactures, assembles, sells, and installs technology products; and provides rental and consulting services for the aquaculture industry. The company operates through three segments: Cage Based Technology, Software, and Land Based Technology. The Cage Based Technology segment offers plastic cages, steel cages, feed barges, feed systems, sensor and camera systems, biomass estimation systems, underwater lights, net cleaning systems, and nets and mooring systems under the Polarcirkel, Wavemaster, and Akvasmart hardware brands. This segment also supplies polyethylene work boats, pipes, ROV's, and subsea solutions to aquaculture, oil service, and maritime industries. The Software segment provides production control, planning, traceability, and ERP software for the aquaculture and fishing industries under the Fishtalk brand. This segment also operates AKVAconnect, a process control platform that enables real-time control of various mission critical equipment, such as feeding systems, environmental sensors, barges, and cameras installed on-site at the farmer's locations. The Land Based Technology segment designs and delivers recirculation systems for land based fish farming, as well as provides water quality conditions for fresh and seawater operations. The company also offers PRISMA, a cloud-based data platform for the aquaculture eco-system. AKVA group ASA operates in Norway, Chile, Canada, Scotland, Denmark, and internationally. The company is based in Klepp Stasjon, Norway. AKVA Group ASA is a subsidiary of Egersund Group AS.",Klepp Stasjon,47 51 77 85 00,Norway,[],http://www.akvagroup.com,1,Plogfabrikkvegen 11,Farm & Heavy Construction Machinery,62.2,62.4,61.55942,0.03215434,,,63,,2768,,62.2,62.44706,2,62.4,,2768,,,,2,1582502400,0.642441,,,62,2,NOK,283,,,,2075590528,,,6084,0.69721556,62,62.6,,49600,283,83,10.924956,,,41.3,62,False,0.0317,34200,63,OSL,AKVA GROUP ASA,AKVA Group ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKVA.OL,finmb_162314,no_market,,1.098,,-0.00014,25.227,-0.18181819,,5.73,,33156400,,,31.171,,,,1577750400,0.13203,-422000,-0.014,,0.103224516,2.008277,0.7511,1640908800,1585612800,,,8065299,3268389376,,,,,,-0.417,,,,,,,,https://logo.clearbit.com/akvagroup.com,,,,,,,,
AQUA,0161,Energy,431,"AqualisBraemar ASA, an investment holding company, provides marine and engineering consultancy services to the offshore oil and gas industry and offshore renewables market worldwide. It offers marine and offshore engineering services, such as deep and shallow water installation engineering; marine operations and surveying, including rig moving and tow master, as well as engineering support services; owns and supervises vessel construction; engineering and project management services; concept, FEED, and basic design services for new-build and vessel upgrades; and rig inspection services. The company also provides marine warranty and consultancy, risk consulting, transportation and installation, dynamic positioning and critical systems, and technical due diligence services. The company was formerly known as Aqualis ASA and changed its name to AqualisBraemar ASA in June 2019. AqualisBraemar ASA was incorporated in 2014 and is headquartered in Oslo, Norway.",Oslo,,Norway,[],http://aqualisbraemar.com,1,Olav Vs gate 6,Oil & Gas Equipment & Services,4.6,4.6,3.693116,0.0010869565,0,,4.6,,18615,,4.6,4.125294,0.005,4.6,,18615,,,,0.2,1591833600,1.040697,,,4.6,4,NOK,4,,,,323455424,,,46380,4.8715367,4.6,4.62,,385400,4,5,32.857143,,,2.15,4.34,False,0.0418,402100,4.6,OSL,AQUALISBRAEMAR ASA,AqualisBraemar ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AQUA.OL,finmb_266259656,no_market,,4.789,,0.18611999,189.623,0.21012664,,0.14,,70316400,,,0.686,,,,1577750400,0.07898,12358000,0.201,,0.103224516,6.705539,0.58599,1640908800,1585612800,,,20787638,317998016,,,,,,,,,,,,,,https://logo.clearbit.com/aqualisbraemar.com,,,22.88557,,,,,
AZT,9294,Healthcare,36,"ArcticZymes Technologies ASA develops, manufactures, and markets immunomodulating beta-glucans and recombinant enzymes in Norway, Europe, Asia, Australia, Africa, and the Americas. It operates through two segments, Enzymes and Beta-Glucans. The company provides recombinant enzymes that are primarily derived from cold-water marine species and organisms from other relevant environments for use in molecular research, in vitro diagnostics, and therapeutics. It offers shrimp alkaline phosphatase and derived kits for cleanup prior to Sanger sequencing and next generation sequencing (NGS) processes; cod UNG for use in viral and other molecular diagnostic assays; double-strand specific DNases and derived kits for the removal of DNA from RNA samples; polymerases for technology development for life science, molecular diagnostics, NGS, and synthetic biology; proteinase for microbiological diagnostics and liquid biopsies; salt active nuclease for the removal of nucleic acids during manufacturing of vaccines, viruses, recombinant proteins, and other reagents; and ligases for joining DNA fragments. The company also provides immunomodulating beta-glucans products for the wound care, animal and consumer health, and adjuvants markets. It offers Woulgan wound gel; M-Glucan, a natural immune-stimulating product for fish and animal feed; and M-Gard, a natural immune-stimulating ingredients to enhance physical health. The company was formerly known as Biotec Pharmacon ASA and changed its name to ArcticZymes Technologies ASA in June 2020. ArcticZymes Technologies ASA was founded in 1990 and is headquartered in TromsÃ¸, Norway.",Tromso,47 77 64 89 00,Norway,[],http://arcticzymes.com,1,Sykehusveien 23,Biotechnology,45,45,,,0,,45,,,,45,,,45,,,,,,,,1.149418,,,44,2,NOK,45005,,,,2141227136,,,,20.576456,44,44.4,,,45005,45,,,,44,44.3,False,,,45,OSL,ARCTICZYMES TECH,ArcticZymes Technologies ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AZT.OL,finmb_13529463,no_market,,20.712,,0.121549994,158.653,,,,,48334700,,,1.21,,,,1577750400,0.0896,12649000,0.26,,0.103224516,36.61157,0.3134,1640908800,1585612800,,,24481512,2155305216,,,,,,,,,,,,,,https://logo.clearbit.com/arcticzymes.com,47 77 64 89 01,PO Box 6463,170.38461,,,,,
ARCHER,HM 08,Energy,4964,"Archer Limited, an oilfield service company, provides various oilfield products and services to the oil and gas industry. It operates through two segments, Eastern Hemisphere and Western Hemisphere. The company provides oiltools, such as plugs and abandonment (P&A), slot recovery and P&A, cementing, and well cleaning solutions; land drilling and platform drilling services; and modular drilling rigs. It also offers engineering services, such as project management, construction and installations, multidiscipline engineering, consulting, and inspection services. In addition, the company provides cased hole logging, conveyance and mechanical/slickline, and R&D and technology development services. Further, it offers fluids, guarantor, international personnel, management, and equipment rental services, as well as performs rig inspections. The company operates in Angola, Argentina, Australia, Bolivia, Brazil, Canada, Congo, Indonesia, Malaysia, Nigeria, Norway, Saudi Arabia, the United Arab Emirates, the United Kingdom, and the United States. The company was formerly known as Seawell Limited and changed its name to Archer Limited in May 2011. Archer Limited was founded in 2007 and is based in Hamilton, Bermuda.",Hamilton,,Bermuda,[],http://www.archerwell.com,1,Par la Ville Place,Oil & Gas Drilling,2.14,2.135,2.2952392,,0,,2.16,,210009,,2.14,2.2205882,,2.135,,210009,,,,,,2.852906,,,2.09,4,NOK,81550,,,,310112352,,,525770,0.37201577,2.09,2.11,,100400,81550,4.78,34.916668,,,1.1,2.095,False,,503000,2.16,OSL,ARCHER LTD,Archer Limited,Europe/Oslo,CEST,False,7200000,EQUITY,ARCHER.OL,finmb_37612323,no_market,,1.123,,-0.05722,9.927,-0.54347825,,0.06,,148024992,,,0.732,,,,1577750400,0.12627,-47700000,-0.323,,0.103224516,2.862022,0.41856998,1640908800,1577750400,,,105861885,936105600,,1443398400,1:10,,,,,,,,,,,https://logo.clearbit.com/archerwell.com,,4th Floor 14 Par-la-Ville Road,,,,,,
ANDF-ME,8400,Consumer Defensive,,"Andfjord Salmon AS operates a fish farm. It operates a closed sea facility for organic salmon farming. The company was founded in 2014 and is headquartered in Sortland, Norway.",Sortland,,Norway,[],http://www.andfjordsalmon.com,1,Havnegata 19,Farm Products,57.9,57.9,,,0,,58.49,,,,57.9,,,57.9,,,,,,,,,,,56.27,2,NOK,8276,,,,1949542656,,,,1184.0304,56.27,57.95,,,8276,58.49,,,,56.27,56.51,False,,,58.49,OSL,ANDFJORD SALMON AS,Andfjord Salmon AS,Europe/Oslo,CEST,False,7200000,EQUITY,ANDF-ME.OL,finmb_570862527,no_market,,1048.714,,0,-215.56,,,,,33624400,,,4.914,,,,1577750400,,-6394534,-0.214,,0.103224516,11.798942,,1640908800,,,,,1726740352,,,,,,,,,,,,,,https://logo.clearbit.com/andfjordsalmon.com,,8402 Sortland,,,,,,
AFG,0663,Industrials,5526,"AF Gruppen ASA, a contracting and industrial company, engages in civil engineering, environment, building, property, energy, and offshore businesses primarily in Norway and Sweden. The company's Civil Engineering business area undertakes civil engineering and niche projects related to roads and railways, port facilities, airports, tunnels, foundation work, power, and energy, as well as onshore facilities for oil and gas. Its Energy and Environment business area provides smart and energy efficient services for buildings and industry; demolition services; and receiving, treating, and recycling of materials. The company's Building business area develops, engineers, and builds commercial, residential, and public buildings, as well as rehabilitation projects. Its Property business area develops residential units and commercial buildings. The Sweden business area engages in building, civil engineering, property, and environmental activities in Sweden. The company's offshore business area undertakes the removal, demolition, and recycling of offshore installations; and new building, modification, and maintenance works related to cranes, modules, and rig services, as well as heating, ventilation, air conditioning, and cooling systems. It also provides services related to the maintenance and modification of onshore facilities for the oil and gas industry. AF Gruppen ASA was founded in 1985 and is headquartered in Oslo, Norway.",Oslo,47 22 89 11 00,Norway,[],http://www.afgruppen.com,1,Innspurten 15,Engineering & Construction,175,174.2,167.22754,0.054285713,1.0266,,176.2,,7860,,175,176.74118,9.5,174.2,,7860,,,,12,1589760000,0.436627,,,174.2,2,NOK,3070,,,,18460581888,,,20260,0.77053934,174.2,175.8,,178000,3070,185,20.953516,,5.42,124.5,175.2,False,0.0686,52100,176.2,OSL,AF GRUPPEN,AF Gruppen ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AFG.OL,finmb_6174594,no_market,,0.803,,0.03506,14.768,0.034808278,,8.39,,105009000,,,22.213,,,,1577750400,0.14407,840000000,8.257,,0.103224516,7.9142847,0.60915,1640908800,1585612800,,,40215335,19228493824,,1263772800,5:1,,,-0.1,,,,,,,,https://logo.clearbit.com/afgruppen.com,,,21.291027,,,,,
ASC,0250,Financial Services,275,"ABG Sundal Collier Holding ASA, together with its subsidiaries, provides investment banking, stock broking, and corporate advisory services in Norway, Sweden, Denmark, and internationally. It operates in two segments, Markets and Investment Banking. The Markets segment offers financial services, such as brokerage, trading and execution of equities, bonds, derivatives, structured products, and FX. The Investment Banking segment provides corporate advisory services, including ECM, DCM, mergers and acquisitions, and financial restructuring. The company also provides equity research, credit research, and corporate and strategic access services; and project finance services. ABG Sundal Collier Holding ASA was founded in 1984 and is headquartered in Oslo, Norway.",Oslo,47 22 01 60 00,Norway,[],http://www.abgsc.com,1,Munkedamsveien 45 East,Capital Markets,4.28,4.28,3.8080072,0.051401865,0.8062,,4.295,,167026,,4.28,4.281471,0.22,4.28,,167026,,,,0.22,1588118400,0.98372,,,4.2,4,NOK,121594,,,,1851792512,,,475363,1.3102151,4.2,4.245,,185000,121594,4.58,9.767441,,10.49,2.69,4.215,False,0.0514,340000,4.295,OSL,ABG SUN COL HLDG,ABG Sundal Collier Holding ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ASC.OL,finmb_2972520,no_market,,1.02,,0.17288,,0.23579538,,0.43,,440903008,,,1.493,,,,1577750400,0.19143,244343008,0.459,,0.103224516,2.8131278,0.18238,1640908800,1593475200,,,348806080,1441462144,,,,,,0.229,,,,,,,,https://logo.clearbit.com/abgsc.com,,7th floor,9.150327,,,,,
AKER,1366,Energy,21865,"Aker ASA, an industrial investment company, operates in the oil and gas, maritime assets, and marine biotechnology sectors primarily in Norway and internationally. It operates through two segments, Industrial Holdings and Financial Investments. The company provides services, technologies, and product solutions for the oil and gas industry; provides engineering, procurement, and construction services for the offshore oil and gas, as well as renewable industries; and explores for and produces oil and gas on the Norwegian continental shelf. It also develops, manufactures, markets, and sells krill-based ingredients to the consumer health, aquaculture, and animal nutrition markets; and owns and charters vessels. The company was founded in 1841 and is headquartered in Lysaker, Norway. Aker ASA is a subsidiary of TRG Holding AS.",Lysaker,47 24 13 00 00,Norway,[],http://www.akerasa.com,1,Oksenoyveien 10,Oil & Gas Equipment & Services,387.2,389,357.5797,0.058109503,0,,390.4,,100852,,387.2,365.24707,22.5,389,,100852,,,,11.75,1595289600,1.701744,,,383,2,NOK,29532,,,,28591177728,,,221102,0.60694116,383,385.6,,111700,29532,566,14.666667,,,182.2,385.2,False,0.030299999,108400,390.4,OSL,AKER ASA,Aker ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKER.OL,finmb_12074458,no_market,,1.861,,-0.08871,34.294,-0.17834395,,26.25,,74262800,,,251.432,,,,1577750400,0.19775999,-4124000000,-56.266,,0.103224516,1.531229,0.70268,1640908800,1593475200,,,67703874,87655538688,,,,,,,,,,,,,,https://logo.clearbit.com/akerasa.com,47 24 13 01 01,,,,,,,
AKA,1366,Energy,2112,"Akastor ASA operates as an oil-services investment company worldwide. The company offers drilling equipment, drilling riser solutions, and related products and services for the drilling market; and vessel-based subsea well construction and intervention services to the oil and gas industry. It is also involved in waste management drilling activities; the provision of subsurface advice and products to E&P companies; and supplying vapor recovery units and systems. Akastor ASA was founded in 1841 and is based in BÃ¦rum, Norway.",Barum,47 21 52 58 00,Norway,[],http://akastor.com,1,Building B,Oil & Gas Equipment & Services,6.08,6,5.8188405,,0,,6.15,,568598,,6.08,5.1408825,,6,,568598,,,,,1397174400,1.273837,,,5.8,2,NOK,188151,,,,1591634560,,,465109,0.28105855,5.8,5.96,,52200,188151,12.4,14.650001,,,3.52,5.92,False,,227000,6.15,OSL,AKASTOR ASA,Akastor ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKA.OL,finmb_874402,no_market,,0.695,,-0.0498,12.663,-0.48898304,,0.4,,271609984,,,14.855,,,,1577750400,0.25563,-152000000,-0.981,,0.103224516,0.39448,0.51141,1640908800,1593475200,,,136612714,3938285824,,1175212800,5:1,,,,,,,,,,,https://logo.clearbit.com/akastor.com,,Oksenoyveien 10 Lysaker,,,,,,
AKSO,1366,Energy,13000,"Aker Solutions ASA provides products, systems, and services to the oil and gas industry worldwide. The company operates through Projects and Services segments. It offers field planning, feasibility, and concept studies; floater designs; digital solutions; offshore wind solutions; and deep water risers. The company also provides engineering, project management, and procurement services, such as design of offshore oil and gas production facilities, and onshore receiving and processing facilities; jacket designs; subsea production systems; subsea trees; and control systems. In addition, it offers subsea wellheads engineering, manufacturing, installation, and life-of-field support services, including umbilical systems, subsea structures, tie-in systems, subsea compression and pump systems, subsea power distribution and processing systems, and intervention and workover systems; lifecycle, hook-up and completion, maintenance, modification, asset integrity management, and yards and fabrication services, as well as carbon capture, utilization, and storage services. Aker Solutions ASA was founded in 1841 and is headquartered in Fornebu, Norway.",Fornebu,47 67 51 30 00,Norway,[],http://akersolutions.com,1,Oksenoyveien 8,Oil & Gas Equipment & Services,15.1,15.3,10.387993,0.09602649,0,,15.3,,6038021,,15.1,10.217857,1.45,15.3,,6038021,,,,,1428624000,1.890697,,,14.82,2,NOK,1233626,,,,4106339584,,,5459148,0.15582058,14.82,15.08,,58500,1233626,30.2,6.480687,,,4.362,15.04,False,,156700,15.3,OSL,AKER SOLUTIONS ASA,Aker Solutions ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AKSO.OL,finmb_262890984,no_market,,0.454,,-0.03779,18.854,-0.4528768,,2.33,,271943008,,,24.02,,,,1577750400,0.26966998,-996000000,-3.667,,0.103224516,0.6286428,0.46942002,1640908800,1593475200,,,130227946,11953335296,,1175212800,1:5,,,,,,,,,,,https://logo.clearbit.com/akersolutions.com,47 67 51 30 10,,,,,,,
ARCUS,1483,Consumer Defensive,430,"Arcus ASA, together with its subsidiaries, imports, produces, markets, sells, and distributes wine and spirits. It offers its products under the Lysholm Linie, LÃ¸iten Linie, Gammel Opland, Gilde, Aalborg, Malteserkreutz and SnÃ¤llerÃ¶ds, Gammel Dansk, Braastad cognac, Vikingfjord, Amundsen, Brennevin Seksti, Vanlig, Dworek, Hammer, Kalinka, Dobra, Doppio Passo, Pietro de Campo, Hot n'Sweet, Dooley's, Eau de Vie, Golden Cock, St. Hallvard, Upper Ten, Dry Anis, Star Gin, and Akvavit brands. The company also provides logistics services for alcoholic beverages. It operates in Norway, Sweden, Finland, Denmark, Germany, the United States, and internationally. Arcus ASA is headquartered in Hagan, Norway.",Hagan,47 67 06 50 00,Norway,[],http://www.arcus.no,1,Destilleriveien 11,Beverages—Wineries & Distilleries,40.5,40.3,36.145325,0.04098765,0.64839995,,40.8,,30502,,40.5,39.438236,1.66,40.3,,30502,,,,1.66,1591833600,0.447647,,,40.3,2,NOK,1857,,,,2768137216,,,30182,0.98094803,40.3,40.7,,0,1857,42,12.185629,,,27.1,40.5,False,0.041300002,0,40.8,OSL,ARCUS ASA,Arcus ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ARCUS.OL,finmb_245559265,no_market,,1.632,,0.0645,12.001,0.08288765,,3.34,,68013200,,,27.624,,,,1577750400,0.79032,182000000,2.538,,0.103224516,1.4733565,0.15168999,1640908800,1585612800,,,25830157,4604918272,,,,,,,,,,,,,,https://logo.clearbit.com/arcus.no,,Postbox 64,16.03625,,,,,
ATEA,0605,Technology,7222,"Atea ASA supplies IT infrastructure and related solutions for businesses and public sector organizations in the Nordic countries and Baltic regions. The company provides hardware and software solutions for storing and managing information, as well as tools for virtualization, automation, and security for operating the data center environment; client hardware, software, and services to the requirements of users, applications, security, networks, and computing environments. It also offers hardware and software solutions for running networks, and services to help customers manage their communications; and a range of products to enable collaboration through conferencing, information sharing, and digital productivity solutions. In addition, it provides Device as a Service to various concepts, such as videoconferencing, digital signage, and networks. Atea ASA was founded in 1968 and is headquartered in Oslo, Norway.",Oslo,47 22 09 50 00,Norway,[],http://www.atea.com,1,Karvesvingen 5,Information Technology Services,106.4,107,100.5,0.061090223,0.7065,,107,,53469,,106.4,101.511765,6.5,107,,53469,,,,6.5,1571875200,0.580813,,,104.6,2,NOK,2469,,,,11503175680,,,97051,0.3053508,104.6,105,,20000,2469,137,15.093795,,5.73,66.2,104.6,False,0.061100002,264300,107,OSL,ATEA ASA,Atea ASA,Europe/Oslo,CEST,False,7200000,EQUITY,ATEA.OL,finmb_700601,no_market,,0.338,,0.01354,12.297,-0.051971257,,6.93,,109973000,,,33.081,,,,1577750400,0.58987,510000000,4.601,,0.103224516,3.1619356,0.25162,1640908800,1593475200,,,81691394,12715148288,,1149206400,1:10,,,0.557,,,,,,,,https://logo.clearbit.com/atea.com,,Box 6472 Etterstad,22.734188,,,,,
AVANCE,HM 08,Energy,8,"Avance Gas Holding Ltd, together with its subsidiaries, engages in the transportation of liquefied petroleum gas (LPG) worldwide. The company transports LPG from the Middle East Gulf and the United States Gulf/the United States East Coast to destinations in Europe, South America, India, and Asia. As of December 31, 2019, it operated through a fleet of 14 very large gas carriers. The company was founded in 2007 and is based in Hamilton, Bermuda.",Hamilton,472 200 4800,Bermuda,[],http://www.avancegas.com,1,Par-la-Ville Place,Oil & Gas Integrated,22.7,23,27.402029,0.013215859,0.1991,,23.28,,1119509,,22.7,18.424118,0.3,23,,1119509,,,,2.86,1583884800,1.79593,,,22.46,2,NOK,633369,,,,1434524032,,,779604,4.9328394,22.46,22.52,,66000,633369,58.4,70.375,,,16.24,22.48,False,0.123500004,90400,23.28,OSL,AVANCE GAS HLDGS L,Avance Gas Holding Ltd,Europe/Oslo,CEST,False,7200000,EQUITY,AVANCE.OL,finmb_116150043,no_market,,6.335,,0.29652,12.075,-0.11939162,,0.32,,63700000,,,6.179,,,,1577750400,0.1523,86232000,1.356,,0.103224516,3.6446028,0.36513,1640908800,1585612800,,,44520567,1842200960,,,,,,,,,,,,,,https://logo.clearbit.com/avancegas.com,,14 Par-la-Ville Road PO Box HM 1593,16.60767,,,,,
ASETEK,9220,Technology,97,"Asetek A/S, together with its subsidiaries, designs, develops, and markets liquid cooling solutions in Asia, Europe, and the Americas. The company operates through: Gaming and Enthusiast, and Data Center segments. Its products are used in personal computers, servers, and data centers to provide enhanced performance, acoustics, and energy efficiency. The company serves original equipment manufacturers, resellers, and channel partners. Asetek A/S was founded in 1997 and is headquartered in Aalborg, Denmark.",Aalborg,45 96 45 00 47,Denmark,[],http://www.asetek.com,1,Assensvej 2,Computer Hardware,64.9,64.9,43.246883,0.0017873651,0,,64.9,,67892,,64.9,58.23088,0.116,64.9,,67892,,,,,1493164800,0.688372,,,62.3,2,NOK,11460,,,,1595129216,,,60330,30.511854,62.3,62.8,,262100,11460,70.3,207.66666,,,17.84,62.2,False,,89800,64.9,OSL,ASETEK A/S,Asetek A/S,Europe/Oslo,CEST,False,7200000,EQUITY,ASETEK.OL,finmb_25262375,no_market,,31.357,,-0.0097,929.842,1.9742389,,0.3,,25604000,,,1.489,,,,1577750400,0.63678,-507000,-0.02,,0.103224516,41.84016,0.00846,1640908800,1585612800,,,21892096,1639310976,,,,,,,,203.53,,,,,,https://logo.clearbit.com/asetek.com,45 96 45 00 48,Aalborg East,,,,,,
ATLA NOK,110,Energy,1,"P/F Atlantic Petroleum, together with its subsidiaries, engages in the exploration, appraisal, development, and production of oil and gas properties in the Faroe Islands, the United Kingdom, Norway, and Ireland. The company was founded in 1998 and is based in TÃ³rshavn, Denmark.",Torshavn,44 298 59 16 01,Denmark,[],http://www.petroleum.fo,1,Yviri vio Strond 4,Oil & Gas E&P,7.26,6.92,7.028188,,0,,6.92,,287,,7.26,6.8505883,,6.92,,287,,,,,,1.421511,,,6.9,2,NOK,927,,,,21841054,,,1496,,6.9,7.24,,0,927,9.9,,,,5.05,6.9,False,,0,6.92,OSL,Atlantic Petroleum,P/F Atlantic Petroleum,Europe/Oslo,CEST,False,7200000,EQUITY,ATLA-NOK.OL,finmb_23704038,no_market,,,,0,,-0.119999945,,,,3697860,,,-6.498,,,,1577750400,0.02009,,-2.673,,0.103224516,,0,1640908800,1585612800,,,3510194,26846464,,,,,,,,,,,,,,https://logo.clearbit.com/petroleum.fo,,PO Box 1228,,,,,,
BEL,0216,Industrials,460,"Belships ASA owns and operates dry bulk ships worldwide. It operates through Dry Bulk and Technical Management segments. The company operates a fleet of 18 ships. It also provides commercial management and ship management services. The company was founded in 1918 and is headquartered in Oslo, Norway.",Oslo,47 22 52 76 00,Norway,[],http://www.belships.com,1,Lilleakerveien 4,Marine Shipping,6.9,6.8,6.277174,0.00086956524,0.72730005,,6.8,,6458,,6.9,6.711765,0.006,6.8,,6458,,,,0.05,1569456000,0.738372,,,6.8,2,NOK,3000,,,,1547863680,,,18273,11.568833,6.8,6.9,,1650000,3000,7.85,85.00001,,,5,6.7,False,0.0077,1700000,6.8,OSL,BELSHIPS ASA,Belships ASA,Europe/Oslo,CEST,False,7200000,EQUITY,BEL.OL,finmb_878059,no_market,,12.732,,0.01232,76.682,-0.05109489,,0.08,,227627008,,,0.717,,,,1577750400,0.0864,1649000,0.008,,0.103224516,9.483961,0.81391,1640908800,1585612800,,,46748800,1703493248,,,,,,-1,,,,,,,,https://logo.clearbit.com/belships.com,47 23 50 08 82,Box 23 Lilleaker,850,,,,,
AWDR,AB32 6FL,Energy,145,"Awilco Drilling PLC provides drilling services to oil and gas companies in the United Kingdom and Norway. It owns and operates two semi-submersible drilling rigs. Awilco Drilling PLC was incorporated in 2009 and is based in Westhill, the United Kingdom.",Westhill,44 12 2473 7900,United Kingdom,[],http://www.awilcodrilling.com,1,2 Kingshill Park,Oil & Gas Drilling,3.15,3.15,6.779638,0,0,,3.21,,42056,,3.15,3.6555882,0,3.15,,42056,,,,,1526947200,1.443604,,,3.15,4,NOK,13823,,,,172477552,,,114796,5.9364476,3.15,3.2,,43900,13823,26,-14.363637,,,3.1,3.16,False,,40300,3.21,OSL,AWILCO DRILLING PL,Awilco Drilling PLC,Europe/Oslo,CEST,False,7200000,EQUITY,AWDR.OL,finmb_84006438,no_market,,4.964,,-1.29562,-43.701,-0.8782946,,-0.22,,54581500,,,4.426,,,,1577750400,0.37112,-37643000,-0.68,,0.103224516,0.713963,0.4371,1640908800,1585612800,,,14488113,144213728,,,,,,,,,,,,,,https://logo.clearbit.com/awilcodrilling.com,44 12 2473 7905,Venture Drive Arnhall Business Park,,,,,,
AURG,1930,Financial Services,,"Aurskog Sparebank provides various banking products and services. The company accepts savings accounts; and offers mortgage, car, other vehicle, construction, green business, and corporate loans, as well as small loans and refinancing. It also offers various bank cards; insurance products and services; and pension, guarantee, overdraft, leasing, and mobile and online banking services. The company operates through its branches in BjÃ¸rkelangen, Ãrnes, Jessheim, and SÃ¸rumsand, Norway. Aurskog Sparebank was founded in 1846 and is headquartered in Aurskog, Norway.",Aurskog,47 63 85 44 40,Norway,[],http://aurskog-sparebank.no,1,Senterveien 15,Banks—Regional,192,192,188.7971,0.057291668,0.33580002,,192,,2,,192,188.85294,11,192,,2,,,,11,1582761600,0.04593,,,192,2,NOK,2,,,,617122560,,,441,2.5717833,192,192,,37700,2,206,13.684961,,5.5,168,188,False,0.0573,22000,192,OSL,AURSKOG SPAREBANK,Aurskog Sparebank,Europe/Oslo,CEST,False,7200000,EQUITY,AURG.OL,finmb_11340276,no_market,,13.829,,0.45536998,,0.08189738,,14.03,,3214180,,,402.525,,,,1577750400,0.00057,33194000,10.327,,0.103224516,0.476989,0.26146,1640908800,1585612800,,,2172368,3318333440,,,,,,-0.42,,,,,,,,https://logo.clearbit.com/aurskog-sparebank.no,47 63 85 44 41,,18.592041,,,,,
AGS,1366,Industrials,8,"Axxis Geo Solutions ASA operates as an ocean bottom node seismic company. The company delivers tailored seismic solutions; and provides flexible project management and execution services to oil and gas companies worldwide. The company was founded in 2006 and is based in Lysaker, Norway.",Lysaker,47 48 09 55 55,Norway,[],http://www.axxisgeo.com,1,Strandveien 50,Marine Shipping,0.99,1,0.80385506,,0,,1.08,,1195413,,0.99,0.87208825,,1,,1195413,,,,,1545264000,,,,0.99,4,NOK,744955,,,,61173836,,,2052641,0.7730019,0.99,1.04,,,744955,14.9624,,,,0.4,1.035,False,,,1.08,OSL,AXXIS GEO SOLUTION,Axxis Geo Solutions ASA,Europe/Oslo,CEST,False,7200000,EQUITY,AGS.OL,finmb_610831375,no_market,,0.651,,-0.35246,2.933,-0.9248115,,,,58821000,,,0.038,,,,1577750400,0.00071000005,-27893100,-0.641,,0.103224516,27.368422,0.08083,1640908800,1585612800,,,24148969,51521016,,1562112000,1:50,,,,,,,,,,,https://logo.clearbit.com/axxisgeo.com,,,,,,,,
